"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.3165,204.6,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.3365,206.5,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.3565,208.2,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.3765,209.8,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.3965,211.4,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.4165,212.8,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.4365,214.2,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.4565,215.5,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.4765,216.7,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.4965,218,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.5165,219.1,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.5365,220.2,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.5565,221.3,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.5765,222.2,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.5965,223.1,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.6165,224,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.6365,224.9,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.6565,225.8,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.6765,226.6,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.6965,227.4,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.7165,228.3,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.7365,229,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.7565,229.7,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.7765,230.4,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.7965,231.1,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
1.8165,231.7,20.1,"AMB-2-2",50.073,26.3,14.6,6.9,7,203.88,232.02
