"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.499,205,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.519,206.6,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.539,208.1,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.559,209.5,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.579,210.8,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.599,212.1,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.619,213.4,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.639,214.6,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.659,215.7,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.679,216.8,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.699,217.9,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.719,218.9,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.739,219.8,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.759,220.7,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.779,221.6,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.799,222.5,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.819,223.3,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.839,224.1,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.859,224.9,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.879,225.6,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.899,226.4,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.919,227.1,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.939,227.7,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.959,228.4,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.979,229,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
1.999,229.7,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
2.019,230.3,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
2.039,230.9,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
2.059,231.5,20.2,"BAYSTD1-02202020-2",57.542,27.53,11.92,6.9,7,203.88,232.02
