"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.2425,205.1,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.2625,207.1,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.2825,209,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.3025,210.6,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.3225,212.1,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.3425,213.6,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.3625,214.8,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.3825,216.3,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.4025,217.7,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.4225,218.9,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.4425,220.1,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.4625,221.2,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.4825,222.3,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.5025,223.2,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.5225,224.2,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.5425,225.1,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.5625,226,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.5825,226.9,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.6025,227.8,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.6225,228.5,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.6425,229.4,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.6625,230.2,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.6825,231,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
1.7025,231.6,20.2,"AMB-4-1",47.123,26.6,14.2,6.9,7,203.88,232.02
