Titration Data Only,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,"Scope 1/1, Sample 1/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,
,Time,,,Meas. value,,,,Temp.,,,dE,,,
,[s],,,[mV],,,,[°C],,,[mV],,,
,1,,,-24.8,,,,18.9,,,,,,
,2,,,-24.8,,,,18.9,,,0.0,,,
,3,,,-24.8,,,,18.9,,,0.0,,,
,4,,,-24.8,,,,18.9,,,0.0,,,
,5,,,-24.8,,,,18.9,,,0.0,,,
,6,,,-24.8,,,,18.9,,,0.0,,,
,7,,,-24.8,,,,18.9,,,0.0,,,
,8,,,-24.9,,,,18.9,,,-0.1,,,
,9,,,-24.9,,,,18.9,,,0.0,,,
Titration (EP) [1],,,,,,"Scope 1/1, Sample 1/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,,EP
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,,
,30,1.0130,,,157.2,,0.0070,,19.9,2.8,,,,
,31,1.0210,,,160.6,,0.0080,,19.9,3.4,,,,
,32,1.0290,,,163.9,,0.0080,,19.9,3.3,,,,
,33,1.0375,,,166.8,,0.0085,,19.9,2.9,,,,
,34,1.0445,,,170.1,,0.0070,,19.9,3.3,,,,
,35,1.0505,,,172.5,,0.0060,,19.9,2.4,,,,
,36,1.0560,,,174.7,,0.0055,,19.9,2.2,,,,
,37,1.0610,,,176.2,,0.0050,,19.9,1.5,,,,
,38,1.0660,,,177.7,,0.0050,,19.9,1.5,,,,
,39,1.0725,,,179.3,,0.0065,,19.9,1.6,,,,
,40,1.0780,,,180.9,,0.0055,,19.9,1.6,,,,
,41,1.0825,,,182.3,,0.0045,,19.9,1.4,,,,
,42,1.0850,,,183.3,,0.0025,,19.9,1.0,,,,
,43,1.0880,,,184.0,,0.0030,,19.9,0.7,,,,
,44,1.0915,,,184.6,,0.0035,,19.9,0.6,,,,
,45,1.0955,,,185.6,,0.0040,,19.9,1.0,,,,
,46,1.0990,,,186.3,,0.0035,,19.9,0.7,,,,
,47,1.1020,,,187.1,,0.0030,,19.9,0.8,,,,
,48,1.1045,,,187.7,,0.0025,,19.9,0.6,,,,
,49,1.1070,,,188.2,,0.0025,,19.9,0.5,,,,
,50,1.1090,,,188.7,,0.0020,,19.9,0.5,,,,
,51,1.1115,,,189.2,,0.0025,,19.9,0.5,,,,
,52,1.1140,,,189.7,,0.0025,,19.9,0.5,,,,
,53,1.1160,,,190.2,,0.0020,,19.9,0.5,,,,
,54,1.1165,,,190.5,,0.0005,,19.9,0.3,,,,
,55,1.1175,,,190.8,,0.0010,,19.9,0.3,,,,
,56,1.1190,,,191.0,,0.0015,,19.9,0.2,,,,
,57,1.1195,,,191.2,,0.0005,,19.9,0.2,,,,
,58,1.1205,,,191.4,,0.0010,,19.9,0.2,,,,
,59,1.1225,,,191.6,,0.0020,,19.9,0.2,,,,
,60,1.1235,,,191.8,,0.0010,,19.9,0.2,,,,
,,1.123833,,,192.0,,,,,,,,,EP
,61,1.1240,,,192.1,,0.0005,,19.9,0.3,,,,
,62,1.1245,,,192.2,,0.0005,,19.9,0.1,,,,
,63,1.1245,,,192.3,,0.0000,,19.9,0.1,,,,
,64,1.1245,,,192.4,,0.0000,,19.9,0.1,,,,
Titration (EQP) [2],,,,,,"Scope 1/1, Sample 6/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 6/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,dE/dV,
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,[mV/mL],
,0,0.0000,,,192.7,,,,20.2,,,,,
,3,0.0200,,,195.3,,0.0200,,20.2,2.6,,,,
,6,0.0400,,,198.2,,0.0200,,20.2,2.9,,,,
,9,0.0600,,,200.7,,0.0200,,20.2,2.5,,,,
,12,0.0800,,,203.2,,0.0200,,20.2,2.5,,,,
,15,0.1000,,,205.3,,0.0200,,20.2,2.1,,,106.57,
,18,0.1200,,,207.5,,0.0200,,20.2,2.2,,,95.55,
,21,0.1400,,,209.2,,0.0200,,20.2,1.7,,,87.82,
,24,0.1600,,,210.9,,0.0200,,20.2,1.7,,,80.79,
,27,0.1800,,,212.4,,0.0200,,20.2,1.5,,,76.10,
,30,0.2000,,,213.9,,0.0200,,20.2,1.5,,,71.84,
,33,0.2200,,,215.4,,0.0200,,20.2,1.5,,,69.48,
,36,0.2400,,,216.7,,0.0200,,20.2,1.3,,,65.64,
,39,0.2600,,,218.0,,0.0200,,20.2,1.3,,,63.29,
,42,0.2800,,,219.2,,0.0200,,20.2,1.2,,,60.51,
,45,0.3000,,,220.4,,0.0200,,20.2,1.2,,,57.41,
,48,0.3200,,,221.5,,0.0200,,20.2,1.1,,,54.77,
,51,0.3400,,,222.7,,0.0200,,20.2,1.2,,,51.72,
,54,0.3600,,,223.6,,0.0200,,20.2,0.9,,,49.42,
,57,0.3800,,,224.5,,0.0200,,20.2,0.9,,,46.94,
,60,0.4000,,,225.5,,0.0200,,20.2,1.0,,,45.47,
,64,0.4200,,,226.4,,0.0200,,20.2,0.9,,,44.71,
,66,0.4400,,,227.3,,0.0200,,20.2,0.9,,,44.02,
,70,0.4600,,,228.1,,0.0200,,20.2,0.8,,,42.27,
,72,0.4800,,,229.0,,0.0200,,20.2,0.9,,,40.51,
,75,0.5000,,,229.8,,0.0200,,20.2,0.8,,,39.20,
,78,0.5200,,,230.5,,0.0200,,20.2,0.7,,,37.72,
,82,0.5400,,,231.3,,0.0200,,20.2,0.8,,,36.79,
,85,0.5600,,,232.0,,0.0200,,20.2,0.7,,,35.71,
,88,0.5800,,,232.7,,0.0200,,20.2,0.7,,,35.01,
,91,0.6000,,,233.4,,0.0200,,20.2,0.7,,,33.49,
,94,0.6200,,,234.1,,0.0200,,20.2,0.7,,,32.20,
,97,0.6400,,,234.7,,0.0200,,20.2,0.6,,,32.02,
,100,0.6600,,,235.3,,0.0200,,20.2,0.6,,,31.22,
,103,0.6800,,,235.9,,0.0200,,20.2,0.6,,,30.77,
,106,0.7000,,,236.6,,0.0200,,20.2,0.7,,,30.29,
,109,0.7200,,,237.2,,0.0200,,20.2,0.6,,,29.21,
,112,0.7400,,,237.7,,0.0200,,20.2,0.5,,,28.01,
,115,0.7600,,,238.3,,0.0200,,20.2,0.6,,,27.01,
,118,0.7800,,,238.8,,0.0200,,20.2,0.5,,,26.41,
,121,0.8000,,,239.3,,0.0200,,20.2,0.5,,,26.51,
,124,0.8200,,,239.9,,0.0200,,20.2,0.6,,,26.57,
,127,0.8400,,,240.4,,0.0200,,20.2,0.5,,,25.71,
,130,0.8600,,,240.9,,0.0200,,20.2,0.5,,,25.00,
,133,0.8800,,,241.4,,0.0200,,20.2,0.5,,,24.29,
,136,0.9000,,,241.9,,0.0200,,20.2,0.5,,,23.43,
,139,0.9200,,,242.3,,0.0200,,20.2,0.4,,,,
,142,0.9400,,,242.8,,0.0200,,20.2,0.5,,,,
,145,0.9600,,,243.3,,0.0200,,20.2,0.5,,,,
,148,0.9800,,,243.7,,0.0200,,20.2,0.4,,,,
,151,1.0000,,,244.2,,0.0200,,20.2,0.5,,,,
Measure (normal) [1],,,,,,"Scope 1/1, Sample 7/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 7/19",,,,,,,,,,,
,Time,,,Meas. value,,,,Temp.,,,dE,,,
,[s],,,[mV],,,,[°C],,,[mV],,,
,1,,,-55.0,,,,19.9,,,,,,
,2,,,-55.0,,,,19.9,,,0.0,,,
,3,,,-55.1,,,,19.9,,,-0.1,,,
,4,,,-55.0,,,,19.9,,,0.1,,,
,5,,,-55.1,,,,19.9,,,-0.1,,,
,6,,,-55.1,,,,19.9,,,0.0,,,
,7,,,-55.1,,,,19.9,,,0.0,,,
,8,,,-55.1,,,,19.9,,,0.0,,,
,9,,,-55.1,,,,19.9,,,0.0,,,
,10,,,-55.1,,,,19.9,,,0.0,,,
Titration (EP) [1],,,,,,"Scope 1/1, Sample 7/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 7/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,,EP
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,,
,0,0.0000,,,-55.1,,,,19.9,,,,,
,1,0.0010,,,-55.2,,0.0010,,19.9,-0.1,,,,
,2,0.0050,,,-55.1,,0.0040,,19.9,0.1,,,,
,3,0.0110,,,-54.8,,0.0060,,19.9,0.3,,,,
,4,0.0200,,,-53.8,,0.0090,,19.9,1.0,,,,
,5,0.0340,,,-51.9,,0.0140,,19.9,1.9,,,,
,6,0.0555,,,-48.5,,0.0215,,19.9,3.4,,,,
,7,0.0800,,,-43.8,,0.0245,,19.9,4.7,,,,
,8,0.1145,,,-35.7,,0.0345,,19.9,8.1,,,,
,9,0.1570,,,-25.0,,0.0425,,19.9,10.7,,,,
,10,0.2075,,,-13.6,,0.0505,,19.9,11.4,,,,
,11,0.2700,,,-1.0,,0.0625,,19.9,12.6,,,,
,12,0.3440,,,10.5,,0.0740,,19.9,11.5,,,,
,13,0.4210,,,22.6,,0.0770,,19.9,12.1,,,,
,14,0.5195,,,36.3,,0.0985,,19.9,13.7,,,,
,15,0.6310,,,50.9,,0.1115,,19.9,14.6,,,,
,16,0.7560,,,67.2,,0.1250,,19.9,16.3,,,,
,17,0.8930,,,85.9,,0.1370,,19.9,18.7,,,,
,18,0.9970,,,107.2,,0.1040,,19.9,21.3,,,,
,19,0.9980,,,106.9,,0.0010,,19.9,-0.3,,,,
,20,1.0015,,,103.0,,0.0035,,19.9,-3.9,,,,
,21,1.0065,,,103.1,,0.0050,,19.9,0.1,,,,
,22,1.0145,,,105.3,,0.0080,,19.9,2.2,,,,
,23,1.0255,,,108.9,,0.0110,,19.9,3.6,,,,
,24,1.0410,,,114.4,,0.0155,,19.9,5.5,,,,
,25,1.0570,,,118.5,,0.0160,,19.9,4.1,,,,
,26,1.0770,,,125.5,,0.0200,,19.9,7.0,,,,
,27,1.0985,,,132.9,,0.0215,,19.9,7.4,,,,
,28,1.1175,,,141.5,,0.0190,,19.9,8.6,,,,
,29,1.1260,,,147.1,,0.0085,,19.9,5.6,,,,
,30,1.1325,,,149.7,,0.0065,,19.9,2.6,,,,
,31,1.1395,,,152.9,,0.0070,,19.9,3.2,,,,
,32,1.1495,,,156.4,,0.0100,,19.9,3.5,,,,
,33,1.1600,,,160.0,,0.0105,,19.9,3.6,,,,
,34,1.1715,,,163.7,,0.0115,,19.9,3.7,,,,
,35,1.1820,,,167.5,,0.0105,,19.9,3.8,,,,
,36,1.1880,,,170.5,,0.0060,,19.9,3.0,,,,
,37,1.1920,,,172.0,,0.0040,,19.9,1.5,,,,
,38,1.1970,,,173.4,,0.0050,,19.9,1.4,,,,
,39,1.2030,,,175.0,,0.0060,,19.9,1.6,,,,
,40,1.2110,,,176.8,,0.0080,,19.9,1.8,,,,
,41,1.2185,,,178.6,,0.0075,,19.9,1.8,,,,
,42,1.2260,,,180.4,,0.0075,,19.9,1.8,,,,
,43,1.2290,,,181.6,,0.0030,,19.9,1.2,,,,
,44,1.2320,,,182.6,,0.0030,,19.9,1.0,,,,
,45,1.2355,,,183.3,,0.0035,,19.9,0.7,,,,
,46,1.2400,,,184.0,,0.0045,,19.9,0.7,,,,
,47,1.2450,,,185.0,,0.0050,,19.9,1.0,,,,
,48,1.2490,,,185.9,,0.0040,,19.9,0.9,,,,
,49,1.2520,,,186.6,,0.0030,,19.9,0.7,,,,
,50,1.2545,,,187.1,,0.0025,,19.9,0.5,,,,
,51,1.2575,,,187.6,,0.0030,,19.9,0.5,,,,
,52,1.2600,,,188.1,,0.0025,,19.9,0.5,,,,
,53,1.2630,,,188.6,,0.0030,,19.9,0.5,,,,
,54,1.2650,,,189.0,,0.0020,,19.9,0.4,,,,
,55,1.2675,,,189.4,,0.0025,,19.9,0.4,,,,
,56,1.2700,,,189.9,,0.0025,,19.9,0.5,,,,
,57,1.2720,,,190.2,,0.0020,,19.9,0.3,,,,
,58,1.2730,,,190.6,,0.0010,,19.9,0.4,,,,
,59,1.2745,,,190.8,,0.0015,,19.9,0.2,,,,
,60,1.2755,,,191.1,,0.0010,,19.9,0.3,,,,
,61,1.2760,,,191.2,,0.0005,,19.9,0.1,,,,
,62,1.2785,,,191.5,,0.0025,,19.9,0.3,,,,
,63,1.2795,,,191.7,,0.0010,,19.9,0.2,,,,
,64,1.2805,,,191.8,,0.0010,,19.9,0.1,,,,
,65,1.2805,,,192.0,,0.0000,,19.9,0.2,,,,
,,1.2805,,,192.0,,,,,,,,,EP
,66,1.2830,,,192.3,,0.0025,,19.9,0.3,,,,
,67,1.2830,,,192.4,,0.0000,,19.9,0.1,,,,
,68,1.2830,,,192.5,,0.0000,,19.9,0.1,,,,
Titration (EQP) [2],,,,,,"Scope 1/1, Sample 7/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 7/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,dE/dV,
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,[mV/mL],
,0,0.0000,,,192.8,,,,20.1,,,,,
,3,0.0200,,,195.1,,0.0200,,20.1,2.3,,,,
,6,0.0400,,,197.6,,0.0200,,20.1,2.5,,,,
,9,0.0600,,,199.9,,0.0200,,20.1,2.3,,,,
,12,0.0800,,,202.2,,0.0200,,20.1,2.3,,,,
,15,0.1000,,,204.1,,0.0200,,20.1,1.9,,,97.80,
,18,0.1200,,,206.0,,0.0200,,20.1,1.9,,,88.63,
,21,0.1400,,,207.7,,0.0200,,20.1,1.7,,,81.60,
,24,0.1600,,,209.3,,0.0200,,20.1,1.6,,,76.35,
,27,0.1800,,,210.7,,0.0200,,20.1,1.4,,,72.13,
,30,0.2000,,,212.1,,0.0200,,20.1,1.4,,,67.61,
,33,0.2200,,,213.5,,0.0200,,20.1,1.4,,,64.98,
,36,0.2400,,,214.8,,0.0200,,20.1,1.3,,,62.15,
,39,0.2600,,,215.9,,0.0200,,20.1,1.1,,,60.00,
,42,0.2800,,,217.1,,0.0200,,20.1,1.2,,,57.30,
,45,0.3000,,,218.3,,0.0200,,20.1,1.2,,,54.69,
,48,0.3200,,,219.3,,0.0200,,20.1,1.0,,,52.21,
,51,0.3400,,,220.4,,0.0200,,20.2,1.1,,,49.80,
,54,0.3600,,,221.3,,0.0200,,20.1,0.9,,,46.62,
,57,0.3800,,,222.2,,0.0200,,20.2,0.9,,,44.92,
,60,0.4000,,,223.1,,0.0200,,20.2,0.9,,,43.99,
,64,0.4200,,,224.0,,0.0200,,20.2,0.9,,,42.92,
,66,0.4400,,,224.8,,0.0200,,20.2,0.8,,,42.79,
,70,0.4600,,,225.7,,0.0200,,20.2,0.9,,,41.80,
,72,0.4800,,,226.5,,0.0200,,20.2,0.8,,,40.78,
,76,0.5000,,,227.3,,0.0200,,20.2,0.8,,,39.30,
,78,0.5200,,,228.1,,0.0200,,20.2,0.8,,,36.99,
,82,0.5400,,,228.8,,0.0200,,20.2,0.7,,,34.70,
,84,0.5600,,,229.5,,0.0200,,20.2,0.7,,,32.93,
,88,0.5800,,,230.1,,0.0200,,20.2,0.6,,,31.91,
,91,0.6000,,,230.7,,0.0200,,20.2,0.6,,,31.72,
,94,0.6200,,,231.4,,0.0200,,20.2,0.7,,,32.28,
,97,0.6400,,,232.0,,0.0200,,20.2,0.6,,,32.00,
,100,0.6600,,,232.7,,0.0200,,20.2,0.7,,,31.58,
,103,0.6800,,,233.3,,0.0200,,20.2,0.6,,,30.29,
,106,0.7000,,,233.9,,0.0200,,20.2,0.6,,,28.43,
,109,0.7200,,,234.4,,0.0200,,20.2,0.5,,,27.49,
,112,0.7400,,,235.0,,0.0200,,20.2,0.6,,,26.72,
,115,0.7600,,,235.5,,0.0200,,20.2,0.5,,,26.70,
,118,0.7800,,,236.0,,0.0200,,20.2,0.5,,,26.51,
,121,0.8000,,,236.6,,0.0200,,20.2,0.6,,,26.28,
,124,0.8200,,,237.1,,0.0200,,20.2,0.5,,,25.71,
,127,0.8400,,,237.6,,0.0200,,20.2,0.5,,,25.51,
,130,0.8600,,,238.1,,0.0200,,20.2,0.5,,,25.29,
,133,0.8800,,,238.6,,0.0200,,20.2,0.5,,,25.30,
,136,0.9000,,,239.1,,0.0200,,20.2,0.5,,,24.50,
,139,0.9200,,,239.6,,0.0200,,20.2,0.5,,,23.27,
,142,0.9400,,,240.1,,0.0200,,20.2,0.5,,,21.72,
,145,0.9600,,,240.5,,0.0200,,20.2,0.4,,,20.92,
,148,0.9800,,,240.8,,0.0200,,20.2,0.3,,,20.72,
,151,1.0000,,,241.3,,0.0200,,20.2,0.5,,,20.99,
,154,1.0200,,,241.7,,0.0200,,20.2,0.4,,,21.48,
,157,1.0400,,,242.2,,0.0200,,20.2,0.5,,,21.80,
,160,1.0600,,,242.6,,0.0200,,20.2,0.4,,,,
,163,1.0800,,,243.0,,0.0200,,20.2,0.4,,,,
,166,1.1000,,,243.4,,0.0200,,20.2,0.4,,,,
,169,1.1200,,,243.8,,0.0200,,20.2,0.4,,,,
,172,1.1400,,,244.2,,0.0200,,20.2,0.4,,,,
Measure (normal) [1],,,,,,"Scope 1/1, Sample 8/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 8/19",,,,,,,,,,,
,Time,,,Meas. value,,,,Temp.,,,dE,,,
,[s],,,[mV],,,,[°C],,,[mV],,,
,1,,,-56.4,,,,19.9,,,,,,
,2,,,-56.4,,,,19.9,,,0.0,,,
,3,,,-56.5,,,,19.9,,,-0.1,,,
,4,,,-56.4,,,,19.9,,,0.1,,,
,5,,,-56.4,,,,19.9,,,0.0,,,
,6,,,-56.4,,,,19.9,,,0.0,,,
,7,,,-56.5,,,,19.9,,,-0.1,,,
,8,,,-56.4,,,,19.9,,,0.1,,,
,9,,,-56.5,,,,19.9,,,-0.1,,,
Titration (EP) [1],,,,,,"Scope 1/1, Sample 8/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 8/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,,EP
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,,
,0,0.0000,,,-56.5,,,,19.9,,,,,
,1,0.0010,,,-56.6,,0.0010,,19.9,-0.1,,,,
,2,0.0050,,,-56.4,,0.0040,,19.9,0.2,,,,
,3,0.0110,,,-56.0,,0.0060,,19.9,0.4,,,,
,4,0.0200,,,-55.1,,0.0090,,19.9,0.9,,,,
,5,0.0340,,,-53.0,,0.0140,,19.9,2.1,,,,
,6,0.0550,,,-49.2,,0.0210,,19.9,3.8,,,,
,7,0.0800,,,-44.0,,0.0250,,19.9,5.2,,,,
,8,0.1145,,,-35.2,,0.0345,,19.9,8.8,,,,
,9,0.1570,,,-23.3,,0.0425,,19.9,11.9,,,,
,10,0.2080,,,-10.8,,0.0510,,19.9,12.5,,,,
,11,0.2705,,,1.0,,0.0625,,19.9,11.8,,,,
,12,0.3445,,,13.1,,0.0740,,19.9,12.1,,,,
,13,0.4210,,,26.5,,0.0765,,19.9,13.4,,,,
,14,0.5200,,,42.2,,0.0990,,19.9,15.7,,,,
,15,0.6315,,,56.9,,0.1115,,19.9,14.7,,,,
,16,0.7565,,,75.5,,0.1250,,19.9,18.6,,,,
,17,0.8870,,,101.4,,0.1305,,19.9,25.9,,,,
,18,0.8935,,,108.3,,0.0065,,19.9,6.9,,,,
,19,0.8960,,,104.2,,0.0025,,19.9,-4.1,,,,
,20,0.9005,,,104.1,,0.0045,,19.9,-0.1,,,,
,21,0.9070,,,106.0,,0.0065,,19.9,1.9,,,,
,22,0.9175,,,109.5,,0.0105,,19.9,3.5,,,,
,23,0.9310,,,114.1,,0.0135,,19.9,4.6,,,,
,24,0.9475,,,120.1,,0.0165,,19.9,6.0,,,,
,25,0.9640,,,126.3,,0.0165,,19.9,6.2,,,,
,26,0.9835,,,133.7,,0.0195,,19.9,7.4,,,,
,27,1.0020,,,141.5,,0.0185,,19.9,7.8,,,,
,28,1.0125,,,148.6,,0.0105,,19.9,7.1,,,,
,29,1.0175,,,152.6,,0.0050,,19.9,4.0,,,,
,30,1.0225,,,154.6,,0.0050,,19.9,2.0,,,,
,31,1.0285,,,157.0,,0.0060,,19.9,2.4,,,,
,32,1.0370,,,160.5,,0.0085,,19.9,3.5,,,,
,33,1.0465,,,164.3,,0.0095,,19.9,3.8,,,,
,34,1.0535,,,167.6,,0.0070,,19.9,3.3,,,,
,35,1.0600,,,170.2,,0.0065,,19.9,2.6,,,,
,36,1.0660,,,172.0,,0.0060,,19.9,1.8,,,,
,37,1.0720,,,174.1,,0.0060,,19.9,2.1,,,,
,38,1.0785,,,176.2,,0.0065,,19.9,2.1,,,,
,39,1.0855,,,178.1,,0.0070,,19.9,1.9,,,,
,40,1.0905,,,179.8,,0.0050,,19.9,1.7,,,,
,41,1.0940,,,181.1,,0.0035,,19.9,1.3,,,,
,42,1.0980,,,182.0,,0.0040,,19.9,0.9,,,,
,43,1.1015,,,182.9,,0.0035,,19.9,0.9,,,,
,44,1.1065,,,183.8,,0.0050,,19.9,0.9,,,,
,45,1.1115,,,185.0,,0.0050,,19.9,1.2,,,,
,46,1.1140,,,185.9,,0.0025,,19.9,0.9,,,,
,47,1.1165,,,186.6,,0.0025,,19.9,0.7,,,,
,48,1.1190,,,187.3,,0.0025,,19.9,0.7,,,,
,49,1.1210,,,187.6,,0.0020,,19.9,0.3,,,,
,50,1.1240,,,188.3,,0.0030,,19.9,0.7,,,,
,51,1.1260,,,188.8,,0.0020,,19.9,0.5,,,,
,52,1.1285,,,189.2,,0.0025,,19.9,0.4,,,,
,53,1.1310,,,189.7,,0.0025,,19.9,0.5,,,,
,54,1.1330,,,190.1,,0.0020,,19.9,0.4,,,,
,55,1.1335,,,190.4,,0.0005,,19.9,0.3,,,,
,56,1.1355,,,190.7,,0.0020,,19.9,0.3,,,,
,57,1.1365,,,190.9,,0.0010,,19.9,0.2,,,,
,58,1.1370,,,191.1,,0.0005,,19.9,0.2,,,,
,59,1.1385,,,191.3,,0.0015,,19.9,0.2,,,,
,60,1.1385,,,191.5,,0.0000,,19.9,0.2,,,,
,61,1.1405,,,191.8,,0.0020,,19.9,0.3,,,,
,62,1.1425,,,192.0,,0.0020,,19.9,0.2,,,,
,63,1.1425,,,192.3,,0.0000,,19.9,0.3,,,,
,64,1.1425,,,192.3,,0.0000,,19.9,0.0,,,,
,65,1.1425,,,192.3,,0.0000,,19.9,0.0,,,,
,65,1.1425,,,192.3,,0.0000,,19.9,0.0,,,,
,,1.1425,,,192.0,,,,,,,,,EP
Titration (EQP) [2],,,,,,"Scope 1/1, Sample 8/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 8/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,dE/dV,
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,[mV/mL],
,0,0.0000,,,192.7,,,,20.2,,,,,
,3,0.0200,,,195.1,,0.0200,,20.2,2.4,,,,
,6,0.0400,,,197.9,,0.0200,,20.2,2.8,,,,
,9,0.0600,,,200.5,,0.0200,,20.2,2.6,,,,
,12,0.0800,,,202.9,,0.0200,,20.2,2.4,,,,
,15,0.1000,,,205.1,,0.0200,,20.2,2.2,,,106.87,
,18,0.1200,,,207.1,,0.0200,,20.2,2.0,,,96.20,
,21,0.1400,,,209.0,,0.0200,,20.2,1.9,,,86.77,
,24,0.1600,,,210.6,,0.0200,,20.2,1.6,,,78.93,
,27,0.1800,,,212.1,,0.0200,,20.2,1.5,,,73.86,
,30,0.2000,,,213.6,,0.0200,,20.2,1.5,,,70.55,
,33,0.2200,,,214.8,,0.0200,,20.2,1.2,,,68.62,
,36,0.2400,,,216.3,,0.0200,,20.2,1.5,,,67.08,
,39,0.2600,,,217.7,,0.0200,,20.2,1.4,,,65.05,
,42,0.2800,,,218.9,,0.0200,,20.2,1.2,,,61.75,
,45,0.3000,,,220.1,,0.0200,,20.2,1.2,,,58.07,
,48,0.3200,,,221.2,,0.0200,,20.2,1.1,,,53.41,
,51,0.3400,,,222.3,,0.0200,,20.2,1.1,,,50.63,
,54,0.3600,,,223.2,,0.0200,,20.2,0.9,,,48.42,
,57,0.3800,,,224.2,,0.0200,,20.2,1.0,,,47.01,
,60,0.4000,,,225.1,,0.0200,,20.2,0.9,,,45.42,
,64,0.4200,,,226.0,,0.0200,,20.2,0.9,,,44.20,
,66,0.4400,,,226.9,,0.0200,,20.2,0.9,,,43.29,
,70,0.4600,,,227.8,,0.0200,,20.2,0.9,,,42.50,
,72,0.4800,,,228.5,,0.0200,,20.2,0.7,,,41.52,
,76,0.5000,,,229.4,,0.0200,,20.2,0.9,,,39.78,
,78,0.5200,,,230.2,,0.0200,,20.2,0.8,,,37.98,
,82,0.5400,,,231.0,,0.0200,,20.2,0.8,,,36.73,
,85,0.5600,,,231.6,,0.0200,,20.2,0.6,,,35.22,
,88,0.5800,,,232.3,,0.0200,,20.2,0.7,,,33.70,
,91,0.6000,,,233.0,,0.0200,,20.2,0.7,,,33.49,
,94,0.6200,,,233.7,,0.0200,,20.2,0.7,,,33.21,
,97,0.6400,,,234.3,,0.0200,,20.2,0.6,,,32.79,
,100,0.6600,,,235.0,,0.0200,,20.2,0.7,,,31.79,
,103,0.6800,,,235.6,,0.0200,,20.2,0.6,,,31.00,
,106,0.7000,,,236.2,,0.0200,,20.2,0.6,,,29.71,
,109,0.7200,,,236.8,,0.0200,,20.2,0.6,,,29.07,
,112,0.7400,,,237.4,,0.0200,,20.2,0.6,,,27.43,
,115,0.7600,,,237.9,,0.0200,,20.2,0.5,,,26.70,
,118,0.7800,,,238.4,,0.0200,,20.2,0.5,,,26.01,
,121,0.8000,,,239.0,,0.0200,,20.2,0.6,,,25.70,
,124,0.8200,,,239.4,,0.0200,,20.2,0.4,,,25.71,
,127,0.8400,,,240.0,,0.0200,,20.2,0.6,,,25.80,
,130,0.8600,,,240.5,,0.0200,,20.2,0.5,,,25.77,
,133,0.8800,,,241.0,,0.0200,,20.2,0.5,,,25.52,
,136,0.9000,,,241.5,,0.0200,,20.2,0.5,,,25.07,
,139,0.9200,,,242.0,,0.0200,,20.2,0.5,,,23.50,
,142,0.9400,,,242.5,,0.0200,,20.2,0.5,,,,
,145,0.9600,,,242.9,,0.0200,,20.2,0.4,,,,
,148,0.9800,,,243.3,,0.0200,,20.2,0.4,,,,
,151,1.0000,,,243.7,,0.0200,,20.2,0.4,,,,
,154,1.0200,,,244.1,,0.0200,,20.2,0.4,,,,
Measure (normal) [1],,,,,,"Scope 1/1, Sample 9/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 9/19",,,,,,,,,,,
,Time,,,Meas. value,,,,Temp.,,,dE,,,
,[s],,,[mV],,,,[°C],,,[mV],,,
,1,,,-57.0,,,,19.9,,,,,,
,2,,,-57.0,,,,19.9,,,0.0,,,
,3,,,-57.0,,,,19.9,,,0.0,,,
,4,,,-57.0,,,,19.9,,,0.0,,,
,5,,,-57.0,,,,19.9,,,0.0,,,
,6,,,-57.0,,,,19.9,,,0.0,,,
,7,,,-57.0,,,,19.9,,,0.0,,,
,8,,,-57.0,,,,19.9,,,0.0,,,
,9,,,-57.0,,,,19.9,,,0.0,,,
Titration (EP) [1],,,,,,"Scope 1/1, Sample 9/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 9/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,,EP
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,,
,0,0.0000,,,-57.0,,,,19.9,,,,,
,1,0.0010,,,-57.1,,0.0010,,19.9,-0.1,,,,
