"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.383,204.1,20.1,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.403,206,20.1,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.423,207.7,20.1,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.443,209.3,20.1,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.463,210.7,20.1,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.483,212.1,20.1,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.503,213.5,20.1,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.523,214.8,20.1,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.543,215.9,20.1,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.563,217.1,20.1,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.583,218.3,20.1,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.603,219.3,20.1,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.623,220.4,20.2,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.643,221.3,20.1,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.663,222.2,20.2,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.683,223.1,20.2,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.703,224,20.2,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.723,224.8,20.2,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.743,225.7,20.2,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.763,226.5,20.2,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.783,227.3,20.2,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.803,228.1,20.2,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.823,228.8,20.2,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.843,229.5,20.2,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.863,230.1,20.2,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.883,230.7,20.2,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.903,231.4,20.2,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
1.923,232,20.2,"AMB-6-3",52.817,26.7,14.1,6.9,7,203.88,232.02
