====================================================================================================================================
      Date     Time  Temp SpCond   Cond  Resist   TDS    Sal   Press   Depth    pH      pH   Chl   Chl Turbid+ ODOsat    ODO Battery
     y/m/d hh:mm:ss     C  uS/cm  uS/cm  Ohm*cm   g/L    ppt    psir  meters            mV  ug/L   RFU     NTU      %   mg/L   volts
------------------------------------------------------------------------------------------------------------------------------------
2019/12/24 07:55:14 12.23  45036  34051 29.3679 29.27  29.08   3.005   2.071  7.86   -68.0   2.1   0.5     7.0   92.0   8.22    12.4
2019/12/24 08:01:14 12.24  45177  34167 29.2680 29.37  29.19   2.967   2.045  7.86   -68.2   0.6   0.1     8.2   92.3   8.24    12.4
2019/12/24 08:07:14 12.22  44949  33977 29.4321 29.22  29.02   2.938   2.025  7.86   -67.9   1.2   0.3     7.2   92.3   8.25    12.5
2019/12/24 08:13:14 12.22  44984  34002 29.4101 29.24  29.05   2.908   2.005  7.86   -68.1   0.2   0.0     6.1   92.3   8.25    12.5
2019/12/24 08:19:14 12.22  45006  34021 29.3932 29.25  29.06   2.878   1.984  7.86   -68.1   1.4   0.3     5.9   92.1   8.23    12.5
2019/12/24 08:25:14 12.22  45062  34062 29.3586 29.29  29.10   2.852   1.966  7.86   -68.1   1.5   0.4     5.7   92.3   8.24    12.5
2019/12/24 08:31:14 12.26  45503  34433 29.0422 29.58  29.42   2.829   1.949  7.86   -68.4   0.6   0.1     7.0   92.6   8.25    12.5
2019/12/24 08:37:14 12.25  45389  34333 29.1265 29.50  29.34   2.796   1.927  7.86   -68.3   0.9   0.2     7.8   92.5   8.25    12.4
2019/12/24 08:43:14 12.27  45566  34489 28.9945 29.62  29.47   2.775   1.912  7.86   -68.4   1.2   0.3     6.5   92.5   8.23    12.5
2019/12/24 08:49:14 12.23  45518  34419 29.0538 29.59  29.43   2.754   1.898  7.86   -68.3   0.3   0.1     6.1   92.4   8.23    12.4
2019/12/24 08:55:14 12.25  45499  34416 29.0562 29.57  29.42   2.718   1.873  7.86   -68.4   0.9   0.2     6.3   92.5   8.24    12.5
2019/12/24 09:01:14 12.29  45988  34823 28.7165 29.89  29.77   2.687   1.851  7.87   -68.7   1.0   0.2     7.7   92.8   8.24    12.5
2019/12/24 09:07:14 12.27  45984  34800 28.7358 29.89  29.77   2.650   1.825  7.87   -68.7   2.9   0.7     4.8   92.7   8.24    12.4
2019/12/24 09:13:14 12.33  46376  35152 28.4476 30.14  30.05   2.616   1.802  7.88   -69.0   1.7   0.4     6.2   93.0   8.24    12.4
2019/12/24 09:19:14 12.33  46361  35138 28.4595 30.13  30.04   2.587   1.782  7.88   -69.0   1.2   0.3     6.6   93.1   8.25    12.6
2019/12/24 09:25:14 12.32  46302  35086 28.5014 30.10  30.00   2.548   1.755  7.87   -69.0   1.1   0.3     8.1   93.1   8.26    12.5
2019/12/24 09:31:14 12.31  46179  34984 28.5842 30.02  29.91   2.512   1.730  7.87   -68.8   1.3   0.3     8.4   93.1   8.26    12.3
2019/12/24 09:37:14 12.32  46223  35030 28.5467 30.04  29.94   2.463   1.696  7.87   -69.0   1.0   0.2     5.9   93.0   8.25    12.4
2019/12/24 09:43:14 12.31  46132  34953 28.6097 29.99  29.87   2.423   1.669  7.87   -68.8   1.8   0.4     7.2   92.8   8.23    12.5
2019/12/24 09:49:14 12.29  45876  34736 28.7883 29.82  29.69   2.381   1.641  7.87   -68.6   1.6   0.4     8.2   92.6   8.23    12.5
2019/12/24 09:55:14 12.26  45598  34499 28.9863 29.64  29.49   2.339   1.612  7.86   -68.3   1.1   0.3    10.3   92.2   8.21    12.4
2019/12/24 10:01:14 12.23  45468  34380 29.0868 29.55  29.39   2.305   1.588  7.86   -68.2   1.5   0.3    14.7   92.3   8.23    12.5
2019/12/24 10:07:14 12.19  45167  34116 29.3116 29.36  29.18   2.289   1.577  7.86   -68.1   1.3   0.3    21.0   92.0   8.22    12.5
2019/12/24 10:13:14 12.22  45259  34207 29.2338 29.42  29.24   2.239   1.543  7.86   -68.1   2.3   0.5    26.1   92.0   8.22    12.3
2019/12/24 10:19:14 12.18  45163  34104 29.3216 29.36  29.17   2.209   1.523  7.86   -68.2   1.3   0.3    23.1   91.9   8.21    12.5
2019/12/24 10:25:14 12.16  45085  34030 29.3856 29.31  29.12   2.159   1.488  7.86   -68.2   2.3   0.5    21.4   91.9   8.22    12.5
2019/12/24 10:31:14 12.17  44765  33792 29.5928 29.10  28.89   2.151   1.483  7.86   -68.0   1.4   0.3    23.4   92.1   8.25    12.5
2019/12/24 10:37:14 12.00  44073  33129 30.1851 28.65  28.39   2.138   1.474  7.85   -67.6   2.1   0.5    20.0   91.8   8.28    12.4
2019/12/24 10:43:14 11.97  43331  32549 30.7231 28.17  27.86   2.120   1.462  7.85   -67.3   1.4   0.3    17.5   91.7   8.30    12.4
2019/12/24 10:49:14 12.01  43543  32737 30.5462 28.30  28.01   2.107   1.453  7.85   -67.4   1.5   0.3    17.8   91.7   8.29    12.3
2019/12/24 10:55:14 11.67  41325  30802 32.4657 26.86  26.43   2.085   1.440  7.85   -67.2   1.9   0.4    15.7   91.4   8.40    12.5
2019/12/24 11:01:14 11.58  41005  30496 32.7916 26.65  26.20   2.067   1.428  7.84   -66.7   2.0   0.4    17.0   91.4   8.43    12.5
2019/12/24 11:07:14 11.49  40429  29995 33.3393 26.28  25.79   2.056   1.420  7.83   -66.5   1.1   0.2    16.0   91.3   8.46    12.5
2019/12/24 11:13:14 11.49  40213  29840 33.5117 26.14  25.64   2.039   1.409  7.83   -66.3   2.0   0.5    12.2   91.1   8.45    12.5
2019/12/24 11:19:14 11.53  40154  29821 33.5336 26.10  25.59   2.041   1.410  7.83   -66.3   1.9   0.4    11.9   91.2   8.45    12.5
2019/12/24 11:25:14 11.54  40132  29814 33.5408 26.09  25.58   2.041   1.410  7.83   -66.2   2.1   0.5    12.6   91.2   8.45    12.5
2019/12/24 11:31:14 11.51  40262  29890 33.4558 26.17  25.67   2.022   1.398  7.83   -66.2   1.5   0.3    13.1   91.1   8.44    12.4
2019/12/24 11:37:14 11.53  40553  30122 33.1982 26.36  25.88   2.019   1.395  7.83   -66.3   2.3   0.5    14.2   91.1   8.42    12.5
2019/12/24 11:43:14 11.54  40557  30132 33.1875 26.36  25.88   2.026   1.400  7.83   -66.3   2.3   0.5    18.9   90.8   8.40    12.4
2019/12/24 11:49:14 11.57  40592  30178 33.1365 26.38  25.90   2.028   1.401  7.83   -66.3   1.5   0.3    20.0   90.9   8.41    12.4
2019/12/24 11:55:14 11.53  40338  29963 33.3741 26.22  25.72   2.037   1.408  7.83   -66.2   1.3   0.3    17.0   90.9   8.42    12.4
2019/12/24 12:01:13 11.62  40467  30127 33.1923 26.30  25.82   2.051   1.417  7.83   -66.4   2.3   0.5    14.0   91.4   8.44    12.4
2019/12/24 12:07:14 11.60  40374  30038 33.2916 26.24  25.75   2.074   1.433  7.83   -66.4   0.9   0.2    14.1   91.0   8.42    12.4
2019/12/24 12:13:14 11.57  40356  30004 33.3284 26.23  25.74   2.090   1.444  7.83   -66.3   1.4   0.3    13.7   90.9   8.41    12.4
2019/12/24 12:19:14 11.57  40305  29965 33.3719 26.20  25.70   2.107   1.456  7.83   -66.3   1.6   0.4    13.4   90.8   8.40    12.5
2019/12/24 12:25:14 11.55  40269  29926 33.4160 26.17  25.68   2.133   1.474  7.83   -66.3   1.3   0.3    12.8   90.6   8.39    12.5
2019/12/24 12:31:14 11.52  40188  29841 33.5111 26.12  25.62   2.162   1.494  7.83   -66.3   1.6   0.4    11.7   90.5   8.38    12.3
2019/12/24 12:37:14 11.54  40110  29798 33.5589 26.07  25.56   2.186   1.511  7.83   -66.2   0.8   0.2    10.8   90.8   8.42    12.4
2019/12/24 12:43:14 11.51  40045  29726 33.6410 26.03  25.52   2.204   1.523  7.83   -66.1   0.9   0.2    10.8   90.5   8.40    12.3
2019/12/24 12:49:14 11.52  39985  29692 33.6792 25.99  25.48   2.229   1.540  7.83   -66.1   1.6   0.4    10.1   90.8   8.43    12.4
2019/12/24 12:55:13 11.50  39908  29616 33.7658 25.94  25.42   2.257   1.560  7.83   -66.1   1.7   0.4     9.8   91.0   8.45    12.4
2019/12/24 13:01:14 11.50  39943  29642 33.7364 25.96  25.45   2.273   1.571  7.83   -66.1   1.0   0.2     7.8   90.6   8.41    12.4
2019/12/24 13:07:14 11.49  39908  29609 33.7736 25.94  25.42   2.304   1.592  7.82   -66.0   0.9   0.2     8.6   90.6   8.42    12.5
2019/12/24 13:13:14 11.48  39896  29597 33.7870 25.93  25.41   2.328   1.609  7.83   -66.0   1.5   0.3     9.3   90.7   8.42    12.4
2019/12/24 13:19:13 11.45  39883  29561 33.8289 25.92  25.40   2.356   1.628  7.83   -66.0   1.8   0.4     8.1   90.5   8.41    12.4
2019/12/24 13:25:14 11.47  39907  29593 33.7920 25.94  25.42   2.388   1.650  7.83   -66.0   1.5   0.3     8.7   90.7   8.43    12.4
2019/12/24 13:31:13 11.44  39786  29483 33.9179 25.86  25.33   2.423   1.674  7.83   -66.0   1.0   0.2     7.9   90.7   8.44    12.4
2019/12/24 13:37:14 11.44  39732  29442 33.9646 25.83  25.30   2.465   1.704  7.82   -65.7   1.1   0.2     6.8   90.4   8.42    12.4
2019/12/24 13:43:14 11.42  39662  29375 34.0425 25.78  25.25   2.506   1.732  7.83   -66.1   1.1   0.2     7.4   90.3   8.40    12.5
2019/12/24 13:49:14 11.40  39703  29393 34.0222 25.81  25.27   2.531   1.749  7.83   -66.2   1.4   0.3     9.6   90.2   8.40    12.4
2019/12/24 13:55:14 11.42  39798  29478 33.9236 25.87  25.34   2.579   1.782  7.83   -66.2   1.6   0.4     8.7   90.7   8.44    12.5
2019/12/24 14:01:14 11.47  39986  29652 33.7247 25.99  25.47   2.634   1.820  7.83   -66.0   1.5   0.3     8.7   90.6   8.42    12.5
2019/12/24 14:07:14 11.46  39952  29617 33.7647 25.97  25.45   2.684   1.855  7.83   -66.0   1.5   0.3     7.8   90.7   8.43    12.5
2019/12/24 14:13:14 11.50  40142  29791 33.5672 26.09  25.59   2.743   1.896  7.83   -66.0   1.0   0.2     9.0   90.9   8.43    12.4
2019/12/24 14:19:14 11.59  40574  30180 33.1343 26.37  25.89   2.796   1.932  7.83   -66.3   1.9   0.4    14.2   91.1   8.42    12.3
2019/12/24 14:25:14 11.64  40743  30345 32.9547 26.48  26.01   2.839   1.961  7.83   -66.3   1.5   0.3     9.5   91.1   8.40    12.5
2019/12/24 14:31:14 11.43  39906  29564 33.8244 25.94  25.42   2.893   1.999  7.83   -66.2   1.0   0.2     7.2   90.7   8.43    12.5
2019/12/24 14:37:13 11.45  39996  29648 33.7286 26.00  25.48   2.952   2.040  7.83   -66.2   1.4   0.3     7.2   90.5   8.41    12.4
2019/12/24 14:43:14 11.42  39831  29500 33.8983 25.89  25.36   2.998   2.072  7.83   -66.2   2.3   0.5     7.9   90.8   8.45    12.5
2019/12/24 14:49:14 11.38  39710  29378 34.0392 25.81  25.28   3.047   2.106  7.83   -66.2   0.4   0.1     6.7   91.0   8.48    12.5
2019/12/24 14:55:14 11.46  40011  29664 33.7114 26.01  25.49   3.089   2.135  7.83   -66.3   0.6   0.1     7.4   91.2   8.47    12.5
2019/12/24 15:01:14 11.52  40181  29838 33.5139 26.12  25.61   3.148   2.175  7.83   -66.4   1.4   0.3     7.5   91.2   8.45    12.4
2019/12/24 15:07:14 11.55  40261  29919 33.4236 26.17  25.67   3.179   2.196  7.83   -66.5   1.0   0.2     6.9   91.2   8.44    12.5
2019/12/24 15:13:14 11.74  41671  31117 32.1366 27.09  26.67   3.227   2.228  7.84   -67.0   2.5   0.6     9.1   91.5   8.39    12.5
2019/12/24 15:19:13 11.94  43656  32768 30.5180 28.38  28.09   3.271   2.256  7.85   -67.7   1.4   0.3     7.8   92.1   8.33    12.5
2019/12/24 15:25:14 12.05  44762  33689 29.6829 29.10  28.88   3.307   2.280  7.86   -68.3   1.6   0.4     9.1   92.2   8.28    12.5
2019/12/24 15:31:14 12.16  45670  34473 29.0085 29.69  29.54   3.339   2.301  7.87   -68.6   0.8   0.2     9.9   92.5   8.25    12.4
2019/12/24 15:37:14 12.19  45885  34655 28.8556 29.83  29.69   3.382   2.330  7.87   -68.7   1.5   0.3    10.2   92.5   8.24    12.4
2019/12/24 15:43:14 12.20  45967  34730 28.7932 29.88  29.75   3.393   2.337  7.87   -68.8   1.8   0.4    11.6   92.5   8.23    12.5
2019/12/24 15:49:14 12.21  46023  34781 28.7511 29.91  29.79   3.461   2.384  7.87   -69.0   1.5   0.3    10.7   92.7   8.24    12.5
2019/12/24 15:55:14 12.12  45351  34197 29.2421 29.48  29.31   3.513   2.421  7.87   -68.7   1.6   0.4     8.5   92.4   8.26    12.5
2019/12/24 16:01:14 12.03  44652  33594 29.7674 29.02  28.80   3.541   2.441  7.86   -68.4   1.2   0.3     5.4   92.2   8.29    12.3
2019/12/24 16:07:14 12.02  44395  33385 29.9538 28.86  28.62   3.575   2.465  7.86   -68.4   0.5   0.1     6.1   92.3   8.30    12.5
2019/12/24 16:13:14 12.01  44354  33349 29.9862 28.83  28.59   3.619   2.496  7.86   -68.2   0.9   0.2     7.3   92.3   8.31    12.5
2019/12/24 16:19:14 12.02  44437  33420 29.9223 28.88  28.65   3.661   2.524  7.86   -68.2   0.2   0.0     5.9   92.3   8.30    12.4
2019/12/24 16:25:14 12.08  44779  33729 29.6485 29.11  28.89   3.665   2.526  7.87   -68.4   0.0   0.0     5.9   92.2   8.27    12.4
2019/12/24 16:31:14 12.15  45450  34292 29.1613 29.54  29.38   3.722   2.565  7.87   -68.7   1.4   0.3     9.2   92.6   8.27    12.5
2019/12/24 16:37:14 12.22  45982  34757 28.7713 29.89  29.76   3.760   2.590  7.88   -69.0   1.7   0.4    10.1   92.7   8.25    12.5
2019/12/24 16:43:14 12.23  46028  34800 28.7358 29.92  29.80   3.784   2.607  7.88   -69.0   1.4   0.3    10.1   92.7   8.25    12.7
2019/12/24 16:49:14 12.25  46220  34967 28.5986 30.04  29.93   3.832   2.640  7.88   -69.2   1.2   0.3    13.9   92.8   8.24    12.4
2019/12/24 16:55:14 12.27  46345  35073 28.5118 30.12  30.02   3.849   2.651  7.88   -69.3   0.6   0.1    12.2   92.9   8.24    12.4
2019/12/24 17:01:14 12.27  46374  35099 28.4911 30.14  30.05   3.882   2.674  7.88   -69.3   1.0   0.2    13.2   92.9   8.24    12.4
2019/12/24 17:07:14 12.28  46464  35175 28.4294 30.20  30.11   3.901   2.687  7.88   -69.3   1.3   0.3    13.4   92.8   8.23    12.4
2019/12/24 17:13:14 12.27  46384  35105 28.4856 30.15  30.05   3.930   2.707  7.88   -69.3   1.2   0.3    10.5   92.8   8.23    12.4
2019/12/24 17:19:14 12.10  45120  34006 29.4067 29.33  29.14   3.953   2.725  7.87   -68.8   1.5   0.4     9.0   92.6   8.29    12.5
2019/12/24 17:25:14 12.08  44889  33809 29.5783 29.18  28.97   3.963   2.732  7.87   -68.7   1.5   0.4     7.5   92.6   8.30    12.5
2019/12/24 17:31:15 12.12  45137  34030 29.3856 29.34  29.15   3.978   2.742  7.87   -68.5   1.2   0.3     7.9   92.6   8.29    12.5
2019/12/24 17:37:14 12.17  45552  34387 29.0810 29.61  29.45   4.002   2.757  7.87   -68.8   1.3   0.3     7.9   92.3   8.23    12.4
2019/12/24 17:43:14 12.20  45831  34629 28.8776 29.79  29.65   3.987   2.747  7.88   -69.1   1.5   0.4     8.7   92.6   8.25    12.3
2019/12/24 17:49:14 12.25  46205  34952 28.6105 30.03  29.92   3.999   2.755  7.88   -69.2   1.1   0.3     8.8   92.6   8.22    12.4
2019/12/24 17:55:14 12.26  46292  35024 28.5515 30.09  29.99   4.001   2.756  7.88   -69.2   0.6   0.1     7.0   92.5   8.22    12.4
2019/12/24 18:01:14 12.27  46376  35097 28.4927 30.14  30.05   4.005   2.758  7.88   -69.4   0.7   0.2    10.4   92.8   8.24    12.4
2019/12/24 18:07:14 12.26  46308  35039 28.5396 30.10  30.00   4.008   2.761  7.88   -69.4   0.7   0.2     8.7   92.9   8.24    12.5
2019/12/24 18:13:14 12.26  46316  35046 28.5340 30.11  30.00   4.005   2.758  7.88   -69.3   0.8   0.2     8.3   92.8   8.24    12.6
2019/12/24 18:19:14 12.27  46375  35097 28.4927 30.14  30.05   3.995   2.752  7.88   -69.3   0.6   0.1     6.8   92.6   8.22    12.4
2019/12/24 18:25:14 12.27  46397  35116 28.4769 30.16  30.06   3.970   2.734  7.88   -69.4   1.3   0.3     6.9   92.5   8.21    12.4
2019/12/24 18:31:14 12.27  46379  35101 28.4896 30.15  30.05   3.936   2.711  7.88   -69.4   1.8   0.4     8.1   92.8   8.23    12.5
2019/12/24 18:37:14 12.22  45651  34511 28.9765 29.67  29.52   3.929   2.707  7.88   -69.2   0.9   0.2     5.8   93.0   8.28    12.3
2019/12/24 18:43:14 12.26  46202  34960 28.6041 30.03  29.92   3.896   2.683  7.88   -69.3   1.3   0.3     8.3   93.0   8.26    12.4
2019/12/24 18:49:14 12.30  46657  35336 28.2998 30.33  30.25   3.874   2.668  7.89   -69.6   0.5   0.1     8.3   92.8   8.21    12.4
2019/12/24 18:55:14 12.31  46784  35443 28.2140 30.41  30.34   3.836   2.641  7.89   -69.7   1.5   0.3     9.1   92.7   8.20    12.4
2019/12/24 19:01:14 12.31  46773  35433 28.2226 30.40  30.33   3.809   2.623  7.89   -69.6   1.3   0.3     7.5   92.9   8.22    12.4
2019/12/24 19:07:14 12.30  46558  35263 28.3586 30.26  30.18   3.748   2.581  7.88   -69.5   1.5   0.3     7.0   93.0   8.24    12.5
2019/12/24 19:13:14 12.30  46501  35225 28.3892 30.23  30.14   3.706   2.552  7.88   -69.5   1.2   0.3     5.4   93.1   8.25    12.4
2019/12/24 19:19:14 12.31  46732  35408 28.2420 30.38  30.30   3.653   2.515  7.89   -69.6   1.1   0.3     5.7   93.2   8.25    12.4
2019/12/24 19:25:14 12.32  46813  35473 28.1907 30.43  30.36   3.606   2.483  7.89   -69.6   1.3   0.3     6.1   93.1   8.23    12.4
2019/12/24 19:31:14 12.33  47036  35657 28.0448 30.57  30.52   3.560   2.451  7.89   -69.8   1.1   0.2     6.6   93.1   8.22    12.5
2019/12/24 19:37:14 12.34  47144  35748 27.9736 30.64  30.60   3.513   2.419  7.89   -69.6   1.0   0.2     8.6   93.3   8.24    12.5
2019/12/24 19:43:14 12.35  47167  35770 27.9568 30.66  30.62   3.457   2.380  7.89   -69.8   1.6   0.4     6.8   93.3   8.23    12.5
2019/12/24 19:49:15 12.36  47251  35842 27.9004 30.71  30.68   3.401   2.342  7.89   -69.7   0.9   0.2     6.6   93.2   8.22    12.5
2019/12/24 19:55:14 12.35  47122  35732 27.9858 30.63  30.59   3.327   2.291  7.88   -69.6   1.2   0.3     6.7   93.0   8.21    12.5
2019/12/24 20:01:14 12.35  47148  35753 27.9697 30.65  30.61   3.270   2.251  7.89   -69.6   1.3   0.3     6.7   93.3   8.23    12.5
2019/12/24 20:07:14 12.34  47075  35692 28.0172 30.60  30.55   3.182   2.191  7.88   -69.5   1.4   0.3     7.8   93.2   8.23    12.5
2019/12/24 20:13:14 12.34  47063  35684 28.0241 30.59  30.54   3.119   2.148  7.88   -69.3   1.6   0.4    10.8   93.2   8.23    12.5
2019/12/24 20:19:14 12.31  46705  35384 28.2615 30.36  30.29   3.058   2.106  7.88   -69.1   2.0   0.5    18.8   93.1   8.24    12.5
2019/12/24 20:25:14 12.29  46499  35211 28.4003 30.22  30.14   2.985   2.056  7.88   -69.0   2.0   0.5    36.6   93.0   8.25    12.3
2019/12/24 20:31:14 12.29  46453  35174 28.4302 30.19  30.10   2.892   1.992  7.87   -68.9   2.9   0.7    31.0   92.9   8.24    12.5
2019/12/24 20:37:14 12.27  46200  34963 28.6018 30.03  29.92   2.807   1.934  7.87   -68.7   1.7   0.4    23.4   92.8   8.24    12.5
2019/12/24 20:43:14 12.29  46373  35113 28.4793 30.14  30.05   2.725   1.877  7.87   -68.9   3.1   0.7    23.1   93.0   8.25    12.3
2019/12/24 20:49:14 12.23  45662  34521 28.9675 29.68  29.53   2.647   1.824  7.87   -68.7   1.8   0.4    23.6   93.2   8.30    12.4
2019/12/24 20:55:14 12.14  44897  33873 29.5220 29.18  28.98   2.559   1.764  7.87   -68.5   2.2   0.5    18.8   93.0   8.33    12.5
2019/12/24 21:01:13 12.18  45247  34164 29.2705 29.41  29.23   2.485   1.713  7.87   -68.5   1.6   0.4    20.6   93.2   8.33    12.4
2019/12/24 21:07:14 12.07  44100  33206 30.1150 28.66  28.41   2.395   1.652  7.86   -68.2   2.1   0.5    18.8   93.1   8.38    12.4
2019/12/24 21:13:14 12.10  44500  33534 29.8203 28.93  28.70   2.321   1.601  7.86   -68.2   2.3   0.5    20.9   93.1   8.36    12.4
2019/12/24 21:19:14 12.01  43254  32519 30.7517 28.11  27.80   2.245   1.549  7.86   -67.9   2.0   0.5    24.1   93.1   8.42    12.4
2019/12/24 21:25:14 12.05  43427  32686 30.5946 28.23  27.93   2.178   1.502  7.86   -67.9   1.9   0.4    26.9   93.2   8.42    12.5
2019/12/24 21:31:14 11.96  42476  31899 31.3485 27.61  27.25   2.109   1.455  7.85   -67.3   1.7   0.4    27.4   93.1   8.46    12.5
2019/12/24 21:37:14 11.89  41557  31154 32.0983 27.01  26.60   2.047   1.413  7.84   -67.0   2.2   0.5    25.3   93.1   8.51    12.4
2019/12/24 21:43:14 11.91  41429  31075 32.1800 26.93  26.51   1.998   1.380  7.84   -66.9   2.0   0.5    22.2   93.4   8.53    12.5
2019/12/24 21:49:13 11.95  41915  31464 31.7820 27.24  26.85   1.901   1.313  7.84   -66.8   0.8   0.2    15.9   93.3   8.50    12.4
2019/12/24 21:55:14 11.92  42027  31526 31.7195 27.32  26.93   1.838   1.269  7.84   -67.0   1.7   0.4    16.7   93.0   8.48    12.5
2019/12/24 22:01:14 11.93  42222  31683 31.5626 27.44  27.07   1.763   1.217  7.84   -67.0   1.7   0.4    18.5   93.0   8.47    12.5
2019/12/24 22:07:14 11.94  42425  31840 31.4067 27.58  27.21   1.701   1.174  7.84   -67.1   1.9   0.4    18.4   92.9   8.45    12.4
2019/12/24 22:13:14 11.94  42282  31733 31.5130 27.48  27.11   1.628   1.124  7.84   -67.0   1.4   0.3    15.5   93.0   8.47    12.4
2019/12/24 22:19:14 11.94  42222  31691 31.5543 27.44  27.07   1.545   1.066  7.84   -67.0   1.6   0.4    15.0   92.9   8.46    12.4
2019/12/24 22:25:14 11.94  42446  31856 31.3913 27.59  27.23   1.492   1.030  7.84   -66.9   0.6   0.1    16.4   92.7   8.43    12.4
2019/12/24 22:31:14 11.93  42358  31782 31.4646 27.53  27.17   1.421   0.981  7.84   -66.9   1.6   0.4    17.5   92.7   8.43    12.5
2019/12/24 22:37:14 11.92  42216  31667 31.5791 27.44  27.06   1.367   0.943  7.84   -66.8   0.8   0.2    17.1   92.6   8.43    12.3
2019/12/24 22:43:14 11.91  42152  31613 31.6323 27.40  27.02   1.319   0.911  7.84   -66.7   1.1   0.2    16.7   92.6   8.43    12.4
2019/12/24 22:49:14 11.90  42066  31541 31.7052 27.34  26.96   1.242   0.857  7.83   -66.6   1.5   0.3    17.0   92.6   8.44    12.5
2019/12/24 22:55:14 11.88  41840  31354 31.8934 27.20  26.80   1.179   0.814  7.83   -66.5   1.9   0.4    17.3   92.4   8.44    12.5
2019/12/24 23:01:14 11.87  41719  31255 31.9950 27.12  26.71   1.126   0.777  7.83   -66.3   2.0   0.5    17.8   92.4   8.45    12.4
2019/12/24 23:07:15 11.87  41800  31319 31.9292 27.17  26.77   1.059   0.731  7.83   -66.3   2.8   0.6    22.0   92.3   8.43    12.6
2019/12/24 23:13:14 11.86  41670  31210 32.0410 27.09  26.68   1.022   0.706  7.83   -66.3   2.2   0.5    21.9   92.3   8.44    12.4
2019/12/24 23:19:14 11.85  41589  31142 32.1114 27.03  26.62   0.983   0.679  7.83   -66.2   2.4   0.6    23.9   92.1   8.43    12.5
2019/12/24 23:25:14 11.84  41547  31106 32.1482 27.01  26.59   0.936   0.647  7.83   -66.2   2.9   0.7    22.5   92.2   8.44    12.5
2019/12/24 23:31:14 11.83  41368  30960 32.2993 26.89  26.46   0.892   0.616  7.83   -66.1   1.9   0.4    22.6   92.1   8.44    12.5
2019/12/24 23:37:14 11.85  41567  31129 32.1240 27.02  26.60   0.866   0.598  7.83   -66.2   2.1   0.5    27.0   92.0   8.42    12.4
2019/12/24 23:43:14 11.88  41784  31314 31.9346 27.16  26.76   0.833   0.575  7.83   -66.2   2.0   0.5    33.8   91.9   8.39    12.4
2019/12/24 23:49:14 11.88  41741  31280 31.9690 27.13  26.73   0.765   0.528  7.83   -66.1   2.1   0.5    38.8   91.9   8.40    12.5
