"Date","Time","Temp","SpCond","Cond","Resist","Sal","Press","Depth","pH","pH","Turbid+","Chl","Chl","TDS","ODOsat","ODO","Battery"
"Y/M/D","HH:MM:SS","C","uS","uS","Ohm*cm","ppt","psir","meters","","mV","NTU","ug/L","RFU","g/L","%","mg/L","volts"
"2020/07/23","23:13:17",16.85,48766,41171,24.2890,31.89,3.311,2.280,7.88,-84.7,4.7,4.48,1.03,31.69,96.1,7.69,12.5
"2020/07/23","23:19:16",16.94,48639,41155,24.2982,31.80,3.284,2.261,7.88,-84.8,4.0,5.31,1.22,31.61,96.3,7.69,12.5
"2020/07/23","23:25:15",16.75,48883,41182,24.2826,31.98,3.289,2.264,7.89,-85.2,6.0,5.62,1.29,31.77,97.2,7.78,12.4
"2020/07/23","23:31:16",16.74,48910,41194,24.2751,32.00,3.274,2.253,7.89,-85.3,4.2,4.16,0.95,31.79,96.9,7.76,12.4
"2020/07/23","23:37:16",16.69,48973,41200,24.2717,32.04,3.256,2.241,7.90,-85.5,4.8,4.47,1.03,31.83,97.2,7.79,12.4
"2020/07/23","23:43:16",16.60,49100,41224,24.2579,32.13,3.239,2.229,7.90,-85.9,5.0,6.09,1.40,31.91,97.5,7.82,12.4
"2020/07/23","23:49:16",16.55,49169,41233,24.2521,32.18,3.203,2.205,7.91,-86.1,4.2,4.97,1.14,31.96,98.1,7.87,12.5
"2020/07/23","23:55:16",16.52,49219,41246,24.2447,32.22,3.206,2.206,7.91,-86.4,5.4,5.72,1.31,31.99,98.3,7.90,12.4
"2020/07/24","00:01:15",16.53,49217,41253,24.2407,32.22,3.198,2.201,7.91,-86.4,4.7,4.61,1.06,31.99,98.2,7.89,12.3
"2020/07/24","00:07:15",16.50,49268,41265,24.2338,32.25,3.190,2.195,7.92,-86.6,4.2,5.27,1.21,32.02,98.6,7.92,12.6
"2020/07/24","00:13:15",16.45,49345,41290,24.2189,32.31,3.147,2.166,7.92,-87.1,5.1,6.14,1.41,32.07,99.8,8.02,12.6
"2020/07/24","00:19:15",16.46,49371,41315,24.2040,32.33,3.121,2.147,7.93,-87.4,2.5,6.33,1.45,32.09,100.7,8.09,12.4
"2020/07/24","00:25:15",16.44,49403,41322,24.2000,32.35,3.082,2.121,7.93,-87.5,2.3,5.10,1.17,32.11,101.0,8.12,12.5
"2020/07/24","00:31:15",16.43,49419,41328,24.1966,32.36,3.069,2.112,7.94,-87.7,2.4,6.31,1.45,32.12,101.2,8.14,12.4
"2020/07/24","00:37:16",16.44,49399,41321,24.2006,32.35,3.014,2.074,7.93,-87.5,2.5,6.35,1.46,32.10,100.7,8.09,12.4
"2020/07/24","00:43:16",16.46,49354,41305,24.2103,32.32,2.986,2.055,7.93,-87.2,4.8,6.51,1.49,32.08,99.4,7.99,12.4
"2020/07/24","00:49:15",16.45,49352,41294,24.2166,32.32,2.917,2.007,7.93,-87.2,4.0,5.05,1.16,32.07,98.9,7.95,12.6
"2020/07/24","00:55:15",16.47,49337,41296,24.2154,32.30,2.906,2.000,7.93,-87.3,2.9,5.01,1.15,32.06,99.5,7.99,12.5
"2020/07/24","01:01:15",16.47,49331,41293,24.2172,32.30,2.855,1.965,7.93,-87.3,2.6,6.82,1.57,32.06,99.4,7.99,12.4
"2020/07/24","01:07:15",16.48,49319,41291,24.2183,32.29,2.825,1.944,7.93,-87.2,3.4,5.65,1.30,32.05,99.2,7.97,12.5
"2020/07/24","01:13:15",16.49,49306,41289,24.2194,32.28,2.777,1.911,7.93,-87.2,3.1,6.02,1.38,32.04,99.0,7.95,12.5
"2020/07/24","01:19:16",16.48,49316,41288,24.2200,32.29,2.727,1.877,7.93,-87.2,3.7,5.86,1.35,32.05,98.8,7.94,12.4
"2020/07/24","01:25:16",16.48,49317,41289,24.2194,32.29,2.689,1.850,7.93,-87.3,3.4,5.60,1.28,32.05,99.1,7.97,12.4
"2020/07/24","01:31:15",16.56,49213,41284,24.2223,32.22,2.635,1.814,7.92,-87.0,4.8,5.37,1.24,31.98,98.5,7.90,12.4
"2020/07/24","01:37:15",16.53,49244,41282,24.2235,32.24,2.601,1.790,7.92,-87.1,5.3,4.91,1.12,32.00,98.5,7.90,12.5
"2020/07/24","01:43:15",16.58,49192,41285,24.2217,32.20,2.563,1.764,7.92,-87.0,5.6,3.90,0.90,31.97,98.0,7.86,12.5
"2020/07/24","01:49:15",16.58,49195,41285,24.2217,32.20,2.527,1.740,7.92,-87.0,6.0,5.10,1.17,31.97,98.1,7.87,12.4
"2020/07/24","01:55:16",16.59,49188,41282,24.2235,32.20,2.484,1.709,7.92,-87.0,7.6,4.57,1.05,31.97,98.2,7.88,12.4
"2020/07/24","02:01:15",16.60,49170,41279,24.2252,32.18,2.441,1.680,7.92,-87.0,7.2,4.36,1.00,31.96,97.7,7.84,12.4
"2020/07/24","02:07:15",16.60,49173,41279,24.2252,32.19,2.406,1.656,7.92,-86.9,6.9,4.59,1.05,31.96,97.7,7.83,12.5
"2020/07/24","02:13:16",16.63,49132,41280,24.2246,32.16,2.373,1.633,7.92,-86.9,8.6,4.63,1.06,31.93,97.6,7.82,12.4
"2020/07/24","02:19:16",16.67,49093,41280,24.2246,32.13,2.330,1.604,7.92,-86.9,10.2,4.49,1.03,31.91,97.7,7.83,12.5
"2020/07/24","02:25:16",16.66,49101,41278,24.2257,32.14,2.319,1.596,7.92,-86.9,11.5,4.73,1.09,31.91,97.6,7.82,12.4
"2020/07/24","02:31:15",16.66,49099,41277,24.2263,32.13,2.280,1.569,7.92,-86.9,10.3,4.52,1.04,31.91,97.4,7.81,12.5
"2020/07/24","02:37:15",16.70,49060,41279,24.2252,32.11,2.257,1.554,7.92,-86.8,12.6,4.04,0.93,31.88,97.3,7.79,12.6
"2020/07/24","02:43:15",16.71,49044,41277,24.2263,32.09,2.217,1.526,7.92,-86.8,11.8,4.77,1.09,31.87,97.2,7.78,12.4
"2020/07/24","02:49:15",16.71,49038,41275,24.2275,32.09,2.201,1.515,7.92,-86.8,11.4,4.16,0.96,31.87,97.1,7.77,12.3
"2020/07/24","02:55:16",16.74,49004,41273,24.2286,32.07,2.173,1.496,7.92,-86.7,11.7,3.61,0.83,31.85,96.8,7.75,12.5
"2020/07/24","03:01:16",16.76,48984,41271,24.2303,32.05,2.166,1.491,7.92,-86.6,12.6,3.25,0.74,31.84,96.5,7.73,12.6
"2020/07/24","03:07:16",16.78,48949,41267,24.2326,32.03,2.125,1.463,7.91,-86.4,11.7,2.31,0.53,31.81,96.2,7.70,12.4
"2020/07/24","03:13:15",16.80,48924,41263,24.2349,32.01,2.104,1.448,7.91,-86.4,10.9,4.18,0.96,31.80,95.8,7.66,12.6
"2020/07/24","03:19:15",16.83,48890,41258,24.2378,31.98,2.089,1.438,7.91,-86.4,10.9,3.01,0.69,31.77,95.7,7.65,12.5
"2020/07/24","03:25:15",16.85,48863,41252,24.2412,31.96,2.080,1.432,7.91,-86.3,9.8,3.51,0.80,31.76,95.9,7.67,12.4
"2020/07/24","03:31:15",16.87,48828,41245,24.2452,31.94,2.086,1.436,7.91,-86.4,9.0,3.73,0.85,31.73,95.9,7.66,12.5
"2020/07/24","03:37:15",16.88,48818,41242,24.2470,31.93,2.083,1.434,7.91,-86.2,7.8,2.41,0.55,31.73,95.7,7.65,12.5
"2020/07/24","03:43:15",16.88,48813,41242,24.2470,31.93,2.075,1.428,7.91,-86.2,7.5,3.56,0.82,31.72,95.8,7.65,12.4
