============================================================================================================================
      Date     Time  Temp SpCond   Cond  Resist   TDS    Sal   Depth    pH      pH   Chl   Chl Turbid+ ODOsat    ODO Battery
     y/m/d hh:mm:ss     C  uS/cm  uS/cm  Ohm*cm   g/L    ppt  meters            mV  ug/L   RFU     NTU      %   mg/L   volts
----------------------------------------------------------------------------------------------------------------------------
2019/12/14 08:49:14 12.67  44629  34121 29.3074 29.01  28.81   1.328  7.84   -66.7  -0.1   0.0    15.6   88.9   7.88    12.5
2019/12/14 08:55:14 12.66  44209  33789 29.5954 28.74  28.51   1.336  7.84   -66.8   0.0   0.0    14.4   88.8   7.89    12.4
2019/12/14 09:01:14 12.64  42833  32725 30.5580 27.84  27.53   1.345  7.83   -66.5  -1.4  -0.3     8.7   89.8   8.03    12.4
2019/12/14 09:07:14 12.65  42841  32734 30.5489 27.85  27.53   1.352  7.83   -66.3   0.0   0.0    10.1   90.0   8.05    12.4
2019/12/14 09:13:14 12.67  43282  33087 30.2234 28.13  27.85   1.360  7.83   -66.4   0.2   0.0    12.7   90.1   8.04    12.4
2019/12/14 09:19:14 12.66  43515  33262 30.0646 28.28  28.01   1.367  7.84   -66.6  -0.1   0.0    14.3   90.1   8.03    12.4
2019/12/14 09:25:14 12.66  42807  32720 30.5626 27.82  27.51   1.376  7.83   -66.5   0.4   0.1    13.7   90.2   8.06    12.4
2019/12/14 09:31:14 12.67  43324  33121 30.1922 28.16  27.88   1.383  7.84   -66.5   0.0   0.0    13.0   90.0   8.02    12.3
2019/12/14 09:37:14 12.67  44172  33771 29.6108 28.71  28.48   1.390  7.84   -66.7  -1.1  -0.3    12.1   90.2   8.01    12.5
2019/12/14 09:43:14 12.67  44598  34098 29.3275 28.99  28.79   1.397  7.84   -66.9  -0.9  -0.2    10.1   90.5   8.02    12.5
2019/12/14 09:49:14 12.67  44551  34061 29.3595 28.96  28.75   1.405  7.84   -66.9   0.1   0.0    12.8   89.7   7.95    12.5
2019/12/14 09:55:14 12.67  44294  33865 29.5288 28.79  28.57   1.413  7.84   -66.6   0.0   0.0    11.9   89.9   7.98    12.3
2019/12/14 10:01:14 12.67  44792  34245 29.2012 29.11  28.93   1.420  7.85   -67.2   0.6   0.1    18.0   90.7   8.04    12.4
2019/12/14 10:07:14 12.67  45084  34467 29.0134 29.30  29.14   1.427  7.85   -67.3   0.7   0.2    22.9   90.3   7.99    12.4
2019/12/14 10:13:14 12.67  45449  34746 28.7802 29.54  29.40   1.432  7.86   -67.7   0.2   0.1    19.1   90.9   8.03    12.5
2019/12/14 10:19:14 12.67  45766  34991 28.5786 29.75  29.62   1.439  7.86   -67.9  -0.3  -0.1    16.0   91.8   8.10    12.4
2019/12/14 10:25:14 12.67  45730  34964 28.6010 29.72  29.60   1.445  7.86   -67.9  -0.1   0.0    12.8   91.5   8.07    12.4
2019/12/14 10:31:15 12.67  45784  35005 28.5674 29.76  29.64   1.451  7.86   -67.8   0.1   0.0    13.3   91.6   8.08    12.5
2019/12/14 10:37:14 12.67  45389  34699 28.8191 29.50  29.35   1.457  7.85   -67.5  -0.4  -0.1    14.7   91.4   8.07    12.5
2019/12/14 10:43:14 12.66  45030  34413 29.0587 29.27  29.10   1.463  7.85   -67.5  -1.4  -0.3    10.0   91.1   8.06    12.4
2019/12/14 10:49:14 12.66  45014  34400 29.0694 29.26  29.08   1.469  7.85   -67.4  -0.6  -0.1     8.6   90.2   7.99    12.5
2019/12/14 10:55:14 12.66  45088  34463 29.0167 29.31  29.14   1.473  7.85   -67.3  -0.8  -0.2    10.1   90.7   8.02    12.4
2019/12/14 11:01:14 12.67  45146  34511 28.9765 29.34  29.18   1.478  7.85   -67.2  -0.2  -0.1     7.8   90.8   8.04    12.3
2019/12/14 11:07:14 12.67  45222  34571 28.9257 29.39  29.23   1.483  7.85   -67.4  -0.9  -0.2     8.4   90.9   8.04    12.4
2019/12/14 11:13:14 12.67  45173  34534 28.9568 29.36  29.20   1.488  7.85   -67.4  -1.1  -0.3     6.7   90.4   7.99    12.4
2019/12/14 11:19:14 12.67  45187  34544 28.9486 29.37  29.21   1.492  7.85   -67.3  -0.8  -0.2     6.8   90.7   8.02    12.4
2019/12/14 11:25:14 12.67  45181  34540 28.9519 29.37  29.20   1.496  7.85   -67.5  -0.2   0.0     7.1   90.5   8.01    12.4
2019/12/14 11:31:14 12.67  45375  34689 28.8272 29.49  29.34   1.501  7.85   -67.6  -0.5  -0.1     6.8   90.5   8.00    12.4
2019/12/14 11:37:14 12.67  45610  34872 28.6762 29.65  29.51   1.504  7.86   -67.7   0.4   0.1     6.3   91.0   8.03    12.4
2019/12/14 11:43:14 12.67  45653  34905 28.6490 29.67  29.54   1.508  7.86   -67.9  -0.1   0.0     6.5   91.3   8.05    12.4
2019/12/14 11:49:14 12.67  45533  34808 28.7293 29.60  29.46   1.511  7.86   -67.8  -0.7  -0.2     6.4   90.4   7.99    12.4
2019/12/14 11:55:14 12.67  45754  34983 28.5850 29.74  29.62   1.514  7.86   -67.9  -0.2  -0.1     6.7   91.4   8.06    12.5
2019/12/14 12:01:14 12.68  46091  35243 28.3743 29.96  29.86   1.517  7.86   -68.0  -0.8  -0.2     6.9   91.6   8.07    12.4
2019/12/14 12:07:14 12.68  46348  35443 28.2140 30.13  30.04   1.519  7.87   -68.4  -0.2   0.0     6.2   91.4   8.04    12.4
2019/12/14 12:13:14 12.68  46412  35493 28.1744 30.17  30.09   1.521  7.87   -68.5  -0.6  -0.1     6.0   91.7   8.06    12.4
2019/12/14 12:19:14 12.68  46446  35520 28.1535 30.19  30.11   1.523  7.87   -68.3   0.1   0.0     5.6   92.1   8.09    12.5
2019/12/14 12:25:14 12.68  46478  35542 28.1357 30.21  30.14   1.525  7.87   -68.6  -0.1   0.0     6.0   91.7   8.06    12.4
2019/12/14 12:31:14 12.67  46383  35464 28.1977 30.15  30.07   1.527  7.87   -68.5   0.2   0.1     5.0   91.7   8.06    12.3
2019/12/14 12:37:14 12.67  46358  35442 28.2148 30.13  30.05   1.528  7.87   -68.7  -0.4  -0.1    10.9   93.0   8.18    12.4
2019/12/14 12:43:14 12.68  46458  35527 28.1473 30.20  30.12   1.529  7.87   -68.4   0.1   0.0     5.6   92.5   8.13    12.4
2019/12/14 12:49:14 12.68  46475  35542 28.1357 30.21  30.14   1.530  7.87   -68.4  -0.7  -0.2     5.4   91.2   8.02    12.4
2019/12/14 12:55:14 12.68  46388  35475 28.1892 30.15  30.07   1.531  7.87   -68.5  -1.0  -0.2     6.2   91.4   8.04    12.3
2019/12/14 13:01:14 12.68  46387  35474 28.1900 30.15  30.07   1.533  7.87   -68.5  -0.6  -0.1     6.1   91.4   8.03    12.4
2019/12/14 13:07:14 12.68  46423  35503 28.1667 30.18  30.10   1.533  7.87   -68.5  -0.3  -0.1     6.5   92.1   8.10    12.4
2019/12/14 13:13:14 12.68  46290  35398 28.2498 30.09  30.00   1.535  7.87   -68.2   0.0   0.0     6.9   91.6   8.06    12.5
2019/12/14 13:19:14 12.68  46277  35388 28.2584 30.08  29.99   1.535  7.87   -68.3  -0.7  -0.2     6.8   91.2   8.03    12.5
2019/12/14 13:25:14 12.68  46049  35210 28.4011 29.93  29.83   1.536  7.86   -68.1  -0.5  -0.1     7.6   90.8   7.99    12.5
2019/12/14 13:31:14 12.67  46002  35166 28.4365 29.90  29.79   1.536  7.86   -67.9  -1.4  -0.3     8.0   90.9   8.01    12.5
2019/12/14 13:37:14 12.67  46057  35213 28.3987 29.94  29.83   1.537  7.86   -68.1  -0.1   0.0     7.3   90.9   8.01    12.5
2019/12/14 13:43:14 12.65  45465  34736 28.7883 29.55  29.41   1.538  7.86   -67.7   0.0   0.0    10.6   90.8   8.02    12.5
2019/12/14 13:49:14 12.65  45500  34765 28.7649 29.57  29.43   1.538  7.85   -67.6   0.2   0.0    24.5   91.2   8.06    12.5
2019/12/14 13:55:14 12.66  45651  34888 28.6634 29.67  29.54   1.538  7.86   -67.9  -0.2  -0.1    14.1   90.6   8.00    12.4
2019/12/14 14:01:14 12.62  44967  34333 29.1265 29.23  29.05   1.540  7.86   -67.7  -0.6  -0.1    12.0   90.0   7.98    12.4
2019/12/14 14:07:14 12.62  44895  34280 29.1713 29.18  29.00   1.540  7.85   -67.2  -1.2  -0.3    10.4   89.2   7.91    12.4
2019/12/14 14:13:14 12.61  44508  33979 29.4304 28.93  28.72   1.542  7.85   -67.1  -0.7  -0.2    11.7   89.3   7.93    12.4
2019/12/14 14:19:14 12.60  44238  33757 29.6236 28.75  28.53   1.543  7.85   -67.1  -0.2  -0.1    11.7   89.7   7.98    12.4
2019/12/14 14:25:14 12.49  41618  31671 31.5742 27.05  26.66   1.548  7.83   -66.3  -0.2  -0.1     9.8   90.2   8.13    12.4
2019/12/14 14:31:14 12.57  43327  33039 30.2672 28.16  27.88   1.545  7.84   -66.5  -0.1   0.0    10.5   89.9   8.04    12.5
2019/12/14 14:37:14 12.59  43589  33258 30.0681 28.33  28.06   1.545  7.84   -66.7   0.3   0.1    16.0   90.2   8.05    12.4
2019/12/14 14:43:14 12.50  41968  31947 31.3016 27.28  26.91   1.549  7.83   -66.2  -0.7  -0.2    12.8   90.8   8.18    12.4
2019/12/14 14:49:14 12.46  41227  31349 31.8993 26.80  26.38   1.551  7.83   -66.2  -0.2  -0.1    10.8   89.7   8.12    12.5
2019/12/14 14:55:14 12.46  41365  31459 31.7874 26.89  26.48   1.552  7.83   -66.1  -0.5  -0.1    11.4   90.8   8.20    12.3
2019/12/14 15:01:14 12.50  42132  32073 31.1786 27.39  27.03   1.550  7.83   -66.1  -0.2  -0.1    10.9   89.1   8.02    12.4
2019/12/14 15:07:14 12.52  42315  32227 31.0303 27.50  27.16   1.551  7.83   -66.1   0.3   0.1    10.2   89.5   8.04    12.5
2019/12/14 15:13:14 12.51  42027  31998 31.2524 27.32  26.95   1.553  7.83   -66.1  -0.8  -0.2    11.5   89.4   8.05    12.4
2019/12/14 15:19:14 12.50  41859  31866 31.3812 27.21  26.83   1.555  7.83   -66.0  -0.5  -0.1    10.2   89.9   8.10    12.4
2019/12/14 15:25:14 12.48  41849  31845 31.4019 27.20  26.82   1.558  7.83   -66.0  -1.1  -0.2    10.9   89.7   8.08    12.4
2019/12/14 15:31:14 12.45  41511  31559 31.6871 26.98  26.58   1.560  7.82   -65.8   0.6   0.1    12.0   90.5   8.17    12.4
2019/12/14 15:37:14 12.45  41637  31655 31.5908 27.06  26.67   1.563  7.82   -65.7  -0.1   0.0     9.5   89.7   8.10    12.5
2019/12/14 15:43:14 12.42  41049  31188 32.0631 26.68  26.26   1.566  7.82   -65.7  -0.8  -0.2     8.6   89.8   8.13    12.4
2019/12/14 15:49:14 12.41  40961  31109 32.1452 26.62  26.19   1.568  7.82   -65.8  -0.3  -0.1     9.4   90.2   8.18    12.4
2019/12/14 15:55:14 12.43  41381  31446 31.8007 26.90  26.49   1.570  7.83   -66.0  -0.8  -0.2     9.7   90.7   8.20    12.5
2019/12/14 16:01:14 12.46  41600  31632 31.6132 27.04  26.65   1.572  7.82   -65.9  -0.7  -0.2     9.8   90.6   8.18    12.4
2019/12/14 16:07:14 12.46  41565  31610 31.6352 27.02  26.62   1.577  7.82   -65.9  -0.7  -0.2    10.8   90.4   8.17    12.5
2019/12/14 16:13:14 12.43  41274  31365 31.8824 26.83  26.42   1.581  7.82   -65.9   0.0   0.0     8.7   90.5   8.19    12.4
2019/12/14 16:19:14 12.44  41420  31480 31.7657 26.92  26.52   1.586  7.83   -66.0  -0.7  -0.2    10.0   90.6   8.19    12.4
2019/12/14 16:25:14 12.45  41600  31627 31.6186 27.04  26.65   1.589  7.83   -65.9  -0.6  -0.1    10.4   90.4   8.16    12.4
2019/12/14 16:31:14 12.49  42033  31988 31.2619 27.32  26.95   1.592  7.83   -66.1  -0.5  -0.1     8.9   90.3   8.13    12.3
2019/12/14 16:37:14 12.51  42295  32201 31.0548 27.49  27.14   1.597  7.83   -66.0  -0.1   0.0     8.4   90.3   8.12    12.4
2019/12/14 16:43:14 12.46  41438  31509 31.7372 26.93  26.53   1.604  7.82   -65.7  -0.8  -0.2     7.5   90.1   8.13    12.4
2019/12/14 16:49:14 12.49  41646  31693 31.5528 27.07  26.68   1.609  7.83   -66.1   0.1   0.0     8.1   90.7   8.18    12.5
2019/12/14 16:55:14 12.48  41539  31603 31.6430 27.00  26.60   1.615  7.82   -65.9  -0.6  -0.1     7.8   90.7   8.19    12.4
2019/12/14 17:01:13 12.48  41588  31642 31.6035 27.03  26.64   1.621  7.83   -66.0  -1.2  -0.3     8.6   90.5   8.17    12.4
2019/12/14 17:07:13 12.48  41617  31665 31.5811 27.05  26.66   1.627  7.83   -66.0  -0.8  -0.2     6.9   90.4   8.16    12.4
2019/12/14 17:13:13 12.47  41416  31501 31.7446 26.92  26.52   1.632  7.82   -65.8   0.0   0.0     6.8   90.1   8.14    12.5
2019/12/14 17:19:13 12.51  41767  31806 31.4409 27.15  26.77   1.638  7.83   -66.3  -0.5  -0.1     6.6   89.8   8.09    12.5
2019/12/14 17:25:13 12.54  42493  32380 30.8834 27.62  27.28   1.643  7.83   -66.1  -0.5  -0.1     7.4   89.6   8.04    12.5
2019/12/14 17:31:13 12.56  42625  32499 30.7702 27.71  27.38   1.649  7.83   -66.3  -0.9  -0.2     6.8   90.0   8.07    12.4
2019/12/14 17:37:13 12.55  42491  32388 30.8759 27.62  27.28   1.657  7.83   -66.2  -0.8  -0.2     7.0   90.4   8.11    12.4
2019/12/14 17:43:14 12.55  42533  32419 30.8462 27.65  27.31   1.664  7.83   -66.1  -0.2   0.0     6.2   90.1   8.08    12.4
2019/12/14 17:49:13 12.53  42244  32186 31.0698 27.46  27.11   1.673  7.83   -66.2  -1.1  -0.3     6.1   90.2   8.11    12.5
2019/12/14 17:55:13 12.52  42179  32128 31.1256 27.42  27.06   1.681  7.83   -66.4  -1.2  -0.3     6.4   90.8   8.16    12.4
2019/12/14 18:01:14 12.53  42370  32280 30.9787 27.54  27.20   1.688  7.83   -66.3  -0.5  -0.1     7.1   90.5   8.13    12.5
2019/12/14 18:07:14 12.53  42253  32188 31.0670 27.46  27.11   1.695  7.83   -66.2  -0.4  -0.1     8.2   91.0   8.18    12.4
2019/12/14 18:13:13 12.53  42353  32264 30.9946 27.53  27.18   1.704  7.83   -66.3  -0.8  -0.2     6.4   90.7   8.15    12.4
2019/12/14 18:19:14 12.53  42750  32570 30.7028 27.79  27.47   1.711  7.83   -66.5   0.0   0.0     7.9   90.9   8.15    12.5
2019/12/14 18:25:14 12.54  42928  32714 30.5681 27.90  27.59   1.719  7.84   -66.8  -1.7  -0.4     6.8   90.7   8.13    12.4
2019/12/14 18:31:14 12.54  43001  32767 30.5189 27.95  27.64   1.727  7.84   -66.5  -1.4  -0.3     5.7   90.5   8.11    12.5
2019/12/14 18:37:14 12.57  44405  33858 29.5348 28.86  28.65   1.733  7.85   -67.2  -1.5  -0.3     5.4   91.2   8.11    12.5
2019/12/14 18:43:14 12.55  43948  33497 29.8534 28.57  28.32   1.742  7.85   -67.4  -0.9  -0.2     5.7   91.7   8.18    12.5
2019/12/14 18:49:14 12.57  44810  34171 29.2647 29.13  28.94   1.749  7.86   -67.7  -0.3  -0.1     6.2   92.2   8.18    12.5
2019/12/14 18:55:14 12.58  44992  34319 29.1381 29.24  29.07   1.757  7.86   -67.7  -0.4  -0.1     5.0   92.0   8.16    12.5
2019/12/14 19:01:14 12.59  45096  34407 29.0637 29.31  29.14   1.765  7.86   -67.7  -1.0  -0.2     5.5   91.9   8.14    12.5
2019/12/14 19:07:14 12.61  45338  34608 28.8947 29.47  29.32   1.773  7.86   -68.1  -1.0  -0.2     5.7   92.3   8.16    12.4
2019/12/14 19:13:14 12.63  45819  34991 28.5786 29.78  29.66   1.779  7.86   -68.2  -0.8  -0.2     7.3   92.0   8.12    12.4
2019/12/14 19:19:14 12.63  45934  35085 28.5022 29.86  29.74   1.788  7.87   -68.3  -0.7  -0.2     7.0   91.9   8.11    12.3
2019/12/14 19:25:14 12.64  45993  35133 28.4634 29.90  29.79   1.797  7.87   -68.3   0.0   0.0     7.9   91.9   8.10    12.4
2019/12/14 19:31:14 12.64  45904  35065 28.5181 29.84  29.72   1.806  7.87   -68.3  -0.8  -0.2     7.7   92.1   8.12    12.5
2019/12/14 19:37:14 12.65  45682  34908 28.6466 29.69  29.56   1.814  7.87   -68.2  -1.1  -0.3     6.6   92.3   8.15    12.5
2019/12/14 19:43:14 12.66  45485  34766 28.7640 29.57  29.42   1.823  7.87   -68.2  -0.8  -0.2     5.4   92.4   8.17    12.5
2019/12/14 19:49:14 12.66  45577  34833 28.7084 29.62  29.49   1.832  7.87   -68.2  -0.8  -0.2     5.4   92.3   8.15    12.4
2019/12/14 19:55:14 12.66  45525  34794 28.7406 29.59  29.45   1.840  7.87   -68.2  -1.1  -0.3     6.6   92.8   8.19    12.4
2019/12/14 20:01:14 12.66  45524  34793 28.7414 29.59  29.45   1.850  7.87   -68.3  -0.8  -0.2     7.0   92.2   8.15    12.4
2019/12/14 20:07:14 12.68  45179  34548 28.9454 29.37  29.20   1.857  7.87   -68.4  -0.8  -0.2     8.9   93.1   8.23    12.5
2019/12/14 20:13:14 12.68  45088  34482 29.0003 29.31  29.14   1.866  7.87   -68.3   0.5   0.1     6.2   93.3   8.25    12.5
2019/12/14 20:19:14 12.68  45174  34543 28.9494 29.36  29.20   1.874  7.86   -68.0  -0.9  -0.2     6.1   92.6   8.19    12.5
2019/12/14 20:25:14 12.67  45280  34618 28.8866 29.43  29.28   1.881  7.87   -68.3  -0.7  -0.2     5.4   92.7   8.19    12.5
2019/12/14 20:31:14 12.67  45093  34478 29.0044 29.31  29.14   1.888  7.86   -68.2  -0.7  -0.2     6.8   92.5   8.18    12.4
2019/12/14 20:37:14 12.66  45562  34824 28.7156 29.62  29.48   1.895  7.86   -68.1  -0.9  -0.2     6.1   92.3   8.15    12.4
2019/12/14 20:43:14 12.68  45715  34961 28.6033 29.71  29.59   1.901  7.87   -68.4  -0.5  -0.1     7.2   92.2   8.13    12.3
2019/12/14 20:49:14 12.69  45872  35084 28.5030 29.82  29.70   1.907  7.87   -68.4  -1.0  -0.2     6.8   92.9   8.19    12.4
2019/12/14 20:55:14 12.69  45749  34994 28.5762 29.74  29.61   1.913  7.87   -68.4  -1.2  -0.3     7.0   92.5   8.16    12.4
2019/12/14 21:01:14 12.70  45659  34928 28.6305 29.68  29.55   1.918  7.87   -68.4  -0.7  -0.2     7.3   92.8   8.19    12.4
2019/12/14 21:07:14 12.67  46015  35182 28.4239 29.91  29.80   1.925  7.87   -68.2  -0.4  -0.1     7.7   92.9   8.18    12.5
2019/12/14 21:13:14 12.68  46087  35239 28.3774 29.96  29.86   1.928  7.87   -68.4  -1.2  -0.3     8.7   92.8   8.17    12.5
2019/12/14 21:19:14 12.69  46035  35215 28.3971 29.92  29.82   1.934  7.87   -68.5  -0.2  -0.1     6.3   92.5   8.15    12.3
2019/12/14 21:25:14 12.70  46009  35196 28.4121 29.91  29.80   1.936  7.87   -68.3  -1.2  -0.3     5.7   92.6   8.15    12.3
2019/12/14 21:31:14 12.69  46200  35339 28.2975 30.03  29.94   1.941  7.87   -68.5  -0.4  -0.1     8.1   92.6   8.15    12.5
2019/12/14 21:37:14 12.70  46229  35367 28.2748 30.05  29.96   1.943  7.87   -68.6  -1.1  -0.3     7.3   92.3   8.12    12.5
2019/12/14 21:43:14 12.70  46598  35646 28.0533 30.29  30.22   1.947  7.88   -68.8  -0.5  -0.1     9.3   92.8   8.15    12.3
2019/12/14 21:49:14 12.70  46889  35872 27.8768 30.48  30.43   1.949  7.88   -69.1  -0.9  -0.2     8.5   93.2   8.17    12.4
2019/12/14 21:55:14 12.70  47071  36015 27.7665 30.60  30.57   1.952  7.88   -69.3  -0.2   0.0    10.6   93.0   8.15    12.4
2019/12/14 22:01:14 12.70  47185  36104 27.6981 30.67  30.65   1.952  7.89   -69.4  -0.8  -0.2    11.3   93.2   8.17    12.4
2019/12/14 22:07:14 12.71  47215  36131 27.6772 30.69  30.67   1.954  7.89   -69.5  -0.9  -0.2    10.0   93.1   8.15    12.7
2019/12/14 22:13:14 12.71  47202  36120 27.6854 30.68  30.66   1.954  7.89   -69.5  -1.2  -0.3     7.3   93.1   8.15    12.4
2019/12/14 22:19:14 12.70  47153  36078 27.7176 30.65  30.62   1.955  7.89   -69.4  -0.3  -0.1     6.8   92.5   8.11    12.5
2019/12/14 22:25:14 12.70  47013  35972 27.7996 30.56  30.52   1.955  7.88   -69.3  -0.2  -0.1     7.9   92.6   8.12    12.4
2019/12/14 22:31:14 12.70  46966  35936 27.8276 30.53  30.49   1.954  7.88   -69.2  -0.8  -0.2     9.1   92.7   8.13    12.4
2019/12/14 22:37:14 12.70  47063  36009 27.7710 30.59  30.56   1.954  7.88   -69.3  -0.7  -0.2     9.5   92.7   8.12    12.4
2019/12/14 22:43:14 12.71  46733  35764 27.9613 30.38  30.32   1.952  7.88   -69.3  -0.9  -0.2    11.1   92.8   8.14    12.5
2019/12/14 22:49:14 12.71  46857  35854 27.8905 30.46  30.41   1.949  7.88   -69.2  -0.3  -0.1    14.0   92.9   8.15    12.5
2019/12/14 22:55:14 12.72  46479  35575 28.1095 30.21  30.14   1.946  7.88   -69.0  -1.0  -0.2    16.1   92.6   8.13    12.4
2019/12/14 23:01:14 12.72  46385  35507 28.1636 30.15  30.07   1.944  7.88   -69.0  -0.3  -0.1    19.5   92.7   8.15    12.4
2019/12/14 23:07:14 12.72  46292  35434 28.2218 30.09  30.00   1.940  7.88   -68.8  -1.0  -0.2    20.1   92.5   8.14    12.3
2019/12/14 23:13:14 12.73  45962  35190 28.4168 29.88  29.77   1.937  7.87   -68.6   0.5   0.1    20.4   92.1   8.11    12.3
2019/12/14 23:19:14 12.76  45207  34639 28.8695 29.38  29.23   1.933  7.87   -68.4   0.4   0.1    23.1   93.1   8.22    12.4
2019/12/14 23:25:14 12.77  44587  34174 29.2622 28.98  28.78   1.929  7.87   -68.4   0.4   0.1    28.0   93.5   8.27    12.4
2019/12/14 23:31:14 12.76  44933  34425 29.0488 29.21  29.03   1.925  7.87   -68.4  -0.2  -0.1    25.6   93.2   8.24    12.5
2019/12/14 23:37:14 12.75  44573  34141 29.2906 28.97  28.77   1.921  7.86   -68.1  -0.1   0.0    23.7   93.2   8.25    12.7
2019/12/14 23:43:14 12.74  44206  33858 29.5348 28.73  28.51   1.916  7.86   -68.2   0.5   0.1    27.5   93.7   8.31    12.4
2019/12/14 23:49:14 12.75  43706  33477 29.8716 28.41  28.15   1.911  7.86   -67.9   0.7   0.2    24.2   93.9   8.34    12.5
2019/12/14 23:55:14 12.75  42649  32671 30.6083 27.72  27.40   1.906  7.86   -67.8   0.7   0.2    31.0   93.9   8.39    12.4
2019/12/15 00:01:14 12.74  43046  32968 30.3326 27.98  27.68   1.897  7.86   -67.7  -0.3  -0.1    34.5   93.9   8.37    12.3
2019/12/15 00:07:14 12.73  42487  32533 30.7378 27.62  27.28   1.889  7.86   -67.7  -0.4  -0.1    29.9   93.7   8.37    12.4
2019/12/15 00:13:14 12.72  42352  32422 30.8434 27.53  27.19   1.881  7.85   -67.5   0.0   0.0    37.7   94.0   8.41    12.4
2019/12/15 00:19:14 12.72  42225  32321 30.9394 27.45  27.10   1.872  7.85   -67.3  -0.8  -0.2    29.1   93.8   8.40    12.4
2019/12/15 00:25:14 12.71  42180  32282 30.9768 27.42  27.07   1.863  7.85   -67.2   0.2   0.1    22.9   93.8   8.40    12.5
2019/12/15 00:31:14 12.71  42528  32548 30.7240 27.64  27.31   1.853  7.85   -67.1   0.0   0.0    24.7   93.2   8.34    12.5
2019/12/15 00:37:14 12.71  42591  32594 30.6807 27.68  27.36   1.841  7.84   -67.0   1.0   0.2    32.4   93.3   8.34    12.5
2019/12/15 00:43:14 12.70  42783  32734 30.5489 27.81  27.49   1.818  7.84   -67.0  -0.3  -0.1    21.6   93.2   8.32    12.5
2019/12/15 00:49:14 12.70  42824  32765 30.5207 27.84  27.52   1.793  7.84   -66.9   0.2   0.0    22.8   93.0   8.30    12.5
2019/12/15 00:55:14 12.70  42914  32828 30.4617 27.89  27.59   1.767  7.84   -67.0  -0.3  -0.1    20.5   92.8   8.29    12.4
2019/12/15 01:01:14 12.69  42982  32878 30.4155 27.94  27.64   1.742  7.84   -67.0   0.2   0.0    20.0   93.0   8.30    12.4
2019/12/15 01:07:14 12.68  43044  32919 30.3776 27.98  27.68   1.715  7.84   -66.9  -0.6  -0.1    18.6   92.7   8.28    12.6
2019/12/15 01:13:14 12.68  43066  32935 30.3632 27.99  27.70   1.688  7.84   -66.8  -0.2   0.0    19.8   92.9   8.29    12.5
2019/12/15 01:19:14 12.68  43073  32936 30.3623 28.00  27.70   1.660  7.84   -66.8  -0.2   0.0    18.0   92.6   8.26    12.6
2019/12/15 01:25:14 12.67  43017  32889 30.4056 27.96  27.66   1.632  7.84   -66.8  -0.2   0.0    18.9   92.7   8.27    12.4
2019/12/15 01:31:15 12.67  42913  32807 30.4816 27.89  27.59   1.605  7.84   -66.8   0.0   0.0    18.6   92.7   8.28    12.7
2019/12/15 01:37:14 12.66  42732  32660 30.6183 27.78  27.46   1.579  7.84   -66.7  -0.6  -0.1    18.0   92.8   8.30    12.4
2019/12/15 01:43:14 12.65  42475  32458 30.8090 27.61  27.27   1.552  7.84   -66.7  -0.3  -0.1    18.0   92.8   8.31    12.5
2019/12/15 01:49:14 12.65  42220  32259 30.9993 27.44  27.09   1.524  7.84   -67.1  -1.1  -0.3    19.0   92.8   8.32    12.5
2019/12/15 01:55:14 12.64  42157  32207 31.0491 27.40  27.05   1.500  7.84   -66.8  -0.3  -0.1    19.1   92.9   8.33    12.5
2019/12/15 02:01:14 12.64  42222  32252 31.0059 27.44  27.09   1.474  7.84   -66.9   0.2   0.0    18.7   92.9   8.33    12.4
2019/12/15 02:07:14 12.64  42171  32217 31.0397 27.41  27.06   1.448  7.84   -66.8   0.5   0.1    19.9   92.9   8.33    12.5
