"Date","Time","Temp","SpCond","Cond","Resist","Sal","Press","Depth","pH","pH","Turbid+","Chl","Chl","TDS","ODOsat","ODO","Battery"
"Y/M/D","HH:MM:SS","C","uS","uS","Ohm*cm","ppt","psir","meters","","mV","NTU","ug/L","RFU","g/L","%","mg/L","volts"
"2020/08/20","02:49:13",20.88,44864,41333,24.1937,29.06,2.149,1.484,7.86,-83.5,4.9,6.95,1.59,29.16,93.8,7.07,12.4
"2020/08/20","02:55:14",20.87,44877,41339,24.1903,29.07,2.157,1.489,7.85,-83.3,5.0,7.68,1.76,29.17,93.3,7.04,12.4
"2020/08/20","03:01:14",20.84,44931,41364,24.1754,29.11,2.195,1.516,7.86,-83.4,4.5,8.63,1.98,29.20,93.7,7.06,12.5
"2020/08/20","03:07:14",20.83,44937,41361,24.1771,29.12,2.220,1.533,7.86,-83.4,4.4,8.49,1.95,29.20,93.7,7.07,12.3
"2020/08/20","03:13:14",20.82,44971,41378,24.1674,29.14,2.256,1.558,7.86,-83.7,4.5,9.42,2.16,29.23,94.6,7.13,12.7
"2020/08/20","03:19:14",20.70,45102,41396,24.1566,29.24,2.297,1.586,7.85,-83.1,4.3,7.76,1.78,29.31,92.7,7.00,12.4
"2020/08/20","03:25:14",20.78,45003,41372,24.1709,29.16,2.324,1.605,7.85,-83.1,4.2,8.85,2.03,29.25,92.4,6.97,12.4
"2020/08/20","03:31:14",20.77,45014,41376,24.1686,29.17,2.375,1.640,7.86,-83.4,4.2,8.93,2.05,29.25,93.1,7.03,12.4
"2020/08/20","03:37:15",20.81,44962,41361,24.1771,29.13,2.416,1.668,7.86,-83.6,4.2,8.61,1.98,29.22,93.6,7.06,12.5
"2020/08/20","03:43:14",20.69,45102,41391,24.1600,29.24,2.449,1.691,7.85,-83.3,4.7,8.43,1.94,29.31,92.8,7.01,12.4
"2020/08/20","03:49:14",20.73,45050,41378,24.1674,29.20,2.489,1.718,7.85,-83.3,3.9,8.53,1.96,29.28,92.5,6.99,12.4
"2020/08/20","03:55:14",20.77,44983,41349,24.1846,29.15,2.535,1.751,7.86,-83.6,3.8,8.29,1.91,29.23,93.4,7.05,12.4
"2020/08/20","04:01:14",20.74,45028,41367,24.1737,29.18,2.577,1.779,7.85,-83.3,4.3,8.56,1.97,29.26,92.5,6.99,12.4
"2020/08/20","04:07:14",20.75,45011,41354,24.1817,29.17,2.625,1.813,7.85,-83.2,4.5,8.00,1.84,29.25,92.2,6.96,12.5
"2020/08/20","04:13:14",20.75,44994,41340,24.1897,29.16,2.680,1.851,7.85,-83.2,3.9,8.10,1.86,29.24,92.1,6.95,12.4
"2020/08/20","04:19:14",20.71,45037,41349,24.1846,29.19,2.731,1.885,7.85,-83.3,4.1,8.18,1.88,29.27,92.6,7.00,12.3
"2020/08/20","04:25:14",20.66,45114,41375,24.1691,29.24,2.787,1.924,7.85,-83.1,3.7,7.65,1.76,29.32,91.9,6.95,12.4
"2020/08/20","04:31:15",20.66,45118,41376,24.1686,29.25,2.843,1.963,7.85,-83.3,3.4,8.09,1.86,29.32,92.1,6.96,12.5
"2020/08/20","04:37:14",20.68,45069,41349,24.1846,29.21,2.888,1.994,7.86,-83.7,3.7,8.91,2.04,29.29,93.5,7.06,12.4
"2020/08/20","04:43:14",20.69,45036,41327,24.1971,29.19,2.936,2.027,7.86,-83.6,3.3,8.61,1.98,29.27,92.9,7.02,12.5
"2020/08/20","04:49:15",20.65,45064,41318,24.2023,29.21,2.995,2.068,7.86,-83.4,4.1,8.29,1.90,29.29,92.4,6.99,12.5
"2020/08/20","04:55:15",20.59,45117,41313,24.2051,29.25,3.036,2.096,7.85,-83.1,3.9,9.09,2.09,29.32,91.7,6.94,12.6
"2020/08/20","05:01:15",20.55,45180,41338,24.1908,29.29,3.091,2.134,7.85,-82.8,3.4,8.29,1.90,29.36,90.6,6.86,12.7
"2020/08/20","05:07:15",20.52,45248,41377,24.1680,29.34,3.138,2.166,7.84,-82.6,3.3,7.30,1.68,29.41,90.1,6.82,12.5
"2020/08/20","05:13:15",20.42,45443,41468,24.1151,29.48,3.180,2.195,7.85,-82.9,3.1,7.28,1.67,29.53,90.6,6.87,12.5
"2020/08/20","05:19:15",20.37,45534,41507,24.0924,29.55,3.224,2.225,7.85,-82.9,3.4,7.61,1.75,29.59,90.8,6.89,12.4
"2020/08/20","05:25:15",19.05,47396,42007,23.8056,30.91,3.258,2.245,7.84,-82.0,5.1,5.78,1.33,30.80,87.1,6.72,12.3
"2020/08/20","05:31:15",18.65,47810,42015,23.8012,31.21,3.296,2.271,7.83,-81.3,3.8,5.46,1.25,31.07,84.6,6.56,12.5
"2020/08/20","05:37:15",18.12,48487,42115,23.7443,31.70,3.345,2.304,7.82,-81.1,3.4,5.68,1.30,31.51,83.0,6.48,12.5
"2020/08/20","05:43:15",18.34,48207,42079,23.7647,31.50,3.376,2.326,7.82,-81.0,4.0,6.30,1.45,31.33,82.6,6.43,12.4
"2020/08/20","05:49:15",18.34,48200,42067,23.7713,31.49,3.414,2.352,7.82,-80.8,2.8,4.46,1.03,31.33,81.4,6.34,12.3
"2020/08/20","05:55:15",18.25,48276,42055,23.7785,31.55,3.455,2.380,7.82,-80.7,2.5,4.40,1.01,31.37,80.9,6.31,12.5
"2020/08/20","06:01:15",18.39,48089,42015,23.8012,31.41,3.495,2.408,7.82,-80.9,2.5,4.84,1.11,31.25,81.6,6.35,12.5
"2020/08/20","06:07:15",18.21,48355,42086,23.7609,31.60,3.535,2.435,7.83,-81.5,3.1,4.54,1.04,31.43,83.3,6.50,12.4
"2020/08/20","06:13:16",18.14,48406,42063,23.7741,31.64,3.567,2.457,7.83,-81.7,4.5,5.18,1.19,31.46,83.7,6.54,12.4
"2020/08/20","06:19:16",18.01,48545,42066,23.7719,31.74,3.595,2.476,7.83,-81.4,3.6,5.45,1.25,31.55,82.7,6.47,12.4
