"Date","Time","Temp","SpCond","Cond","Resist","TDS","Sal","Press","Depth","pH","pH","Chl","Chl","Turbid+","ODOsat","ODO","Battery"
"Y/M/D","HH:MM:SS","C","uS","uS","Ohm*cm","g/L","ppt","psia","meters","","mV","ug/L","RFU","NTU","%","mg/L","volts"
"2019/11/20","23:19:12",14.01,43171,34108,29.3182,28.06,27.81,15.760,1.071,7.74,-61.5,0.56,0.13,7.9,91.4,7.93,12.4
"2019/11/20","23:25:12",14.00,43185,34109,29.3174,28.07,27.82,15.835,1.123,7.75,-61.7,0.66,0.15,6.5,91.2,7.92,12.4
"2019/11/20","23:31:12",14.00,43207,34126,29.3031,28.08,27.83,15.852,1.134,7.75,-62.1,0.37,0.08,6.2,91.4,7.93,12.5
"2019/11/20","23:37:12",14.00,43183,34111,29.3157,28.06,27.82,15.855,1.137,7.76,-62.4,0.94,0.22,5.1,91.4,7.93,12.4
"2019/11/20","23:43:12",13.99,43187,34104,29.3216,28.07,27.82,15.862,1.141,7.76,-62.5,0.86,0.20,5.3,91.3,7.93,12.4
"2019/11/20","23:49:12",13.97,43201,34100,29.3258,28.08,27.83,15.881,1.154,7.76,-62.6,0.55,0.13,5.4,91.4,7.93,12.4
"2019/11/20","23:55:12",13.96,43203,34097,29.3283,28.08,27.83,15.892,1.162,7.76,-62.7,1.20,0.27,5.8,91.5,7.95,12.4
"2019/11/21","00:01:13",13.97,43181,34083,29.3401,28.06,27.81,15.908,1.173,7.77,-62.8,1.15,0.26,4.5,91.3,7.93,12.5
"2019/11/21","00:07:13",13.97,43183,34086,29.3376,28.06,27.81,15.924,1.184,7.77,-62.9,0.29,0.06,4.3,90.9,7.90,12.5
"2019/11/21","00:13:13",13.95,43300,34160,29.2738,28.14,27.90,15.944,1.198,7.77,-62.9,0.71,0.16,4.9,91.1,7.91,12.5
"2019/11/21","00:19:13",13.96,43208,34101,29.3250,28.08,27.83,15.966,1.213,7.77,-63.0,1.11,0.25,5.0,91.3,7.93,12.4
"2019/11/21","00:25:13",13.93,43646,34414,29.0578,28.37,28.14,15.985,1.226,7.78,-63.4,0.29,0.06,5.3,91.3,7.92,12.3
"2019/11/21","00:31:13",13.88,43894,34573,28.9241,28.53,28.32,16.003,1.239,7.78,-63.5,1.97,0.45,5.5,91.5,7.93,12.5
"2019/11/21","00:37:13",13.85,44165,34762,28.7672,28.70,28.51,16.036,1.261,7.79,-63.9,1.44,0.33,4.7,91.8,7.95,12.5
"2019/11/21","00:43:13",13.84,44277,34842,28.7011,28.78,28.59,16.076,1.289,7.79,-64.1,2.19,0.50,3.9,91.9,7.96,12.4
"2019/11/21","00:49:13",13.82,44497,34999,28.5722,28.92,28.75,16.112,1.313,7.79,-64.3,1.02,0.23,3.8,92.4,8.00,12.4
"2019/11/21","00:55:13",13.84,44352,34898,28.6545,28.82,28.65,16.145,1.336,7.79,-64.3,0.82,0.19,3.8,92.6,8.02,12.5
"2019/11/21","01:01:13",13.84,44392,34927,28.6313,28.85,28.68,16.176,1.357,7.79,-64.3,2.19,0.50,3.4,92.2,7.99,12.5
"2019/11/21","01:07:13",13.83,44483,34989,28.5802,28.91,28.74,16.213,1.383,7.80,-64.5,1.18,0.27,3.2,92.1,7.98,12.5
"2019/11/21","01:13:13",13.82,44538,35026,28.5499,28.95,28.78,16.242,1.403,7.79,-64.3,0.33,0.08,3.4,92.2,7.98,12.5
"2019/11/21","01:19:13",13.80,44689,35127,28.4681,29.04,28.89,16.271,1.423,7.79,-64.5,2.41,0.55,3.7,92.0,7.97,12.4
"2019/11/21","01:25:13",13.70,45195,35441,28.2155,29.37,29.25,16.304,1.445,7.80,-64.5,1.04,0.24,3.9,91.4,7.91,12.5
"2019/11/21","01:31:13",13.60,45843,35858,27.8874,29.79,29.71,16.338,1.468,7.80,-64.9,1.49,0.34,4.0,91.3,7.90,12.3
"2019/11/21","01:37:13",13.53,46205,36079,27.7168,30.03,29.97,16.363,1.485,7.81,-65.0,2.46,0.56,3.4,90.8,7.85,12.5
"2019/11/21","01:43:13",13.48,46420,36208,27.6182,30.17,30.12,16.384,1.499,7.81,-65.2,2.14,0.49,4.1,90.8,7.85,12.4
"2019/11/21","01:49:13",13.50,46316,36143,27.6682,30.10,30.05,16.406,1.514,7.81,-65.1,2.35,0.54,3.9,90.8,7.85,12.6
"2019/11/21","01:55:13",13.55,46092,36014,27.7672,29.96,29.89,16.425,1.527,7.81,-65.0,2.29,0.53,3.2,91.0,7.87,12.4
"2019/11/21","02:01:13",13.56,45976,35933,27.8298,29.88,29.81,16.444,1.541,7.81,-65.1,1.10,0.25,3.2,91.0,7.87,12.4
"2019/11/21","02:07:13",13.57,45943,35909,27.8480,29.86,29.78,16.461,1.552,7.80,-64.9,2.35,0.54,2.9,90.7,7.84,12.4
"2019/11/21","02:13:13",13.55,46004,35942,27.8223,29.90,29.82,16.479,1.565,7.80,-64.9,1.07,0.24,2.8,90.4,7.82,12.4
"2019/11/21","02:19:13",13.52,46173,36046,27.7424,30.01,29.95,16.496,1.576,7.81,-65.1,1.81,0.42,3.9,90.4,7.82,12.5
"2019/11/21","02:25:13",13.53,46058,35967,27.8034,29.93,29.86,16.511,1.587,7.81,-65.0,1.47,0.33,3.2,90.6,7.83,12.4
"2019/11/21","02:31:13",13.52,46121,36004,27.7747,29.97,29.91,16.523,1.595,7.81,-65.1,0.84,0.19,3.2,90.7,7.85,12.4
"2019/11/21","02:37:13",13.55,45841,35817,27.9194,29.79,29.71,16.536,1.604,7.81,-65.1,1.40,0.32,3.0,90.8,7.86,12.4
"2019/11/21","02:43:13",13.54,45851,35817,27.9194,29.80,29.71,16.549,1.613,7.81,-65.1,1.16,0.27,2.8,90.7,7.85,12.5
"2019/11/21","02:49:13",13.49,46167,36021,27.7612,30.00,29.94,16.563,1.622,7.81,-65.2,1.18,0.27,3.2,90.6,7.84,12.4
"2019/11/21","02:55:13",13.42,46616,36306,27.5439,30.30,30.26,16.577,1.632,7.81,-65.3,0.76,0.17,2.9,90.1,7.79,12.5
"2019/11/21","03:01:13",13.32,47167,36644,27.2899,30.65,30.66,16.587,1.639,7.81,-65.4,1.85,0.42,3.9,89.2,7.72,12.3
"2019/11/21","03:07:13",13.30,47262,36698,27.2492,30.72,30.72,16.595,1.644,7.81,-65.4,0.27,0.06,4.3,89.1,7.70,12.4
