"Date","Time","Temp","SpCond","Cond","Resist","TDS","Sal","Press","Depth","pH","pH","Chl","Chl","Turbid+","ODOsat","ODO","Battery"
"Y/M/D","HH:MM:SS","C","uS","uS","Ohm*cm","g/L","ppt","psir","meters","","mV","ug/L","RFU","NTU","%","mg/L","volts"
"2019/12/27","02:37:14",11.34,39365,29098,34.3670,25.58,25.03,0.595,0.412,7.82,-66.0,2.94,0.67,26.9,93.0,8.68,12.4
"2019/12/27","02:43:14",11.34,39367,29099,34.3653,25.58,25.04,0.612,0.423,7.82,-65.9,2.62,0.60,27.8,92.9,8.68,12.5
"2019/12/27","02:49:14",11.34,39189,28967,34.5222,25.47,24.91,0.621,0.429,7.82,-65.9,2.19,0.50,32.0,93.0,8.69,12.5
"2019/12/27","02:55:14",11.35,38968,28806,34.7154,25.32,24.76,0.635,0.439,7.82,-65.9,3.41,0.78,34.0,92.8,8.69,12.4
"2019/12/27","03:01:14",11.28,38899,28703,34.8394,25.28,24.71,0.667,0.461,7.82,-65.8,2.92,0.67,25.0,93.1,8.73,12.4
"2019/12/27","03:07:14",11.33,38640,28551,35.0253,25.11,24.53,0.666,0.461,7.82,-65.8,2.59,0.59,35.5,92.9,8.70,12.5
"2019/12/27","03:13:14",11.31,38587,28497,35.0913,25.08,24.49,0.700,0.484,7.82,-65.8,3.01,0.69,33.9,92.7,8.69,12.4
"2019/12/27","03:19:14",11.31,38249,28245,35.4049,24.86,24.25,0.718,0.496,7.82,-65.8,2.47,0.56,38.6,92.6,8.70,12.5
"2019/12/27","03:25:13",11.31,37815,27925,35.8104,24.58,23.95,0.752,0.521,7.82,-65.7,2.91,0.67,45.1,92.6,8.71,12.4
"2019/12/27","03:31:14",11.30,37768,27887,35.8593,24.54,23.92,0.786,0.544,7.82,-65.7,1.84,0.42,44.6,92.5,8.71,12.5
"2019/12/27","03:37:14",11.32,37837,27950,35.7785,24.59,23.97,0.798,0.552,7.82,-65.6,1.92,0.44,45.5,92.4,8.69,12.4
"2019/12/27","03:43:14",11.30,37802,27909,35.8305,24.57,23.94,0.835,0.577,7.82,-65.6,2.66,0.61,44.4,92.5,8.70,12.5
"2019/12/27","03:49:14",11.26,37543,27692,36.1110,24.40,23.76,0.884,0.612,7.82,-65.6,3.13,0.72,40.2,92.4,8.72,12.4
