"Date","Time","Temp","SpCond","Cond","Resist","TDS","Sal","Press","Depth","pH","pH","Chl","Chl","Turbid+","ODOsat","ODO","Battery"
"Y/M/D","HH:MM:SS","C","uS","uS","Ohm*cm","g/L","ppt","psir","meters","","mV","ug/L","RFU","NTU","%","mg/L","volts"
"2020/03/17","02:55:16",12.78,45864,35161,28.4404,29.81,29.70,2.934,2.021,7.79,-73.0,2.09,0.48,4.5,93.9,8.26,12.4
"2020/03/17","03:01:15",12.83,44388,34069,29.3519,28.85,28.64,2.982,2.056,7.79,-73.1,3.33,0.77,6.1,94.3,8.34,12.3
"2020/03/17","03:07:15",12.84,44714,34329,29.1298,29.06,28.88,3.114,2.147,7.79,-73.1,1.78,0.41,7.4,94.2,8.32,12.4
"2020/03/17","03:13:14",12.83,45028,34560,28.9355,29.26,29.10,3.111,2.144,7.80,-73.3,1.38,0.32,6.8,94.0,8.29,12.4
"2020/03/17","03:19:14",12.81,45259,34726,28.7972,29.41,29.26,3.119,2.150,7.80,-73.2,2.05,0.47,8.5,93.7,8.25,12.4
"2020/03/17","03:25:14",12.79,45719,35059,28.5236,29.71,29.59,3.106,2.140,7.80,-73.4,1.80,0.41,6.7,93.8,8.26,12.4
"2020/03/17","03:31:15",12.78,45868,35166,28.4365,29.81,29.70,3.132,2.158,7.80,-73.5,0.95,0.22,6.7,93.9,8.26,12.3
"2020/03/17","03:37:15",12.76,46116,35339,28.2974,29.97,29.88,3.121,2.150,7.80,-73.7,0.57,0.13,4.5,93.9,8.25,12.4
"2020/03/17","03:43:14",12.75,46299,35466,28.1961,30.09,30.01,3.105,2.139,7.81,-73.8,0.89,0.21,5.6,94.1,8.26,12.3
"2020/03/17","03:49:15",12.75,46355,35506,28.1643,30.13,30.05,3.133,2.158,7.81,-73.9,0.24,0.06,4.6,93.9,8.25,12.3
"2020/03/17","03:55:14",12.74,46435,35560,28.1218,30.18,30.11,3.118,2.148,7.81,-73.9,0.66,0.15,4.8,93.9,8.24,12.3
"2020/03/17","04:01:14",12.74,46414,35545,28.1334,30.16,30.09,3.137,2.161,7.81,-73.9,0.70,0.16,3.6,93.8,8.24,12.4
"2020/03/17","04:07:15",12.73,46582,35662,28.0409,30.27,30.21,3.125,2.152,7.81,-74.0,1.43,0.33,3.6,93.5,8.21,12.5
"2020/03/17","04:13:15",12.73,46581,35660,28.0425,30.27,30.21,3.123,2.151,7.81,-74.1,1.04,0.24,5.1,93.7,8.22,12.5
"2020/03/17","04:19:15",12.72,46700,35742,27.9781,30.35,30.30,3.107,2.140,7.81,-74.2,1.18,0.27,2.9,93.6,8.21,12.5
"2020/03/17","04:25:15",12.70,46822,35822,27.9156,30.43,30.38,3.090,2.128,7.82,-74.3,1.77,0.41,4.1,93.8,8.23,12.4
"2020/03/17","04:31:15",12.70,46914,35888,27.8647,30.49,30.45,3.072,2.116,7.82,-74.3,1.09,0.25,2.5,93.7,8.22,12.4
"2020/03/17","04:37:15",12.69,46972,35928,27.8336,30.53,30.49,3.055,2.104,7.81,-74.3,1.63,0.37,2.6,93.3,8.19,12.4
"2020/03/17","04:43:15",12.71,46509,35594,28.0948,30.23,30.16,3.047,2.098,7.81,-74.2,1.43,0.33,3.9,93.7,8.23,12.5
"2020/03/17","04:49:14",12.73,46335,35476,28.1884,30.11,30.03,3.033,2.089,7.81,-74.0,0.83,0.19,2.6,93.2,8.19,12.4
"2020/03/17","04:55:15",12.73,46410,35537,28.1396,30.16,30.09,3.014,2.076,7.81,-74.2,1.24,0.29,6.1,93.6,8.22,12.5
"2020/03/17","05:01:15",12.74,46433,35556,28.1249,30.18,30.11,2.993,2.062,7.81,-74.2,1.59,0.36,3.2,93.6,8.22,12.5
"2020/03/17","05:07:15",12.73,46528,35621,28.0732,30.24,30.17,2.963,2.040,7.81,-74.2,1.06,0.24,3.4,93.3,8.20,12.4
"2020/03/17","05:13:15",12.71,46696,35738,27.9812,30.35,30.29,2.927,2.016,7.82,-74.3,2.02,0.46,3.3,93.3,8.19,12.4
"2020/03/17","05:19:15",12.73,46549,35637,28.0609,30.25,30.19,2.909,2.004,7.81,-74.3,0.91,0.21,3.3,93.3,8.19,12.4
"2020/03/17","05:25:15",12.71,46696,35738,27.9812,30.35,30.29,2.888,1.989,7.82,-74.3,0.71,0.16,4.3,93.3,8.19,12.4
"2020/03/17","05:31:15",12.71,46663,35708,28.0049,30.33,30.27,2.870,1.977,7.81,-74.3,1.50,0.35,3.2,93.0,8.17,12.3
"2020/03/17","05:37:15",12.69,46887,35864,27.8829,30.47,30.43,2.848,1.961,7.82,-74.5,1.49,0.34,3.0,93.2,8.18,12.5
"2020/03/17","05:43:15",12.68,47008,35947,27.8185,30.55,30.52,2.829,1.948,7.82,-74.4,0.94,0.22,2.4,93.0,8.16,12.5
"2020/03/17","05:49:15",12.67,47050,35969,27.8019,30.58,30.55,2.805,1.932,7.82,-74.6,0.90,0.21,3.1,93.2,8.18,12.5
"2020/03/17","05:55:16",12.67,47104,36010,27.7702,30.61,30.59,2.784,1.917,7.82,-74.6,1.46,0.33,2.9,93.3,8.18,12.4
"2020/03/17","06:01:15",12.66,47005,35930,27.8321,30.55,30.52,2.765,1.904,7.82,-74.6,0.80,0.18,2.4,93.2,8.17,12.4
"2020/03/17","06:07:15",12.67,47008,35936,27.8276,30.55,30.52,2.752,1.895,7.82,-74.6,0.86,0.20,2.3,93.1,8.17,12.4
"2020/03/17","06:13:15",12.66,47188,36069,27.7243,30.67,30.65,2.725,1.876,7.82,-74.8,1.71,0.39,2.3,93.4,8.19,12.5
"2020/03/17","06:19:15",12.67,47171,36061,27.7311,30.66,30.63,2.708,1.865,7.82,-74.8,1.62,0.37,3.2,93.4,8.19,12.4
"2020/03/17","06:25:15",12.67,47181,36067,27.7258,30.66,30.64,2.695,1.855,7.82,-74.8,2.22,0.51,3.1,93.2,8.17,12.4
"2020/03/17","06:31:15",12.69,46968,35922,27.8381,30.52,30.49,2.673,1.840,7.82,-74.6,0.76,0.17,4.5,93.2,8.17,12.5
"2020/03/17","06:37:15",12.69,46964,35918,27.8412,30.52,30.49,2.656,1.829,7.82,-74.7,1.77,0.41,3.6,93.3,8.18,12.3
"2020/03/17","06:43:15",12.72,45833,35084,28.5030,29.79,29.67,2.636,1.816,7.82,-74.6,1.57,0.36,6.1,93.4,8.22,12.5
"2020/03/17","06:49:15",12.71,46153,35319,28.3131,29.99,29.90,2.624,1.808,7.82,-74.5,1.65,0.38,5.6,93.5,8.22,12.7
"2020/03/17","06:55:15",12.70,46206,35352,28.2872,30.03,29.94,2.597,1.789,7.82,-74.8,1.04,0.24,5.3,93.5,8.23,12.4
"2020/03/17","07:01:15",12.69,46716,35731,27.9865,30.36,30.31,2.581,1.777,7.82,-74.8,1.09,0.25,3.6,93.4,8.20,12.4
"2020/03/17","07:07:16",12.71,44353,33944,29.4600,28.82,28.61,2.564,1.768,7.83,-75.2,1.04,0.24,5.3,94.4,8.37,12.3
"2020/03/17","07:13:15",12.71,45362,34713,28.8077,29.48,29.34,2.548,1.756,7.82,-74.7,1.16,0.27,5.1,93.3,8.24,12.4
"2020/03/17","07:19:15",12.71,45398,34741,28.7842,29.50,29.36,2.534,1.746,7.82,-74.6,0.57,0.13,5.7,93.4,8.24,12.4
"2020/03/17","07:25:15",12.71,45035,34466,29.0142,29.27,29.10,2.515,1.734,7.82,-74.5,1.49,0.34,5.0,93.0,8.22,12.4
"2020/03/17","07:31:15",12.72,44723,34235,29.2095,29.07,28.88,2.505,1.727,7.82,-74.4,1.08,0.25,4.7,93.0,8.23,12.4
"2020/03/17","07:37:15",12.72,44506,34067,29.3535,28.92,28.72,2.488,1.716,7.82,-74.3,0.93,0.21,4.3,93.1,8.25,12.5
"2020/03/17","07:43:15",12.72,44579,34119,29.3090,28.97,28.77,2.478,1.708,7.81,-74.3,2.00,0.46,4.6,93.0,8.24,12.4
"2020/03/17","07:49:16",12.71,44510,34063,29.3569,28.93,28.73,2.471,1.704,7.81,-74.2,1.35,0.31,4.7,92.7,8.21,12.4
"2020/03/17","07:55:15",12.71,44248,33861,29.5322,28.76,28.54,2.463,1.699,7.82,-74.3,2.42,0.56,4.9,92.7,8.22,12.6
