"Date","Time","Temp","SpCond","Cond","Resist","Sal","Press","Depth","pH","pH","Turbid+","Chl","Chl","TDS","ODOsat","ODO","Battery"
"Y/M/D","HH:MM:SS","C","uS","uS","Ohm*cm","ppt","psir","meters","","mV","NTU","ug/L","RFU","g/L","%","mg/L","volts"
"2020/06/20","02:19:16",16.57,47369,39745,25.1603,30.87,2.710,1.867,7.76,-74.8,5.5,6.61,1.52,30.79,89.5,7.24,12.4
"2020/06/20","02:25:16",16.51,47406,39721,25.1757,30.90,2.763,1.903,7.76,-74.9,5.0,6.15,1.41,30.81,89.3,7.23,12.4
"2020/06/20","02:31:17",16.41,47495,39701,25.1881,30.96,2.796,1.926,7.76,-74.7,4.7,4.77,1.09,30.87,89.0,7.22,12.5
"2020/06/20","02:37:17",16.37,47497,39672,25.2067,30.96,2.844,1.959,7.75,-74.6,4.5,6.33,1.45,30.87,88.2,7.16,12.5
"2020/06/20","02:43:17",16.60,47314,39725,25.1733,30.83,2.876,1.981,7.77,-75.4,3.4,5.51,1.27,30.75,89.9,7.27,12.5
"2020/06/20","02:49:17",16.61,47305,39725,25.1733,30.83,2.915,2.008,7.77,-75.3,4.2,6.03,1.38,30.74,89.6,7.25,12.5
"2020/06/20","02:55:16",16.53,47339,39679,25.2024,30.85,2.944,2.028,7.76,-75.0,3.3,5.00,1.15,30.77,88.5,7.17,12.5
"2020/06/20","03:01:17",16.43,47391,39630,25.2334,30.89,2.978,2.052,7.75,-74.6,3.1,4.52,1.04,30.80,87.0,7.06,12.5
"2020/06/20","03:07:17",16.40,47425,39635,25.2303,30.91,3.021,2.081,7.75,-74.5,3.3,3.73,0.86,30.82,86.7,7.04,12.5
"2020/06/20","03:13:16",16.37,47497,39671,25.2074,30.96,3.062,2.109,7.76,-75.0,3.3,5.13,1.18,30.87,87.9,7.13,12.4
"2020/06/20","03:19:16",16.25,47636,39678,25.2030,31.06,3.111,2.143,7.76,-74.9,3.7,5.76,1.32,30.96,87.7,7.13,12.5
"2020/06/20","03:25:17",15.89,47966,39617,25.2415,31.30,3.154,2.172,7.74,-74.0,3.7,5.60,1.28,31.17,85.4,6.99,12.3
"2020/06/20","03:31:17",16.15,47709,39643,25.2254,31.11,3.189,2.196,7.76,-74.7,3.8,5.20,1.19,31.01,86.7,7.06,12.5
