"Date","Time","Temp","SpCond","Cond","Resist","Sal","Press","Depth","pH","pH","Turbid+","Chl","Chl","TDS","ODOsat","ODO","Battery"
"Y/M/D","HH:MM:SS","C","uS","uS","Ohm*cm","ppt","psir","meters","","mV","NTU","ug/L","RFU","g/L","%","mg/L","volts"
"2020/11/18","23:25:14",13.31,47399,36813,27.1639,30.82,3.326,2.290,7.89,-59.7,6.8,2.27,0.52,30.80,87.1,7.52,12.4
"2020/11/18","23:31:14",13.31,47377,36796,27.1769,30.81,3.252,2.239,7.89,-59.8,5.3,1.39,0.32,30.79,87.3,7.55,12.5
"2020/11/18","23:37:14",13.31,47349,36778,27.1899,30.79,3.169,2.182,7.89,-59.9,6.5,1.82,0.42,30.77,87.5,7.56,12.5
"2020/11/18","23:43:14",13.31,47355,36784,27.1856,30.79,3.118,2.147,7.89,-59.9,5.7,2.55,0.59,30.78,87.2,7.53,12.5
"2020/11/18","23:49:14",13.33,47325,36772,27.1942,30.77,3.052,2.102,7.89,-59.9,6.5,1.66,0.38,30.76,87.2,7.53,12.4
"2020/11/18","23:55:15",13.33,47311,36765,27.2000,30.76,2.982,2.053,7.89,-59.8,5.7,1.43,0.33,30.75,87.0,7.52,12.5
"2020/11/19","00:01:14",13.34,47258,36733,27.2231,30.72,2.914,2.006,7.89,-59.6,5.7,0.54,0.12,30.71,86.3,7.46,12.4
"2020/11/19","00:07:14",13.35,47242,36729,27.2268,30.71,2.841,1.956,7.89,-59.5,8.1,1.57,0.36,30.70,86.2,7.45,12.4
"2020/11/19","00:13:14",13.37,47177,36696,27.2507,30.66,2.778,1.913,7.89,-59.4,8.7,2.18,0.50,30.66,85.8,7.41,12.4
"2020/11/19","00:19:14",13.37,47152,36682,27.2615,30.65,2.706,1.863,7.89,-59.5,8.9,1.13,0.26,30.64,86.1,7.44,12.5
"2020/11/19","00:25:14",13.39,47129,36680,27.2630,30.63,2.644,1.820,7.89,-59.6,8.8,1.23,0.28,30.63,86.8,7.49,12.4
"2020/11/19","00:31:14",13.39,47122,36673,27.2681,30.63,2.562,1.764,7.89,-59.5,9.2,1.47,0.34,30.63,86.7,7.48,12.5
"2020/11/19","00:37:14",13.48,46827,36521,27.3818,30.41,2.489,1.715,7.89,-59.4,10.3,2.28,0.52,30.43,86.8,7.49,12.4
"2020/11/19","00:43:14",13.54,46592,36393,27.4781,30.25,2.412,1.662,7.89,-59.5,14.3,1.34,0.31,30.28,87.7,7.57,12.4
