"Date","Time","Temp","SpCond","Cond","Resist","TDS","Sal","Press","Depth","pH","pH","Chl","Chl","Turbid+","ODOsat","ODO","Battery"
"Y/M/D","HH:MM:SS","C","uS","uS","Ohm*cm","g/L","ppt","psir","meters","","mV","ug/L","RFU","NTU","%","mg/L","volts"
"2020/02/06","22:37:28",11.35,18120,13395,74.6532,11.77,10.74,2.019,1.411,7.76,-83.6,0.63,0.13,3.7,76.2,7.79,14.4
"2020/02/06","22:43:28",11.35,18079,13366,74.8141,11.75,10.71,1.979,1.383,7.76,-83.5,0.17,0.03,3.6,76.1,7.78,14.3
"2020/02/06","22:49:28",11.36,18006,13314,75.1077,11.70,10.66,1.939,1.355,7.75,-82.8,0.56,0.12,3.5,75.8,7.75,14.3
"2020/02/06","22:55:28",11.36,17907,13243,75.5120,11.63,10.60,1.897,1.326,7.75,-83.0,0.74,0.15,3.4,75.8,7.75,14.4
"2020/02/06","23:01:28",11.37,17786,13156,76.0123,11.56,10.52,1.844,1.289,7.74,-82.3,0.44,0.09,3.5,75.4,7.72,14.4
"2020/02/06","23:07:28",11.37,17698,13092,76.3851,11.50,10.47,1.790,1.251,7.73,-81.7,0.65,0.13,3.6,75.3,7.70,14.4
"2020/02/06","23:13:28",11.38,17633,13044,76.6610,11.46,10.42,1.751,1.224,7.71,-80.9,0.64,0.13,3.6,74.9,7.67,14.3
"2020/02/06","23:19:28",11.37,17568,12995,76.9534,11.41,10.38,1.700,1.189,7.73,-81.7,0.48,0.10,3.5,75.0,7.68,14.4
"2020/02/06","23:25:28",11.38,17554,12986,77.0040,11.41,10.37,1.663,1.163,7.72,-81.1,0.27,0.06,3.5,74.3,7.61,14.4
"2020/02/06","23:31:28",11.38,17614,13033,76.7299,11.44,10.41,1.629,1.139,7.72,-81.1,0.36,0.08,3.4,74.7,7.65,14.4
"2020/02/06","23:37:28",11.39,17622,13040,76.6868,11.45,10.42,1.590,1.111,7.72,-81.2,0.41,0.09,3.6,74.5,7.62,14.2
"2020/02/06","23:43:28",11.39,17530,12973,77.0808,11.39,10.36,1.557,1.089,7.73,-81.7,0.43,0.09,3.5,74.2,7.59,14.4
"2020/02/06","23:49:28",11.39,17457,12921,77.3954,11.34,10.31,1.524,1.065,7.74,-82.2,0.51,0.11,3.2,73.7,7.55,14.4
"2020/02/06","23:55:28",11.40,17342,12837,77.9018,11.27,10.24,1.487,1.040,7.72,-81.4,0.45,0.09,3.4,73.5,7.53,14.3
"2020/02/07","00:01:28",11.40,17266,12781,78.2426,11.22,10.19,1.455,1.017,7.72,-81.1,0.44,0.09,3.4,73.3,7.51,14.4
"2020/02/07","00:07:28",11.40,17234,12759,78.3788,11.20,10.17,1.427,0.998,7.71,-80.9,0.17,0.03,3.3,73.2,7.50,14.4
