"Date","Time","Temp","SpCond","Cond","Resist","TDS","Sal","Press","Depth","pH","pH","Chl","Chl","Turbid+","ODOsat","ODO","Battery"
"Y/M/D","HH:MM:SS","C","uS","uS","Ohm*cm","g/L","ppt","psia","meters","","mV","ug/L","RFU","NTU","%","mg/L","volts"
"2020/01/03","17:55:28",10.74,27022,19660,50.8655,17.56,16.56,18.575,2.969,7.86,-83.4,1.19,0.25,10.3,90.3,9.02,14.4
"2020/01/03","18:01:28",10.70,26388,19181,52.1345,17.15,16.14,18.574,2.969,7.87,-83.9,1.10,0.23,9.6,90.5,9.07,14.4
"2020/01/03","18:07:28",10.78,26775,19502,51.2756,17.40,16.40,18.574,2.968,7.85,-82.9,0.69,0.14,11.0,90.1,9.00,14.4
"2020/01/03","18:13:28",10.82,27146,19796,50.5155,17.64,16.65,18.573,2.967,7.86,-83.4,1.18,0.25,11.7,89.7,8.94,14.3
"2020/01/03","18:19:28",10.84,27423,20004,49.9902,17.82,16.83,18.571,2.966,7.86,-83.6,1.08,0.22,12.0,89.8,8.93,14.4
"2020/01/03","18:25:28",10.88,27534,20107,49.7340,17.89,16.91,18.571,2.965,7.85,-82.8,0.98,0.20,12.3,89.5,8.89,14.3
"2020/01/03","18:31:28",10.87,27475,20058,49.8551,17.85,16.87,18.569,2.964,7.86,-83.5,0.89,0.18,11.9,89.7,8.91,14.2
"2020/01/03","18:37:28",10.83,27116,19780,50.5566,17.62,16.63,18.569,2.965,7.87,-84.0,1.23,0.25,11.6,89.8,8.94,14.4
"2020/01/03","18:43:28",10.82,26993,19680,50.8125,17.54,16.54,18.569,2.965,7.86,-83.8,0.87,0.18,10.6,89.9,8.97,14.4
"2020/01/03","18:49:28",10.85,27286,19912,50.2207,17.73,16.74,18.569,2.964,7.86,-83.7,1.05,0.22,10.7,89.8,8.94,14.5
"2020/01/03","18:55:27",10.86,27426,20021,49.9487,17.82,16.83,18.568,2.964,7.85,-83.1,0.90,0.19,10.5,89.9,8.94,14.4
"2020/01/03","19:01:28",10.94,28474,20828,48.0120,18.50,17.54,18.568,2.962,7.86,-83.8,1.12,0.23,10.9,89.5,8.84,14.4
"2020/01/03","19:07:27",10.99,29258,21430,46.6631,19.01,18.07,18.568,2.961,7.85,-83.3,0.78,0.16,11.7,89.2,8.77,14.4
"2020/01/03","19:13:28",10.97,28752,21048,47.5107,18.68,17.73,18.568,2.962,7.86,-83.7,0.91,0.19,11.3,89.5,8.83,14.5
"2020/01/03","19:19:28",10.89,27156,19837,50.4098,17.65,16.65,18.568,2.964,7.87,-84.2,1.10,0.23,10.6,90.1,8.96,14.5
"2020/01/03","19:25:28",10.92,27436,20056,49.8612,17.83,16.84,18.568,2.964,7.87,-84.1,0.59,0.12,11.5,90.1,8.94,14.4
"2020/01/03","19:31:28",10.88,26786,19561,51.1220,17.41,16.41,18.569,2.965,7.87,-84.2,0.95,0.20,12.0,90.2,8.99,14.5
"2020/01/03","19:37:28",10.90,26820,19597,51.0290,17.43,16.43,18.569,2.965,7.87,-84.0,1.18,0.25,12.2,90.2,8.98,14.5
"2020/01/03","19:43:28",10.84,25612,18686,53.5159,16.64,15.62,18.569,2.967,7.88,-84.6,0.95,0.20,12.3,90.6,9.08,14.4
"2020/01/03","19:49:28",10.85,25312,18470,54.1412,16.45,15.43,18.569,2.968,7.87,-84.0,1.30,0.27,14.6,90.7,9.10,14.5
"2020/01/03","19:55:28",10.80,24114,17575,56.8983,15.67,14.63,18.569,2.969,7.86,-83.8,1.76,0.37,14.0,91.1,9.20,14.5
"2020/01/03","20:01:28",10.79,23696,17265,57.9218,15.40,14.36,18.569,2.970,7.87,-83.9,1.24,0.26,14.1,91.1,9.21,14.5
"2020/01/03","20:07:28",10.81,23869,17398,57.4780,15.51,14.47,18.568,2.969,7.85,-83.2,1.24,0.26,14.8,91.0,9.19,14.5
"2020/01/03","20:13:28",10.79,23743,17297,57.8122,15.43,14.39,18.567,2.969,7.86,-83.6,1.18,0.25,13.9,90.7,9.18,14.4
"2020/01/03","20:19:28",10.87,25215,18410,54.3192,16.39,15.36,18.566,2.966,7.85,-83.1,0.85,0.18,15.0,90.4,9.07,14.4
"2020/01/03","20:25:28",10.87,25370,18524,53.9842,16.49,15.46,18.565,2.965,7.86,-83.4,1.53,0.32,14.4,90.5,9.07,14.4
"2020/01/03","20:31:28",10.86,24890,18166,55.0478,16.17,15.15,18.565,2.965,7.86,-83.6,0.66,0.14,14.3,90.3,9.08,14.5
"2020/01/03","20:37:28",10.83,24416,17810,56.1495,15.87,14.83,18.564,2.965,7.86,-83.4,0.53,0.11,14.1,90.4,9.11,14.5
"2020/01/03","20:43:27",10.84,24506,17878,55.9348,15.92,14.89,18.564,2.965,7.86,-83.4,0.80,0.16,13.0,90.2,9.08,14.5
"2020/01/03","20:49:28",10.84,24251,17693,56.5199,15.76,14.72,18.563,2.965,7.86,-83.4,1.11,0.23,12.6,90.4,9.12,14.4
"2020/01/03","20:55:28",10.85,24006,17517,57.0871,15.60,14.56,18.563,2.965,7.86,-83.7,0.88,0.18,12.6,90.4,9.12,14.5
"2020/01/03","21:01:28",10.88,24455,17857,55.9991,15.89,14.86,18.563,2.964,7.85,-83.3,1.00,0.21,12.0,90.2,9.08,14.5
"2020/01/03","21:07:28",10.86,23821,17389,57.5070,15.48,14.44,18.563,2.965,7.86,-83.4,1.27,0.26,12.4,90.6,9.15,14.5
"2020/01/03","21:13:28",10.87,24067,17574,56.9015,15.64,14.60,18.562,2.965,7.85,-83.2,1.14,0.24,12.2,90.6,9.13,14.4
"2020/01/03","21:19:27",10.90,24240,17712,56.4591,15.75,14.72,18.562,2.964,7.85,-83.3,0.94,0.19,12.2,90.5,9.11,14.4
"2020/01/03","21:25:28",10.92,24191,17685,56.5449,15.72,14.68,18.562,2.964,7.86,-83.6,1.12,0.23,11.8,90.7,9.13,14.4
"2020/01/03","21:31:28",10.93,24670,18041,55.4292,16.03,15.00,18.562,2.963,7.86,-83.7,0.88,0.18,11.9,90.5,9.09,14.3
"2020/01/03","21:37:28",10.94,24763,18113,55.2081,16.09,15.06,18.562,2.963,7.86,-83.4,1.16,0.24,12.2,90.6,9.09,14.4
"2020/01/03","21:43:28",10.95,24400,17851,56.0205,15.86,14.82,18.562,2.963,7.86,-83.5,0.84,0.17,11.5,90.7,9.12,14.5
"2020/01/03","21:49:28",10.96,24502,17932,55.7673,15.92,14.89,18.562,2.963,7.85,-83.3,1.23,0.25,12.0,90.8,9.12,14.4
"2020/01/03","21:55:28",10.96,24008,17572,56.9078,15.60,14.56,18.562,2.964,7.86,-83.6,0.72,0.15,11.1,91.0,9.15,14.5
"2020/01/03","22:01:28",10.95,23860,17458,57.2819,15.50,14.47,18.562,2.965,7.86,-83.4,0.99,0.21,12.0,90.9,9.16,14.4
"2020/01/03","22:07:28",10.96,23810,17427,57.3830,15.47,14.43,18.562,2.965,7.86,-83.4,1.15,0.24,11.5,91.0,9.17,14.4
"2020/01/03","22:13:28",10.95,23925,17504,57.1285,15.55,14.51,18.562,2.965,7.85,-83.3,0.32,0.06,11.8,90.8,9.15,14.4
"2020/01/03","22:19:28",10.94,23952,17521,57.0759,15.56,14.53,18.563,2.965,7.86,-83.4,1.24,0.25,12.0,90.7,9.14,14.4
"2020/01/03","22:25:28",10.93,24136,17648,56.6638,15.68,14.65,18.563,2.964,7.85,-83.1,1.08,0.22,13.5,90.4,9.10,14.4
"2020/01/03","22:31:28",10.91,24008,17548,56.9870,15.60,14.56,18.563,2.965,7.85,-83.1,0.68,0.14,12.4,90.4,9.11,14.4
"2020/01/03","22:37:28",10.92,24087,17609,56.7879,15.65,14.62,18.562,2.964,7.85,-83.3,1.21,0.25,12.3,90.5,9.11,14.4
"2020/01/03","22:43:28",10.91,23878,17451,57.3027,15.52,14.48,18.562,2.964,7.85,-83.3,0.71,0.15,12.2,90.6,9.13,14.4
"2020/01/03","22:49:28",10.91,24042,17571,56.9126,15.62,14.59,18.561,2.964,7.85,-82.9,0.83,0.17,13.4,90.2,9.08,14.4
"2020/01/03","22:55:28",10.91,24141,17645,56.6732,15.69,14.65,18.561,2.963,7.85,-83.1,1.47,0.30,12.7,90.2,9.09,14.4
"2020/01/03","23:01:27",10.91,23700,17321,57.7340,15.40,14.36,18.560,2.964,7.86,-83.5,1.29,0.27,12.5,90.4,9.12,14.3
"2020/01/03","23:07:28",10.90,23499,17171,58.2380,15.27,14.23,18.560,2.964,7.85,-83.1,1.11,0.23,13.0,90.3,9.12,14.4
"2020/01/03","23:13:28",10.91,23656,17290,57.8367,15.37,14.33,18.559,2.963,7.85,-82.9,0.65,0.13,12.5,90.1,9.09,14.4
"2020/01/03","23:19:28",10.90,23508,17178,58.2149,15.28,14.23,18.559,2.963,7.85,-83.1,0.41,0.08,13.3,90.2,9.11,14.4
"2020/01/03","23:25:27",10.87,22694,16570,60.3488,14.75,13.70,18.559,2.964,7.85,-83.1,1.38,0.29,13.0,90.3,9.16,14.3
"2020/01/03","23:31:28",10.88,22585,16492,60.6347,14.68,13.63,18.558,2.964,7.84,-82.7,1.06,0.22,13.6,90.4,9.17,14.4
"2020/01/03","23:37:28",10.88,22597,16501,60.6006,14.68,13.63,18.558,2.964,7.83,-82.1,1.18,0.25,12.3,89.9,9.12,14.4
"2020/01/03","23:43:28",10.86,22102,16135,61.9779,14.36,13.31,18.557,2.964,7.85,-82.8,0.73,0.15,13.0,90.5,9.20,14.5
"2020/01/03","23:49:28",10.86,21849,15948,62.7028,14.20,13.14,18.557,2.964,7.85,-82.8,1.24,0.26,13.1,90.7,9.23,14.4
"2020/01/03","23:55:28",10.84,21263,15513,64.4602,13.82,12.76,18.556,2.965,7.85,-83.2,1.08,0.22,13.0,90.9,9.28,14.4
"2020/01/04","00:01:28",10.85,21417,15630,63.9810,13.92,12.86,18.556,2.964,7.83,-81.9,1.53,0.32,12.5,90.7,9.25,14.4
"2020/01/04","00:07:28",10.85,21355,15582,64.1774,13.88,12.82,18.555,2.964,7.84,-82.6,1.43,0.30,12.5,90.7,9.26,14.3
"2020/01/04","00:13:28",10.84,21091,15386,64.9921,13.70,12.65,18.555,2.964,7.84,-82.6,0.87,0.18,12.3,90.4,9.24,14.3
"2020/01/04","00:19:28",10.82,20652,15059,66.4051,13.42,12.36,18.555,2.964,7.83,-82.0,0.68,0.14,12.3,90.8,9.30,14.4
"2020/01/04","00:25:28",10.82,20730,15117,66.1498,13.47,12.41,18.554,2.964,7.84,-82.3,1.14,0.24,11.9,90.7,9.28,14.3
"2020/01/04","00:31:28",10.81,20312,14806,67.5417,13.20,12.14,18.554,2.964,7.84,-82.3,0.70,0.14,12.0,90.8,9.31,14.5
"2020/01/04","00:37:28",10.79,19618,14292,69.9716,12.75,11.69,18.553,2.965,7.84,-82.4,1.21,0.25,11.5,91.0,9.36,14.4
"2020/01/04","00:43:28",10.77,19263,14026,71.2980,12.52,11.46,18.553,2.965,7.84,-82.3,1.15,0.24,12.0,90.9,9.38,14.5
"2020/01/04","00:49:28",10.78,19910,14502,68.9550,12.94,11.88,18.552,2.964,7.82,-81.2,1.23,0.25,11.9,90.8,9.34,14.5
"2020/01/04","00:55:28",10.80,20887,15223,65.6894,13.57,12.52,18.551,2.961,7.83,-81.9,1.28,0.27,10.9,90.6,9.27,14.5
"2020/01/04","01:01:28",10.78,19821,14437,69.2652,12.88,11.82,18.550,2.963,7.83,-81.8,0.50,0.10,11.1,90.7,9.33,14.5
"2020/01/04","01:07:28",10.76,19520,14209,70.3768,12.68,11.63,18.550,2.963,7.83,-81.9,0.56,0.12,11.2,90.8,9.35,14.4
"2020/01/04","01:13:28",10.79,20523,14954,66.8723,13.34,12.28,18.549,2.961,7.83,-81.7,0.87,0.18,11.2,90.6,9.29,14.5
