"Date","Time","Temp","SpCond","Cond","Resist","TDS","Sal","Press","Depth","pH","pH","Chl","Chl","Turbid+","ODOsat","ODO","Battery"
"Y/M/D","HH:MM:SS","C","uS","uS","Ohm*cm","g/L","ppt","psia","meters","","mV","ug/L","RFU","NTU","%","mg/L","volts"
"2019/11/08","06:25:26",14.59,30781,24662,40.5488,20.00,19.16,18.554,2.950,7.75,-77.3,1.04,0.22,3.6,86.5,7.82,14.4
"2019/11/08","06:31:27",14.58,30713,24599,40.6518,19.96,19.12,18.567,2.959,7.76,-77.6,1.19,0.25,3.7,87.0,7.87,14.4
"2019/11/08","06:37:28",14.57,30659,24554,40.7262,19.92,19.08,18.579,2.968,7.76,-77.9,1.45,0.30,3.7,88.0,7.96,14.4
"2019/11/08","06:43:27",14.57,30597,24501,40.8147,19.88,19.04,18.590,2.975,7.77,-77.9,1.65,0.34,3.4,87.5,7.92,14.5
"2019/11/08","06:49:27",14.55,30714,24585,40.6744,19.96,19.12,18.599,2.982,7.77,-77.9,0.85,0.17,3.4,87.0,7.88,14.3
"2019/11/08","06:55:28",14.50,31018,24798,40.3252,20.16,19.33,18.608,2.987,7.77,-78.2,1.03,0.21,3.7,87.0,7.87,14.5
"2019/11/08","07:01:27",14.46,31511,25167,39.7338,20.48,19.66,18.616,2.992,7.75,-77.1,1.28,0.27,3.7,87.1,7.88,14.4
"2019/11/08","07:07:28",14.46,32593,26034,38.4110,21.18,20.40,18.623,2.995,7.74,-76.5,1.29,0.27,3.9,85.9,7.72,14.4
"2019/11/08","07:13:27",14.44,32281,25769,38.8062,20.98,20.19,18.629,3.000,7.78,-78.5,1.33,0.27,3.4,85.7,7.73,14.3
"2019/11/08","07:19:27",14.44,32148,25665,38.9635,20.89,20.10,18.633,3.003,7.77,-78.2,1.45,0.30,3.7,87.3,7.87,14.3
"2019/11/08","07:25:27",14.45,31895,25468,39.2645,20.73,19.92,18.637,3.006,7.78,-78.6,1.24,0.26,3.4,87.0,7.85,14.4
"2019/11/08","07:31:28",14.46,32213,25728,38.8681,20.93,20.14,18.639,3.007,7.79,-79.2,1.31,0.27,3.2,87.1,7.85,14.3
"2019/11/08","07:37:27",14.46,32495,25954,38.5295,21.12,20.34,18.641,3.008,7.78,-78.6,1.71,0.35,3.4,86.0,7.75,14.3
"2019/11/08","07:43:27",14.47,32318,25817,38.7343,21.00,20.22,18.641,3.008,7.79,-79.3,1.93,0.40,3.4,87.3,7.86,14.4
"2019/11/08","07:49:27",14.46,32286,25789,38.7761,20.98,20.19,18.641,3.008,7.79,-79.4,1.30,0.27,3.6,88.1,7.94,14.4
