"Date","Time","Temp","SpCond","Cond","Resist","TDS","Sal","Press","Depth","pH","pH","Chl","Chl","Turbid+","ODOsat","ODO","Battery"
"Y/M/D","HH:MM:SS","C","uS","uS","Ohm*cm","g/L","ppt","psir","meters","","mV","ug/L","RFU","NTU","%","mg/L","volts"
"2020/02/21","23:43:27",13.04,26899,20752,48.1871,17.48,16.52,3.140,2.185,7.77,-85.1,1.47,0.30,15.1,94.6,8.99,14.4
"2020/02/21","23:49:28",12.98,27265,21006,47.6057,17.72,16.76,3.101,2.158,7.75,-84.1,0.92,0.19,15.4,93.9,8.91,14.5
"2020/02/21","23:55:28",12.93,27205,20936,47.7645,17.68,16.72,3.058,2.128,7.76,-84.5,0.95,0.20,15.5,93.0,8.85,14.5
"2020/02/22","00:01:28",12.91,27510,21159,47.2619,17.88,16.93,3.022,2.102,7.74,-83.2,0.71,0.15,13.0,92.1,8.75,14.4
"2020/02/22","00:07:28",12.93,27344,21042,47.5251,17.77,16.82,2.977,2.072,7.74,-83.5,0.80,0.17,11.6,91.2,8.66,14.4
"2020/02/22","00:13:28",12.93,27330,21031,47.5482,17.76,16.81,2.934,2.041,7.70,-80.9,0.61,0.13,10.6,88.8,8.44,14.5
"2020/02/22","00:19:28",12.90,27646,21258,47.0415,17.97,17.02,2.887,2.009,7.74,-83.7,0.68,0.14,12.5,89.9,8.53,14.4
"2020/02/22","00:25:28",12.92,27576,21211,47.1444,17.92,16.97,2.790,1.941,7.71,-81.5,1.21,0.25,11.1,89.4,8.49,14.5
"2020/02/22","00:31:28",12.92,27808,21393,46.7441,18.07,17.13,2.813,1.957,7.74,-83.4,1.32,0.27,14.2,91.5,8.68,14.5
"2020/02/22","00:37:28",12.91,27771,21356,46.8253,18.05,17.10,2.770,1.927,7.73,-82.9,1.18,0.24,14.8,90.2,8.56,14.4
"2020/02/22","00:43:28",12.87,28241,21698,46.0866,18.35,17.42,2.743,1.908,7.74,-83.3,1.31,0.27,15.3,90.2,8.55,14.4
"2020/02/22","00:49:28",12.84,28296,21722,46.0369,18.39,17.46,2.701,1.878,7.73,-82.9,1.01,0.21,14.4,88.6,8.40,14.5
"2020/02/22","00:55:28",12.83,28406,21803,45.8647,18.46,17.53,2.669,1.856,7.71,-81.8,0.79,0.16,13.2,88.8,8.42,14.4
"2020/02/22","01:01:28",12.84,28210,21658,46.1718,18.33,17.40,2.637,1.834,7.76,-84.4,1.83,0.38,19.4,91.0,8.63,14.4
"2020/02/22","01:07:28",12.86,27901,21430,46.6642,18.13,17.19,2.600,1.809,7.77,-85.1,1.52,0.32,21.1,92.1,8.75,14.5
"2020/02/22","01:13:28",12.84,27992,21490,46.5338,18.19,17.25,2.577,1.792,7.75,-84.0,1.34,0.28,18.5,91.4,8.68,14.5
"2020/02/22","01:19:28",12.82,27938,21440,46.6408,18.16,17.22,2.541,1.767,7.75,-84.0,1.37,0.29,19.2,90.6,8.61,14.5
"2020/02/22","01:25:28",12.82,27499,21102,47.3887,17.87,16.92,2.518,1.752,7.75,-84.3,1.47,0.30,21.6,92.7,8.82,14.5
"2020/02/22","01:31:28",12.81,27219,20884,47.8829,17.69,16.73,2.495,1.736,7.77,-84.9,1.70,0.35,22.9,92.6,8.83,14.5
"2020/02/22","01:37:28",12.79,27342,20968,47.6911,17.77,16.81,2.465,1.715,7.75,-84.0,1.50,0.31,20.5,92.1,8.78,14.5
"2020/02/22","01:43:28",12.82,27001,20718,48.2677,17.55,16.59,2.429,1.690,7.75,-84.2,1.16,0.24,19.4,92.2,8.79,14.5
"2020/02/22","01:49:28",12.85,26504,20354,49.1303,17.22,16.25,2.406,1.675,7.77,-85.0,1.40,0.29,22.7,92.8,8.86,14.3
"2020/02/22","01:55:28",12.84,26561,20393,49.0374,17.26,16.29,2.375,1.653,7.74,-83.7,0.92,0.19,19.1,92.4,8.82,14.5
"2020/02/22","02:01:28",12.86,25886,19886,50.2872,16.82,15.84,2.352,1.638,7.76,-84.7,1.81,0.38,22.5,93.3,8.93,14.4
"2020/02/22","02:07:28",12.87,25543,19624,50.9592,16.60,15.61,2.337,1.628,7.76,-84.8,1.55,0.32,24.1,92.8,8.90,14.4
"2020/02/22","02:13:28",12.87,25207,19368,51.6311,16.38,15.39,2.317,1.614,7.76,-84.8,1.36,0.28,24.1,92.7,8.90,14.4
"2020/02/22","02:19:28",12.87,24865,19105,52.3410,16.16,15.16,2.304,1.605,7.76,-84.6,1.44,0.30,24.2,92.8,8.92,14.4
"2020/02/22","02:25:28",12.87,24693,18971,52.7115,16.05,15.05,2.288,1.594,7.75,-84.1,1.70,0.35,23.9,93.1,8.96,14.4
"2020/02/22","02:31:28",12.88,24168,18571,53.8465,15.70,14.70,2.277,1.587,7.77,-85.0,1.50,0.31,26.1,92.9,8.96,14.4
"2020/02/22","02:37:28",12.87,23811,18296,54.6556,15.47,14.46,2.266,1.579,7.76,-84.5,1.48,0.31,24.7,93.2,9.00,14.4
"2020/02/22","02:43:28",12.87,23606,18136,55.1397,15.34,14.33,2.265,1.579,7.76,-84.7,1.91,0.40,26.1,92.4,8.93,14.3
"2020/02/22","02:49:28",12.86,23251,17859,55.9930,15.11,14.09,2.260,1.576,7.76,-84.5,1.70,0.35,23.9,92.8,8.99,14.5
"2020/02/22","02:55:28",12.84,23256,17855,56.0052,15.11,14.09,2.265,1.579,7.75,-84.0,1.81,0.38,25.4,92.7,8.97,14.4
"2020/02/22","03:01:28",12.86,22706,17439,57.3428,14.75,13.73,2.270,1.583,7.76,-84.5,1.43,0.30,26.2,93.0,9.02,14.4
"2020/02/22","03:07:28",12.84,22519,17291,57.8351,14.63,13.61,2.273,1.586,7.76,-84.5,1.18,0.24,26.6,92.4,8.98,14.4
"2020/02/22","03:13:28",12.83,22185,17029,58.7240,14.42,13.39,2.281,1.591,7.76,-84.4,1.13,0.24,26.4,93.2,9.07,14.5
"2020/02/22","03:19:28",12.82,22034,16909,59.1394,14.32,13.29,2.296,1.602,7.77,-84.9,1.34,0.28,23.8,92.6,9.02,14.4
"2020/02/22","03:25:28",12.82,21982,16867,59.2884,14.28,13.26,2.311,1.612,7.75,-83.9,2.13,0.45,27.5,92.3,8.99,14.5
"2020/02/22","03:31:28",12.81,21620,16588,60.2849,14.05,13.02,2.333,1.628,7.76,-84.5,1.46,0.30,27.2,92.5,9.02,14.4
"2020/02/22","03:37:28",12.81,21250,16303,61.3394,13.81,12.78,2.359,1.646,7.77,-85.0,1.82,0.38,27.4,93.0,9.08,14.4
"2020/02/22","03:43:28",12.81,20982,16096,62.1265,13.63,12.60,2.389,1.668,7.76,-84.5,1.66,0.35,28.6,92.4,9.03,14.5
"2020/02/22","03:49:28",12.80,20808,15961,62.6520,13.52,12.49,2.426,1.694,7.74,-83.6,1.26,0.26,26.7,91.9,9.00,14.4
"2020/02/22","03:55:28",12.80,20617,15814,63.2352,13.40,12.36,2.470,1.724,7.75,-84.0,1.97,0.41,28.6,91.0,8.92,14.4
"2020/02/22","04:01:28",12.80,20410,15655,63.8772,13.26,12.23,2.523,1.761,7.75,-84.3,1.40,0.29,26.8,92.7,9.09,14.4
"2020/02/22","04:07:28",12.80,20268,15546,64.3266,13.17,12.14,2.580,1.801,7.76,-84.7,1.60,0.33,26.8,93.6,9.18,14.5
"2020/02/22","04:13:28",12.80,20174,15474,64.6260,13.11,12.08,2.636,1.840,7.76,-84.4,1.82,0.38,27.6,92.7,9.10,14.4
"2020/02/22","04:19:28",12.80,20007,15346,65.1648,13.00,11.97,2.702,1.887,7.74,-83.7,1.52,0.32,25.4,92.9,9.13,14.5
"2020/02/22","04:25:28",12.80,19825,15206,65.7643,12.88,11.85,2.765,1.931,7.75,-84.0,1.55,0.32,29.1,92.8,9.12,14.5
"2020/02/22","04:31:28",12.80,19608,15039,66.4924,12.74,11.71,2.829,1.976,7.75,-83.9,1.21,0.25,28.3,93.4,9.19,14.5
"2020/02/22","04:37:28",12.80,19358,14848,67.3507,12.58,11.55,2.891,2.020,7.76,-84.8,1.56,0.32,30.7,93.7,9.22,14.4
"2020/02/22","04:43:28",12.80,19128,14670,68.1655,12.43,11.40,2.951,2.062,7.77,-85.2,1.71,0.36,30.3,93.9,9.25,14.5
