"Date","Time","Temp","SpCond","Cond","Resist","Sal","Press","Depth","pH","pH","Turbid+","Chl","Chl","TDS","ODOsat","ODO","Battery"
"Y/M/D","HH:MM:SS","C","uS","uS","Ohm*cm","ppt","psir","meters","","mV","NTU","ug/L","RFU","g/L","%","mg/L","volts"
"2020/08/21","00:08:55",22.14,36873,34856,28.6891,23.36,4.382,3.040,7.59,-105.3,17.1,0.92,0.19,23.96,89.3,6.80,14.4
"2020/08/21","00:13:29",22.12,37000,34966,28.5993,23.45,4.349,3.016,7.61,-106.7,11.4,-0.27,-0.06,24.05,89.0,6.77,14.5
"2020/08/21","00:19:29",22.12,37069,35031,28.5459,23.50,4.316,2.994,7.61,-106.5,9.5,0.00,0.00,24.09,87.5,6.66,14.5
"2020/08/21","00:25:29",22.06,37258,35165,28.4373,23.64,4.270,2.962,7.61,-106.6,9.4,-0.79,-0.16,24.21,88.2,6.72,14.5
"2020/08/21","00:31:29",22.07,37305,35221,28.3923,23.67,4.227,2.932,7.61,-106.4,8.8,-0.01,0.00,24.24,89.2,6.79,14.6
"2020/08/21","00:37:29",22.05,37386,35276,28.3475,23.73,4.182,2.900,7.61,-106.3,7.9,0.49,0.10,24.30,88.6,6.75,14.5
"2020/08/21","00:43:29",22.04,37416,35301,28.3279,23.75,4.139,2.870,7.59,-105.5,7.9,-0.76,-0.16,24.32,86.7,6.60,14.6
"2020/08/21","00:49:29",22.01,37548,35400,28.2482,23.84,4.091,2.837,7.60,-106.2,10.1,0.33,0.07,24.40,87.7,6.68,14.5
"2020/08/21","00:55:29",22.03,37419,35294,28.3334,23.75,4.050,2.809,7.61,-106.8,13.4,0.04,0.01,24.32,89.0,6.78,14.5
"2020/08/21","01:01:29",22.02,37493,35356,28.2833,23.80,4.005,2.777,7.61,-106.6,13.3,0.43,0.09,24.37,89.4,6.80,14.5
"2020/08/21","01:07:29",22.01,37559,35415,28.2365,23.85,3.952,2.741,7.61,-106.7,11.8,-0.17,-0.04,24.41,89.6,6.82,14.5
"2020/08/21","01:13:29",22.01,37662,35508,28.1628,23.92,3.912,2.713,7.62,-107.1,10.8,0.19,0.04,24.48,90.3,6.87,14.5
"2020/08/21","01:19:29",21.99,37730,35559,28.1226,23.97,3.864,2.679,7.62,-107.2,8.4,-0.38,-0.08,24.52,89.8,6.83,14.5
"2020/08/21","01:25:29",21.95,37900,35688,28.0202,24.09,3.814,2.644,7.62,-107.2,8.0,-0.18,-0.04,24.63,89.8,6.83,14.5
"2020/08/21","01:31:28",21.93,38011,35783,27.9460,24.17,3.769,2.613,7.63,-107.4,7.8,-0.22,-0.05,24.70,89.8,6.83,14.5
"2020/08/21","01:37:29",21.87,38195,35909,27.8480,24.30,3.721,2.579,7.62,-107.2,7.8,0.31,0.06,24.82,88.8,6.76,14.5
"2020/08/21","01:43:29",21.94,38002,35778,27.9498,24.16,3.677,2.549,7.63,-107.5,9.3,0.30,0.06,24.70,89.6,6.82,14.5
"2020/08/21","01:49:29",21.83,38152,35842,27.9003,24.27,3.639,2.523,7.62,-107.2,9.3,-0.36,-0.08,24.79,88.6,6.75,14.5
"2020/08/21","01:55:29",21.85,38188,35890,27.8631,24.29,3.601,2.496,7.63,-107.4,9.9,0.30,0.06,24.82,89.1,6.78,14.5
