"TOA5","CR1000","CR1000","51029","CR1000.Std.25","CPU:RTC_MET_new_2018.CR1","25262","Public"
"TIMESTAMP","RECORD","BattV","AirTC","RH","BP_mmHg","WS_ms","WindDir","PAR_Den","PAR_Tot","SlrkW","SlrMJ","Rain_mm"
"TS","RN","Volts","Deg C","%","mmHg","meters/second","Degrees","umol/s/m^2","mmol/m^2","kW/m^2","MJ/m^2","mm"
"","","","","","","","","","","","",""

"2020-06-20 02:16:51.91",13916657,13.29976,14.22264,85.51733,758.4099,10.7,244.9029,197.053,0.9852645,0,0,0
"2020-06-20 02:22:51.91",13916729,13.30576,14.20631,85.97656,758.835,6.95,235.5626,158.3373,0.7916863,0,0,0
"2020-06-20 02:28:51.91",13916801,13.30566,14.17342,86.11402,758.8411,8.3,240.0358,128.2243,0.641121,0,0,0
"2020-06-20 02:34:51.9",13916873,13.30568,13.97019,86.31836,758.703,9.349999,240.2766,117.0392,0.585196,0.0002015483,1.007741E-006,0
"2020-06-20 02:40:51.9",13916945,13.31145,13.90307,87.54157,758.8011,8.150001,226.2767,105.8532,0.5292659,0.0002015533,1.007766E-006,0
"2020-06-20 02:46:51.91",13917017,13.31707,13.83549,87.64391,758.8029,7.55,239.2778,95.5257,0.4776284,0,0,0
"2020-06-20 02:52:51.91",13917089,13.31711,13.73471,87.95113,758.7152,10.1,225.5416,85.19838,0.4259918,0.0002015554,1.007777E-006,0
"2020-06-20 02:58:51.91",13917161,13.32265,13.70028,88.25582,758.7592,10.7,235.0744,72.28976,0.3614487,0.0002015583,1.007792E-006,0
"2020-06-20 03:04:51.91",13917233,13.32311,13.56594,88.46187,758.8143,7.55,227.6486,58.52018,0.2926008,0.000201556,1.00778E-006,0
"2020-06-20 03:10:51.91",13917305,13.32903,13.53258,88.83624,758.7709,9.349999,250.4257,47.33253,0.2366626,0.0002015566,1.007783E-006,0
"2020-06-20 03:16:51.9",13917377,13.32935,13.53458,88.87351,758.7356,4.849999,230.5752,36.14505,0.1807252,0,0,0
"2020-06-20 03:22:51.9",13917449,13.33517,13.46798,89.31699,758.9305,6.05,225.9444,24.09661,0.120483,0.0002015581,1.00779E-006,0
"2020-06-20 03:28:51.9",13917521,13.33565,13.41908,89.60893,758.9422,7.099999,248.2279,16.35144,0.08175717,0.0002015585,1.007793E-006,0
"2020-06-20 03:34:51.91",13917593,13.33585,13.33456,89.62651,759.0848,8.749999,239.1474,8.606264,0.0430313,0.0002015607,1.007803E-006,0
"2020-06-20 03:40:51.91",13917665,13.34146,13.36912,89.93308,759.0414,7.25,229.8528,3.442579,0.01721289,0,0,0
"2020-06-20 03:46:51.91",13917737,13.34149,13.26752,89.9335,758.9961,9.8,241.1111,0.8606769,0.004303383,0,0,0
"2020-06-20 03:52:51.91",13917809,13.3415,13.23368,90.40898,759.1373,5.15,271.3223,0,0,0.0002015672,1.007836E-006,0
"2020-06-20 03:58:51.9",13917881,13.34704,13.19977,90.40905,759.1375,4.849999,249.7161,0,0,0.0002015747,1.007873E-006,0
"2020-06-20 04:04:51.9",13917953,13.34151,13.19979,90.88438,759.4656,8.150001,231.3603,0,0,0,0,0
"2020-06-20 04:10:51.9",13918025,13.34733,13.08215,90.83549,759.3319,4.7,227.852,0,0,0.0002015779,1.00789E-006,0
"2020-06-20 04:16:51.9",13918097,13.34716,12.99776,90.81935,759.3817,6.349999,217.2896,0,0,0.0002015814,1.007907E-006,0
"2020-06-20 04:22:51.89",13918169,13.34708,12.99808,90.9557,759.3835,9.499999,253.3825,0,0,0.0002015865,1.007933E-006,0
"2020-06-20 04:28:51.89",13918241,13.35259,12.96296,91.12344,759.564,5.3,232.2961,0,0,0,0,0
"2020-06-20 04:34:51.92",13918313,13.35258,12.92945,91.22607,759.473,7.849999,236.5047,0,0,0,0,0
"2020-06-20 04:40:51.9",13918385,13.35257,12.86081,91.22478,759.6092,3.5,213.628,0,0,0,0,0
"2020-06-20 04:46:51.9",13918457,13.35257,12.89536,91.29372,759.7064,6.349999,228.5688,0,0,0.0002015939,1.00797E-006,0
"2020-06-20 04:52:51.9",13918529,13.3528,12.91167,91.24166,759.7026,6.95,216.1852,0,0,0,0,0
"2020-06-20 04:58:51.96",13918601,13.3582,13.03069,91.29292,759.938,7.099999,210.0912,0,0,0,0,0
"2020-06-20 05:04:51.89",13918673,13.35814,12.79266,90.95276,759.842,4.849999,266.1853,0,0,0.000201609,1.008045E-006,0
"2020-06-20 05:10:51.89",13918745,13.36365,12.82646,91.69939,759.9349,6.349999,218.6456,0,0,0,0,0
"2020-06-20 05:16:51.89",13918817,13.35811,12.82639,91.42768,760.0281,3.8,193.7645,0,0,0,0,0
"2020-06-20 05:22:51.89",13918889,13.3581,12.82636,91.02023,759.9811,3.65,258.225,0,0,0,0,0
"2020-06-20 05:28:51.9",13918961,13.36363,12.79241,91.39368,759.7937,6.8,197.9948,0,0,0,0,0
"2020-06-20 05:34:51.9",13919033,13.36363,12.80938,91.34275,760.028,2.45,210.3277,0,0,0,0,0
"2020-06-20 05:40:51.89",13919105,13.36386,12.79241,91.42762,760.0748,6.05,244.3386,0,0,0,0,0
"2020-06-20 05:46:51.89",13919177,13.36373,12.7422,91.41188,759.9384,3.35,214.3937,0,0,0,0,0
"2020-06-20 05:52:51.89",13919249,13.36403,12.69277,91.09195,760.1347,5,199.6762,0,0,0.0002016076,1.008038E-006,0
"2020-06-20 05:58:51.89",13919321,13.36439,12.65894,91.19401,760.0885,3.2,228.3351,0,0,0,0,0
"2020-06-20 06:04:51.88",13919393,13.3643,12.59011,91.36216,760.1299,3.5,224.961,0,0,0,0,0
"2020-06-20 06:10:51.88",13919465,13.37041,12.59108,91.46571,760.1357,3.8,254.6992,0,0,0,0,0
"2020-06-20 06:16:51.88",13919537,13.37065,12.49263,91.47163,760.1089,5,247.6163,0,0,0,0,0
"2020-06-20 06:22:51.89",13919609,13.37029,12.46053,91.33904,760.0261,8.45,245.2346,0,0,0,0,0
"2020-06-20 06:28:51.89",13919681,13.37037,12.46128,91.47617,760.1712,6.8,185.2374,0,0,0,0,0
