"TOA5","CR1000","CR1000","51029","CR1000.Std.25","CPU:RTC_MET_new_2018.CR1","25262","Public"
"TIMESTAMP","RECORD","BattV","AirTC","RH","BP_mmHg","WS_ms","WindDir","PAR_Den","PAR_Tot","SlrkW","SlrMJ","Rain_mm"
"TS","RN","Volts","Deg C","%","mmHg","meters/second","Degrees","umol/s/m^2","mmol/m^2","kW/m^2","MJ/m^2","mm"
"","","","","","","","","","","","",""

"2019-11-20 23:23:11.19",10251213,13.22604,18.09298,42.04744,749.5266,2.75,313.3999,233.9647,1.169823,0,0,0
"2019-11-20 23:29:11.2",10251285,13.2319,17.48076,46.55789,749.4715,3.35,330.1318,155.6899,0.7784493,0,0,0
"2019-11-20 23:35:11.2",10251357,13.23175,17.09274,46.71224,749.4356,3.05,330.6692,147.0905,0.7354521,0,0,0
"2019-11-20 23:41:11.2",10251429,13.23773,17.2123,46.69596,749.5803,2.15,331.7009,139.3493,0.6967462,0,0,0
"2019-11-20 23:47:11.2",10251501,13.24373,16.99611,49.80375,749.603,3.05,321.838,130.7489,0.653744,0,0,0
"2019-11-20 23:53:11.2",10251573,13.24945,16.87816,49.99104,749.7008,3.05,312.3604,122.1492,0.6107457,0,0,0
"2019-11-20 23:59:11.2",10251645,13.24953,17.11597,45.95402,749.6089,2.75,273.8603,113.5517,0.5677581,0,0,0
"2019-11-21 00:05:11.27",10251717,13.25508,17.11708,45.68348,749.6616,0.95,327.5113,103.2307,0.5161532,0,0,0
"2019-11-21 00:11:11.19",10251789,13.25643,17.34143,42.00515,749.5411,3.8,293.9486,92.9118,0.4645588,0,0,0
"2019-11-21 00:17:11.19",10251861,13.25677,17.36179,47.38583,749.746,3.05,318.5706,82.58985,0.4129491,0,0,0
"2019-11-21 00:23:11.19",10251933,13.25711,16.70045,47.19948,749.7479,2.15,278.9182,70.54813,0.3527405,0,0,0
"2019-11-21 00:29:11.2",10252005,13.26279,16.88784,49.62629,749.9391,1.7,296.4322,58.50667,0.2925332,0,0,0
"2019-11-21 00:35:11.2",10252077,13.26284,16.76938,47.4379,749.7535,3.35,305.6309,46.46199,0.2323098,0,0,0
"2019-11-21 00:41:11.2",10252149,13.26839,17.02401,47.28531,749.8947,3.8,300.185,34.41624,0.1720811,0,0,0
"2019-11-21 00:47:11.2",10252221,13.2684,16.7017,51.67965,749.895,1.55,297.5575,23.23146,0.1161573,0,0,0
"2019-11-21 00:53:11.19",10252293,13.26886,16.51509,53.15574,749.9887,2,317.9585,14.62706,0.07313529,0,0,0
"2019-11-21 00:59:11.19",10252365,13.26859,16.41329,52.03596,750.1292,2.6,334.4895,7.743663,0.0387183,0,0,0
"2019-11-21 01:05:11.19",10252437,13.27469,16.66779,49.81336,750.2228,2.15,323.1185,2.581249,0.01290624,0,0,0
"2019-11-21 01:11:11.19",10252509,13.28058,16.56821,50.79941,750.2347,2.9,291.0236,0.8604385,0.004302191,0,0,0
"2019-11-21 01:17:11.18",10252581,13.27485,16.43118,47.4049,750.3682,0.95,290.778,0.860448,0.004302239,0,0,0
"2019-11-21 01:23:11.18",10252653,13.27459,16.73989,47.37374,750.2921,3.2,326.9651,0,0,0,0,0
"2019-11-21 01:29:11.18",10252725,13.28119,16.40197,47.341,750.4402,2.15,290.0856,0,0,0,0,0
"2019-11-21 01:35:11.2",10252797,13.28764,16.67737,45.37584,750.5078,2,298.7548,0,0,0,0,0
"2019-11-21 01:41:11.26",10252869,13.28805,16.64541,45.03802,750.6588,1.55,284.883,0,0,0,0,0
"2019-11-21 01:47:11.27",10252941,13.2889,16.54501,49.48537,750.6664,1.1,315.7853,0,0,0,0,0
"2019-11-21 01:53:11.28",10253013,13.29478,16.37761,46.46655,750.585,0,283.6353,0,0,0,0,0
"2019-11-21 01:59:11.34",10253085,13.30009,16.48099,44.12577,750.7338,1.4,308.5426,0,0,0,0,0
"2019-11-21 02:05:11.18",10253157,13.3,16.54834,42.02092,750.6841,1.55,275.062,0,0,0,0,0
"2019-11-21 02:11:11.18",10253229,13.29399,17.0405,39.22065,750.684,0,310.738,0,0,0,0,0
"2019-11-21 02:17:11.18",10253301,13.29977,16.63269,39.72944,750.7751,0.65,261.6781,0,0,0,0,0
"2019-11-21 02:23:11.18",10253373,13.30023,16.69976,36.30074,750.7239,1.55,295.7248,0,0,0,0,0
"2019-11-21 02:29:11.18",10253445,13.30598,16.51458,37.74427,750.8256,0.95,289.233,0,0,0.0002015505,1.007753E-006,0
"2019-11-21 02:35:11.19",10253517,13.30575,16.78675,34.92742,750.8758,1.4,281.5417,0,0,0,0,0
"2019-11-21 02:41:11.19",10253589,13.30595,16.82133,33.77373,750.926,1.4,279.5137,0,0,0,0,0
"2019-11-21 02:47:11.19",10253661,13.3111,16.72038,33.26509,750.9775,1.7,281.6448,0,0,0,0,0
"2019-11-21 02:53:11.18",10253733,13.30587,16.6189,32.21303,751.0262,1.1,274.143,0,0,0,0,0
"2019-11-21 02:59:11.18",10253805,13.31152,17.12724,29.53101,751.1156,1.25,273.685,0,0,0,0,0
"2019-11-21 03:05:11.18",10253877,13.31157,17.16182,28.95429,751.1189,1.55,316.0329,0,0,0,0,0
"2019-11-21 03:11:11.18",10253949,13.31159,17.12751,29.59904,751.1638,2,290.8201,0,0,0.0002015601,1.007801E-006,0
"2019-11-21 03:17:11.17",10254021,13.30608,17.14495,29.78598,751.1194,1.4,268.7898,0,0,0,0,0
"2019-11-21 03:23:11.19",10254093,13.30608,17.14454,30.6683,751.3515,1.55,277.7729,0,0,0,0,0
"2019-11-21 03:29:11.19",10254165,13.30608,16.99224,31.22862,751.4008,1.1,224.2226,0,0,0,0,0
"2019-11-21 03:35:11.18",10254237,13.31142,16.75434,32.31467,751.4929,0.35,271.4171,0,0,0,0,0
"2019-11-21 03:41:11.18",10254309,13.31153,16.48236,32.38231,751.5374,0,249.5021,0,0,0,0,0
"2019-11-21 03:47:11.18",10254381,13.31158,16.27929,31.33039,751.4938,0.95,323.1303,0,0,0.0002015597,1.007799E-006,0
"2019-11-21 03:53:11.18",10254453,13.31712,16.41531,30.44797,751.4951,0.95,269.8897,0,0,0.0002015569,1.007784E-006,0
