"TOA5","CR1000","CR1000","51029","CR1000.Std.25","CPU:RTC_MET_new_2018.CR1","31371","Public"
"TIMESTAMP","RECORD","BattV","AirTC","RH","BP_mmHg","WS_ms","WindDir","PAR_Den","PAR_Tot","SlrkW","SlrMJ","Rain_mm"
"TS","RN","Volts","Deg C","%","mmHg","meters/second","Degrees","umol/s/m^2","mmol/m^2","kW/m^2","MJ/m^2","mm"
"","","","","","","","","","","","",""

"2020-08-13 01:42:00.09",38,11.68311,20.06438,65.18129,758.7954,2.45,173.9126,459.7746,2.298872,0,0,0
"2020-08-13 01:48:00.09",110,10.91019,19.77286,65.53329,758.8709,2.45,173.9501,128.0502,0.6402507,0,0,0
"2020-08-13 01:54:00.09",182,10.67752,19.60057,68.13914,758.856,0,281.6892,112.5796,0.5628978,0,0,0
"2020-08-13 02:00:00.09",254,10.4957,19.00786,71.71411,758.8573,1.7,82.05734,105.7022,0.5285107,0,0,0
"2020-08-13 02:06:00.09",326,10.281,18.97703,73.141,758.7798,0,93.13036,100.5452,0.5027261,0,0,0
"2020-08-13 02:12:00.09",398,10.08806,18.87713,73.21096,758.7422,0,93.82497,93.67236,0.4683616,0,0,0
"2020-08-13 02:18:00.12",470,11.76088,18.74691,73.25148,758.7702,0,135.5134,86.80302,0.4340149,0,0,0
"2020-08-13 02:24:00.17",543,11.78444,18.44676,73.18979,758.8427,0,175.5139,79.93307,0.3996652,0,0,0
"2020-08-13 02:30:00.17",615,11.81262,18.61829,72.92123,758.8535,2.15,239.2285,71.34133,0.3567065,0,0,0
"2020-08-13 02:36:00.18",687,11.82364,18.41769,72.24677,758.8681,1.55,193.6635,61.02812,0.3051405,0,0,0
"2020-08-13 02:42:00.17",759,11.8408,18.67199,72.16215,758.8687,1.55,320.4664,51.57369,0.2578684,0,0,0
"2020-08-13 02:48:00.17",831,11.00711,18.55233,72.99128,758.9567,0,329.4803,40.39933,0.2019966,0,0,0
"2020-08-13 02:54:00.09",902,10.91357,18.28143,73.39833,758.9581,0.95,111.6726,30.08481,0.150424,0,0,0
"2020-08-13 03:00:00.09",974,10.82471,18.02757,73.21235,758.9131,0,181.3497,19.77019,0.09885093,0,0,0
"2020-08-13 03:06:00.11",1046,10.73155,17.81098,73.16623,759.0266,1.25,186.9454,12.03426,0.06017129,0,0,0
"2020-08-13 03:12:00.11",1118,11.87456,17.69387,72.94783,759.0815,1.55,191.9141,5.157649,0.02578823,0,0,0
"2020-08-13 03:18:00.1",1190,11.93029,17.3931,72.91941,759.1048,2.15,189.9238,1.719307,0.008596533,0,0,0
"2020-08-13 03:24:00.22",1263,11.94234,17.46345,73.05825,759.025,0.8,226.7826,0,0,0,0,0
"2020-08-13 03:30:00.1",1334,11.95307,17.56588,72.95747,759.1224,0,245.903,0,0,0,0,0
"2020-08-13 03:36:00.1",1406,11.97509,17.46159,72.71688,759.0617,0,244.8657,0,0,0,0,0
"2020-08-13 03:42:00.1",1478,11.29015,17.39146,73.73091,759.0492,0,277.4077,0,0,0,0,0
"2020-08-13 03:48:00.1",1550,11.17384,17.17004,73.81426,759.1837,0,80.75792,0,0,0,0,0
"2020-08-13 03:54:00.09",1622,11.1189,17.15374,74.23885,759.1873,0,34.27,0,0,0,0,0
"2020-08-13 04:00:00.11",1694,11.06987,17.12374,75.15925,759.2551,0,23.8188,0,0,0,0,0
"2020-08-13 04:06:00.11",1766,11.93187,16.87627,75.21908,759.3388,0,276.7894,0,0,0.0002013723,1.006862E-006,0
"2020-08-13 04:12:00.11",1838,12.06567,16.71111,75.59786,759.3627,0,277.3836,0,0,0,0,0
"2020-08-13 04:18:00.1",1910,12.09381,16.56031,76.22757,759.466,0,304.8929,0,0,0,0,0
"2020-08-13 04:24:00.09",1982,12.11611,16.578,77.12715,759.47,0,351.5432,0,0,0,0,0
"2020-08-13 04:30:00.08",2054,12.14381,16.51047,77.46665,759.5184,0,315.3545,0,0,0,0,0
"2020-08-13 04:36:00.08",2126,12.17146,16.52755,78.43325,759.5659,1.1,15.27838,0,0,0,0,0
"2020-08-13 04:42:00.05",2198,11.44803,16.30658,78.48334,759.5161,0,0.525189,0,0,0,0,0
"2020-08-13 04:48:00.06",2270,11.37625,16.10289,79.02556,759.6552,0,256.2912,0,0,0,0,0
"2020-08-13 04:54:00.06",2342,11.33759,16.10348,79.46722,759.7052,0,310.8184,0,0,0,0,0
"2020-08-13 05:00:00.06",2414,11.30998,15.62891,78.45016,759.7529,1.25,219.0536,0,0,0,0,0
"2020-08-13 05:06:00.06",2486,12.20536,15.5644,78.0818,759.6778,2.75,152.9838,0,0,0,0,0
"2020-08-13 05:12:00.06",2558,12.27243,15.48405,78.41022,759.7961,0.8,190.4332,0,0,0,0,0
"2020-08-13 05:18:00.05",2630,12.30637,15.41776,77.9715,759.8983,1.1,199.3205,0,0,0,0,0
"2020-08-13 05:24:00.05",2702,12.33936,15.6035,77.81776,759.847,0,226.5842,0,0,0,0,0
"2020-08-13 05:30:00.05",2774,12.37769,15.33111,77.74844,759.7007,0.8,250.0973,0,0,0,0,0
"2020-08-13 05:36:00.06",2846,12.40475,15.37952,78.60975,759.6401,0.35,89.91164,0,0,0,0,0
"2020-08-13 05:42:00.06",2918,11.6805,15.51368,79.01458,759.6318,0,179.7229,0,0,0,0,0
"2020-08-13 05:48:00.06",2990,11.59807,15.00305,79.18134,759.6208,0.8,224.5025,0,0,0,0,0
"2020-08-13 05:54:00.06",3062,11.55926,14.98745,79.6411,759.6285,0.95,245.7795,0,0,0,0,0
"2020-08-13 06:00:00.06",3134,11.53836,15.06245,79.38013,759.6688,1.4,205.3403,0,0,0,0,0
"2020-08-13 06:06:00.12",3206,12.4344,15.01676,80.1508,759.7448,1.85,193.1575,0,0,0,0,0
"2020-08-13 06:12:00.15",3278,12.50672,14.95104,80.86623,759.7567,3.35,199.732,0,0,0,0,0
"2020-08-13 06:18:00.17",3351,12.51798,14.74839,82.19042,759.7148,2.3,147.2939,0,0,0,0,0
"2020-08-13 06:24:00.17",3423,12.56778,14.7657,82.95418,759.7168,1.55,124.2741,0,0,0,0,0
