SATFHR,APP-VERSION,SeaFET v3.8.0
SATFHR,SERIAL-NUMBER,0341
SATFHR,CAL_PHINT_OFFSET_COEFF,-1.202925e+00
SATFHR,CAL_PHINT_SLOPE_COEFF,-1.101000e-03
SATFHR,CAL_PHEXT_OFFSET_COEFF,-1.207387e+00
SATFHR,CAL_PHEXT_SLOPE_COEFF,-1.048000e-03
SATFHR,ONBOARD_SALINITY_PSU,35.000
SATFHR,SAMPLES_AVERAGED,10
SATPHA0341,2019336,16.2008705,6.40261,7.63822,22.0886,nan,nan,nan,nan,-1.15290641,-1.03233844,0.81869959,12.151,21,42.0,4.906,11.620,6.128,5.501,538,649,0.00000000,0x0000,112
SATPHA0341,2019336,16.2096481,6.40303,7.63629,22.0982,nan,nan,nan,nan,-1.15288019,-1.03244304,0.81846088,12.094,54,41.8,4.874,11.620,6.101,5.530,88,160,0.00000000,0x0000,162
SATPHA0341,2019336,16.2096481,6.40303,7.63629,22.0982,nan,nan,nan,nan,-1.15288019,-1.03244304,0.81846088,12.127,30,41.8,4.890,11.548,6.112,5.539,649,2,0.00000000,0x0000,203
SATPHA0341,2019336,16.2741203,6.40199,7.63514,22.1250,nan,nan,nan,nan,-1.15293681,-1.03248834,0.81779569,12.135,29,42.8,4.882,11.620,6.119,5.508,4,431,0.00000000,0x0000,203
SATPHA0341,2019336,16.2741203,6.40199,7.63514,22.1250,nan,nan,nan,nan,-1.15293681,-1.03248834,0.81779569,12.127,30,42.8,4.890,11.620,6.112,5.528,46,3,0.00000000,0x0000,7
SATPHA0341,2019336,16.2821731,6.40161,7.63462,22.1295,nan,nan,nan,nan,-1.15295827,-1.03251516,0.81768453,12.135,29,42.7,4.882,11.620,6.121,5.530,81,123,0.00000000,0x0000,175
SATPHA0341,2019336,16.2821731,6.40161,7.63462,22.1295,nan,nan,nan,nan,-1.15295827,-1.03251516,0.81768453,12.127,30,42.7,4.890,11.620,6.113,5.540,630,195,0.00000000,0x0000,124
SATPHA0341,2019336,16.2945785,6.40154,7.63448,22.1343,nan,nan,nan,nan,-1.15296125,-1.03251934,0.81756502,12.135,29,42.7,4.890,11.620,6.122,5.530,142,15,0.00000000,0x0000,173
SATPHA0341,2019336,16.2973575,6.40135,7.63409,22.1358,nan,nan,nan,nan,-1.15297228,-1.03254109,0.81752806,12.135,30,42.6,4.898,11.620,6.114,5.541,61,156,0.00000000,0x0000,160
SATPHA0341,2019336,16.3001346,6.40183,7.63440,22.1370,nan,nan,nan,nan,-1.15294367,-1.03252202,0.81749737,12.135,30,42.6,4.890,11.629,6.119,5.546,27,394,0.00000000,0x0000,170
SATPHA0341,2019336,16.3029136,6.40174,7.63422,22.1382,nan,nan,nan,nan,-1.15294873,-1.03253126,0.81746876,12.127,30,42.6,4.890,11.629,6.120,5.549,179,31,0.00000000,0x0000,159
SATPHA0341,2019336,16.3056888,6.40187,7.63423,22.1394,nan,nan,nan,nan,-1.15294128,-1.03253006,0.81743985,12.135,30,42.5,4.898,11.620,6.115,5.551,356,472,0.00000000,0x0000,101
SATPHA0341,2019336,16.3084697,6.40187,7.63402,22.1407,nan,nan,nan,nan,-1.15294098,-1.03254079,0.81740587,12.119,38,42.5,4.890,11.629,6.120,5.552,297,107,0.00000000,0x0000,91
SATPHA0341,2019336,16.3112468,6.40130,7.63360,22.1418,nan,nan,nan,nan,-1.15297406,-1.03256464,0.81737875,12.127,30,42.5,4.898,11.629,6.119,5.553,230,287,0.00000000,0x0000,104
SATPHA0341,2019336,16.3140239,6.40124,7.63335,22.1428,nan,nan,nan,nan,-1.15297764,-1.03257864,0.81735342,12.135,30,42.4,4.890,11.620,6.120,5.555,190,566,0.00000000,0x0000,122
SATPHA0341,2019336,16.3168048,6.40081,7.63286,22.1439,nan,nan,nan,nan,-1.15300267,-1.03260606,0.81732749,12.135,30,42.4,4.874,11.620,6.120,5.555,0,587,0.00000000,0x0000,227
SATPHA0341,2019336,16.3195819,6.40067,7.63265,22.1449,nan,nan,nan,nan,-1.15301042,-1.03261798,0.81730157,12.135,30,42.3,4.882,11.629,6.121,5.556,95,167,0.00000000,0x0000,158
SATPHA0341,2019336,16.3223590,6.40114,7.63296,22.1463,nan,nan,nan,nan,-1.15298271,-1.03259861,0.81726759,12.135,30,42.3,4.890,11.629,6.121,5.557,575,174,0.00000000,0x0000,98
SATPHA0341,2019336,16.3251380,6.40086,7.63258,22.1473,nan,nan,nan,nan,-1.15299910,-1.03262007,0.81724345,12.135,30,42.2,4.898,11.620,6.121,5.557,556,605,0.00000000,0x0000,121
