Gran Titration Data Report - Nielsen Lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sample ID,,,,,,,,,,,Name,,,,,Result,,,,,,,,,State,,,,
,136,,,,0.9000,,,,,,,259.3,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,139,,,,0.9200,,,,,,,259.6,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,142,,,,0.9400,,,,,,,260.0,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,145,,,,0.9600,,,,,,,260.3,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,148,,,,0.9800,,,,,,,260.6,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,151,,,,1.0000,,,,,,,260.9,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,154,,,,1.0200,,,,,,,261.3,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,157,,,,1.0400,,,,,,,261.6,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,160,,,,1.0600,,,,,,,261.9,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,163,,,,1.0800,,,,,,,262.2,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,166,,,,1.1000,,,,,,,262.6,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,169,,,,1.1200,,,,,,,262.9,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,172,,,,1.1400,,,,,,,263.2,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,175,,,,1.1600,,,,,,,263.5,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,178,,,,1.1800,,,,,,,263.7,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,181,,,,1.2000,,,,,,,264.1,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,184,,,,1.2200,,,,,,,264.4,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,187,,,,1.2400,,,,,,,264.7,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,190,,,,1.2600,,,,,,,265.0,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,193,,,,1.2800,,,,,,,265.2,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,196,,,,1.3000,,,,,,,265.5,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,199,,,,1.3200,,,,,,,265.8,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,202,,,,1.3400,,,,,,,266.1,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,205,,,,1.3600,,,,,,,266.3,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,208,,,,1.3800,,,,,,,266.6,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,211,,,,1.4000,,,,,,,266.8,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,214,,,,1.4200,,,,,,,267.1,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,217,,,,1.4400,,,,,,,267.4,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,220,,,,1.4600,,,,,,,267.6,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,223,,,,1.4800,,,,,,,267.9,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,226,,,,1.5000,,,,,,,268.2,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,229,,,,1.5200,,,,,,,268.4,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,232,,,,1.5400,,,,,,,268.6,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,235,,,,1.5600,,,,,,,268.8,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,238,,,,1.5800,,,,,,,269.1,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,242,,,,1.6000,,,,,,,269.3,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,244,,,,1.6200,,,,,,,269.5,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,248,,,,1.6400,,,,,,,269.8,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,251,,,,1.6600,,,,,,,270.0,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,254,,,,1.6800,,,,,,,270.2,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,257,,,,1.7000,,,,,,,270.5,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,260,,,,1.7200,,,,,,,270.7,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,263,,,,1.7400,,,,,,,270.9,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,266,,,,1.7600,,,,,,,271.1,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,269,,,,1.7800,,,,,,,271.3,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,272,,,,1.8000,,,,,,,271.5,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,275,,,,1.8200,,,,,,,271.7,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,278,,,,1.8400,,,,,,,272.0,,,0.0200,,,21.4,,,,,,,0.3,,,,,,,
,281,,,,1.8600,,,,,,,272.2,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,284,,,,1.8800,,,,,,,272.4,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,287,,,,1.9000,,,,,,,272.6,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,290,,,,1.9200,,,,,,,272.8,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,293,,,,1.9400,,,,,,,273.0,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,296,,,,1.9600,,,,,,,273.2,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,299,,,,1.9800,,,,,,,273.4,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,302,,,,2.0000,,,,,,,273.6,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,305,,,,2.0200,,,,,,,273.8,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,308,,,,2.0400,,,,,,,274.0,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,311,,,,2.0600,,,,,,,274.2,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,314,,,,2.0800,,,,,,,274.4,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,317,,,,2.1000,,,,,,,274.6,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,320,,,,2.1200,,,,,,,274.8,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,323,,,,2.1400,,,,,,,274.9,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,326,,,,2.1600,,,,,,,275.1,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,329,,,,2.1800,,,,,,,275.3,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,332,,,,2.2000,,,,,,,275.5,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,335,,,,2.2200,,,,,,,275.6,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,338,,,,2.2400,,,,,,,275.8,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,341,,,,2.2600,,,,,,,276.0,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,344,,,,2.2800,,,,,,,276.2,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,347,,,,2.3000,,,,,,,276.4,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,350,,,,2.3200,,,,,,,276.5,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,353,,,,2.3400,,,,,,,276.7,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,356,,,,2.3600,,,,,,,276.9,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,359,,,,2.3800,,,,,,,277.1,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,362,,,,2.4000,,,,,,,277.2,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,365,,,,2.4200,,,,,,,277.4,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,368,,,,2.4400,,,,,,,277.5,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,371,,,,2.4600,,,,,,,277.7,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,374,,,,2.4800,,,,,,,277.9,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,377,,,,2.5000,,,,,,,278.1,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,380,,,,2.5200,,,,,,,278.3,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,383,,,,2.5400,,,,,,,278.4,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,386,,,,2.5600,,,,,,,278.5,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,389,,,,2.5800,,,,,,,278.7,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,392,,,,2.6000,,,,,,,278.8,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,395,,,,2.6200,,,,,,,279.0,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,398,,,,2.6400,,,,,,,279.1,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,402,,,,2.6600,,,,,,,279.3,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,404,,,,2.6800,,,,,,,279.4,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,408,,,,2.7000,,,,,,,279.6,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,411,,,,2.7200,,,,,,,279.7,,,0.0200,,,21.4,,,,,,,0.1,,,,,,,
,414,,,,2.7400,,,,,,,279.9,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,417,,,,2.7600,,,,,,,280.1,,,0.0200,,,21.4,,,,,,,0.2,,,,,,,
,420,,,,2.7800,,,,,,,280.2,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,423,,,,2.8000,,,,,,,280.3,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,426,,,,2.8200,,,,,,,280.5,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,429,,,,2.8400,,,,,,,280.6,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,432,,,,2.8600,,,,,,,280.8,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,435,,,,2.8800,,,,,,,280.9,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,438,,,,2.9000,,,,,,,281.0,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,441,,,,2.9200,,,,,,,281.2,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,444,,,,2.9400,,,,,,,281.3,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,447,,,,2.9600,,,,,,,281.4,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,450,,,,2.9800,,,,,,,281.6,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,453,,,,3.0000,,,,,,,281.7,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,456,,,,3.0200,,,,,,,281.8,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,459,,,,3.0400,,,,,,,282.0,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,462,,,,3.0600,,,,,,,282.1,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,465,,,,3.0800,,,,,,,282.3,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,468,,,,3.1000,,,,,,,282.4,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,471,,,,3.1200,,,,,,,282.5,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,474,,,,3.1400,,,,,,,282.7,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,477,,,,3.1600,,,,,,,282.8,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,480,,,,3.1800,,,,,,,282.9,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,483,,,,3.2000,,,,,,,283.0,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,486,,,,3.2200,,,,,,,283.2,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,489,,,,3.2400,,,,,,,283.3,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,492,,,,3.2600,,,,,,,283.5,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,495,,,,3.2800,,,,,,,283.6,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,498,,,,3.3000,,,,,,,283.7,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,501,,,,3.3200,,,,,,,283.8,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,504,,,,3.3400,,,,,,,283.9,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,507,,,,3.3600,,,,,,,284.1,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,510,,,,3.3800,,,,,,,284.2,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,513,,,,3.4000,,,,,,,284.3,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,516,,,,3.4200,,,,,,,284.4,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,519,,,,3.4400,,,,,,,284.6,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,522,,,,3.4600,,,,,,,284.7,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,525,,,,3.4800,,,,,,,284.8,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,528,,,,3.5000,,,,,,,284.9,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,531,,,,3.5200,,,,,,,285.0,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,,,,"Scope 1/1, Sample 14/15",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 14/15",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,,,,,Meas. value,,,,,,,Temp.,,,,,dE,,,,,,,,,,,
,[s],,,,,,,,[mV],,,,,,,[°C],,,,,[mV],,,,,,,,,,,
,1,,,,,,,,-48.2,,,,,,,20.8,,,,,,,,,,,,,,,,
,2,,,,,,,,-48.2,,,,,,,20.8,,,,,0.0,,,,,,,,,,,
,3,,,,,,,,-48.2,,,,,,,20.8,,,,,0.0,,,,,,,,,,,
,4,,,,,,,,-48.2,,,,,,,20.8,,,,,0.0,,,,,,,,,,,
,5,,,,,,,,-48.3,,,,,,,20.8,,,,,-0.1,,,,,,,,,,,
,6,,,,,,,,-48.3,,,,,,,20.8,,,,,0.0,,,,,,,,,,,
,7,,,,,,,,-48.3,,,,,,,20.8,,,,,0.0,,,,,,,,,,,
,8,,,,,,,,-48.3,,,,,,,20.8,,,,,0.0,,,,,,,,,,,
,9,,,,,,,,-48.3,,,,,,,20.8,,,,,0.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,,,,"Scope 1/1, Sample 14/15",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 14/15",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 14/15",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,V,,,,,,Meas. value,,,dV,,,,Temp.,,,dE,,,,,,,EP,,,,,
,[s],,,[mL],,,,,,[mV],,,[mL],,,,[°C],,,[mV],,,,,,,,,,,,
,0,,,0.0000,,,,,,-48.3,,,,,,,20.8,,,,,,,,,,,,,,,
,1,,,0.0010,,,,,,-48.4,,,0.0010,,,,20.9,,,-0.1,,,,,,,,,,,,
,2,,,0.0050,,,,,,-48.3,,,0.0040,,,,20.9,,,0.1,,,,,,,,,,,,
,3,,,0.0110,,,,,,-48.3,,,0.0060,,,,20.9,,,0.0,,,,,,,,,,,,
,4,,,0.0200,,,,,,-47.7,,,0.0090,,,,20.9,,,0.6,,,,,,,,,,,,
,5,,,0.0340,,,,,,-46.8,,,0.0140,,,,20.9,,,0.9,,,,,,,,,,,,
,6,,,0.0555,,,,,,-45.0,,,0.0215,,,,20.9,,,1.8,,,,,,,,,,,,
,7,,,0.0800,,,,,,-42.5,,,0.0245,,,,20.9,,,2.5,,,,,,,,,,,,
,8,,,0.1145,,,,,,-38.4,,,0.0345,,,,20.9,,,4.1,,,,,,,,,,,,
,9,,,0.1570,,,,,,-33.3,,,0.0425,,,,20.9,,,5.1,,,,,,,,,,,,
,10,,,0.2085,,,,,,-27.0,,,0.0515,,,,20.9,,,6.3,,,,,,,,,,,,
,11,,,0.2705,,,,,,-20.7,,,0.0620,,,,20.9,,,6.3,,,,,,,,,,,,
,12,,,0.3450,,,,,,-14.5,,,0.0745,,,,20.9,,,6.2,,,,,,,,,,,,
,13,,,0.4215,,,,,,-8.8,,,0.0765,,,,20.9,,,5.7,,,,,,,,,,,,
,14,,,0.5205,,,,,,-1.5,,,0.0990,,,,20.9,,,7.3,,,,,,,,,,,,
,15,,,0.6315,,,,,,7.6,,,0.1110,,,,20.9,,,9.1,,,,,,,,,,,,
,16,,,0.7555,,,,,,20.8,,,0.1240,,,,20.9,,,13.2,,,,,,,,,,,,
,17,,,0.8915,,,,,,39.4,,,0.1360,,,,20.9,,,18.6,,,,,,,,,,,,
,18,,,1.0395,,,,,,68.2,,,0.1480,,,,20.9,,,28.8,,,,,,,,,,,,
,19,,,1.1825,,,,,,109.1,,,0.1430,,,,20.9,,,40.9,,,,,,,,,,,,
,20,,,1.3170,,,,,,173.1,,,0.1345,,,,20.9,,,64.0,,,,,,,,,,,,
,21,,,1.3170,,,,,,207.3,,,0.0000,,,,20.9,,,34.2,,,,,,,,,,,,
,22,,,1.3170,,,,,,213.9,,,0.0000,,,,20.9,,,6.6,,,,,,,,,,,,
,23,,,1.3185,,,,,,215.2,,,0.0015,,,,20.9,,,1.3,,,,,,,,,,,,
,24,,,1.3215,,,,,,215.8,,,0.0030,,,,20.9,,,0.6,,,,,,,,,,,,
,25,,,1.3255,,,,,,216.2,,,0.0040,,,,20.9,,,0.4,,,,,,,,,,,,
,26,,,1.3320,,,,,,216.8,,,0.0065,,,,20.9,,,0.6,,,,,,,,,,,,
,27,,,1.3415,,,,,,217.5,,,0.0095,,,,20.9,,,0.7,,,,,,,,,,,,
,28,,,1.3540,,,,,,218.5,,,0.0125,,,,20.9,,,1.0,,,,,,,,,,,,
,29,,,1.3690,,,,,,219.6,,,0.0150,,,,20.9,,,1.1,,,,,,,,,,,,
,30,,,1.3860,,,,,,220.8,,,0.0170,,,,20.9,,,1.2,,,,,,,,,,,,
,31,,,1.4025,,,,,,222.0,,,0.0165,,,,20.9,,,1.2,,,,,,,,,,,,
,32,,,1.4160,,,,,,223.3,,,0.0135,,,,20.9,,,1.3,,,,,,,,,,,,
,33,,,1.4250,,,,,,224.2,,,0.0090,,,,20.9,,,0.9,,,,,,,,,,,,
,34,,,1.4330,,,,,,225.0,,,0.0080,,,,20.9,,,0.8,,,,,,,,,,,,
,35,,,1.4425,,,,,,225.6,,,0.0095,,,,20.9,,,0.6,,,,,,,,,,,,
,36,,,1.4525,,,,,,226.2,,,0.0100,,,,20.9,,,0.6,,,,,,,,,,,,
,37,,,1.4630,,,,,,226.9,,,0.0105,,,,20.9,,,0.7,,,,,,,,,,,,
,38,,,1.4725,,,,,,227.7,,,0.0095,,,,20.9,,,0.8,,,,,,,,,,,,
,39,,,1.4765,,,,,,228.2,,,0.0040,,,,20.9,,,0.5,,,,,,,,,,,,
,40,,,1.4790,,,,,,228.5,,,0.0025,,,,20.9,,,0.3,,,,,,,,,,,,
,41,,,1.4830,,,,,,228.7,,,0.0040,,,,20.9,,,0.2,,,,,,,,,,,,
,42,,,1.4880,,,,,,228.9,,,0.0050,,,,20.9,,,0.2,,,,,,,,,,,,
,43,,,1.4945,,,,,,229.4,,,0.0065,,,,20.9,,,0.5,,,,,,,,,,,,
,44,,,1.5005,,,,,,229.8,,,0.0060,,,,20.9,,,0.4,,,,,,,,,,,,
,45,,,1.5040,,,,,,230.1,,,0.0035,,,,20.9,,,0.3,,,,,,,,,,,,
,46,,,1.5060,,,,,,230.3,,,0.0020,,,,20.9,,,0.2,,,,,,,,,,,,
,47,,,1.5090,,,,,,230.5,,,0.0030,,,,20.9,,,0.2,,,,,,,,,,,,
,48,,,1.5115,,,,,,230.7,,,0.0025,,,,20.9,,,0.2,,,,,,,,,,,,
,49,,,1.5140,,,,,,230.8,,,0.0025,,,,20.9,,,0.1,,,,,,,,,,,,
,50,,,1.5165,,,,,,231.0,,,0.0025,,,,20.9,,,0.2,,,,,,,,,,,,
,51,,,1.5185,,,,,,231.2,,,0.0020,,,,20.9,,,0.2,,,,,,,,,,,,
,52,,,1.5215,,,,,,231.3,,,0.0030,,,,20.9,,,0.1,,,,,,,,,,,,
,53,,,1.5240,,,,,,231.4,,,0.0025,,,,20.9,,,0.1,,,,,,,,,,,,
,54,,,1.5260,,,,,,231.6,,,0.0020,,,,20.9,,,0.2,,,,,,,,,,,,
,55,,,1.5285,,,,,,231.7,,,0.0025,,,,20.9,,,0.1,,,,,,,,,,,,
,56,,,1.5310,,,,,,231.9,,,0.0025,,,,20.9,,,0.2,,,,,,,,,,,,
,57,,,1.5325,,,,,,232.0,,,0.0015,,,,20.9,,,0.1,,,,,,,,,,,,
,,,,1.5325,,,,,,232.0,,,,,,,,,,,,,,,,,EP,,,,,
,58,,,1.5330,,,,,,232.1,,,0.0005,,,,20.9,,,0.1,,,,,,,,,,,,
,59,,,1.5330,,,,,,232.2,,,0.0000,,,,20.9,,,0.1,,,,,,,,,,,,
,60,,,1.5330,,,,,,232.2,,,0.0000,,,,20.9,,,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EQP) [2],,,,,,,,,,,"Scope 1/1, Sample 14/15",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 14/15",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 14/15",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,V,,,,,,,Meas. value,,,dV,,,Temp.,,,,,,,dE,,,,,,,
,[s],,,,[mL],,,,,,,[mV],,,[mL],,,[°C],,,,,,,[mV],,,,,,,
,0,,,,0.0000,,,,,,,232.8,,,,,,21.2,,,,,,,,,,,,,,
,3,,,,0.0200,,,,,,,233.7,,,0.0200,,,21.2,,,,,,,0.9,,,,,,,
,6,,,,0.0400,,,,,,,234.6,,,0.0200,,,21.2,,,,,,,0.9,,,,,,,
,9,,,,0.0600,,,,,,,235.7,,,0.0200,,,21.2,,,,,,,1.1,,,,,,,
,12,,,,0.0800,,,,,,,236.6,,,0.0200,,,21.2,,,,,,,0.9,,,,,,,
,15,,,,0.1000,,,,,,,237.5,,,0.0200,,,21.2,,,,,,,0.9,,,,,,,
,18,,,,0.1200,,,,,,,238.3,,,0.0200,,,21.2,,,,,,,0.8,,,,,,,
,21,,,,0.1400,,,,,,,239.2,,,0.0200,,,21.2,,,,,,,0.9,,,,,,,
,24,,,,0.1600,,,,,,,239.9,,,0.0200,,,21.2,,,,,,,0.7,,,,,,,
,27,,,,0.1800,,,,,,,240.7,,,0.0200,,,21.2,,,,,,,0.8,,,,,,,
,30,,,,0.2000,,,,,,,241.4,,,0.0200,,,21.2,,,,,,,0.7,,,,,,,
,33,,,,0.2200,,,,,,,242.2,,,0.0200,,,21.2,,,,,,,0.8,,,,,,,
,36,,,,0.2400,,,,,,,242.9,,,0.0200,,,21.2,,,,,,,0.7,,,,,,,
,39,,,,0.2600,,,,,,,243.6,,,0.0200,,,21.2,,,,,,,0.7,,,,,,,
,42,,,,0.2800,,,,,,,244.3,,,0.0200,,,21.2,,,,,,,0.7,,,,,,,
,45,,,,0.3000,,,,,,,245.0,,,0.0200,,,21.2,,,,,,,0.7,,,,,,,
,48,,,,0.3200,,,,,,,245.6,,,0.0200,,,21.2,,,,,,,0.6,,,,,,,
,51,,,,0.3400,,,,,,,246.2,,,0.0200,,,21.2,,,,,,,0.6,,,,,,,
,54,,,,0.3600,,,,,,,246.8,,,0.0200,,,21.2,,,,,,,0.6,,,,,,,
,57,,,,0.3800,,,,,,,247.3,,,0.0200,,,21.2,,,,,,,0.5,,,,,,,
,60,,,,0.4000,,,,,,,248.0,,,0.0200,,,21.2,,,,,,,0.7,,,,,,,
,64,,,,0.4200,,,,,,,248.5,,,0.0200,,,21.2,,,,,,,0.5,,,,,,,
,66,,,,0.4400,,,,,,,249.1,,,0.0200,,,21.2,,,,,,,0.6,,,,,,,
,70,,,,0.4600,,,,,,,249.7,,,0.0200,,,21.2,,,,,,,0.6,,,,,,,
,72,,,,0.4800,,,,,,,250.2,,,0.0200,,,21.2,,,,,,,0.5,,,,,,,
,76,,,,0.5000,,,,,,,250.8,,,0.0200,,,21.2,,,,,,,0.6,,,,,,,
,78,,,,0.5200,,,,,,,251.3,,,0.0200,,,21.2,,,,,,,0.5,,,,,,,
,82,,,,0.5400,,,,,,,251.7,,,0.0200,,,21.2,,,,,,,0.4,,,,,,,
,84,,,,0.5600,,,,,,,252.2,,,0.0200,,,21.2,,,,,,,0.5,,,,,,,
,88,,,,0.5800,,,,,,,252.6,,,0.0200,,,21.2,,,,,,,0.4,,,,,,,
,91,,,,0.6000,,,,,,,253.1,,,0.0200,,,21.2,,,,,,,0.5,,,,,,,
,94,,,,0.6200,,,,,,,253.6,,,0.0200,,,21.2,,,,,,,0.5,,,,,,,
,97,,,,0.6400,,,,,,,254.0,,,0.0200,,,21.2,,,,,,,0.4,,,,,,,
,100,,,,0.6600,,,,,,,254.4,,,0.0200,,,21.2,,,,,,,0.4,,,,,,,
,103,,,,0.6800,,,,,,,254.9,,,0.0200,,,21.2,,,,,,,0.5,,,,,,,
,106,,,,0.7000,,,,,,,255.4,,,0.0200,,,21.2,,,,,,,0.5,,,,,,,
,109,,,,0.7200,,,,,,,255.8,,,0.0200,,,21.2,,,,,,,0.4,,,,,,,
,112,,,,0.7400,,,,,,,256.2,,,0.0200,,,21.2,,,,,,,0.4,,,,,,,
,115,,,,0.7600,,,,,,,256.6,,,0.0200,,,21.2,,,,,,,0.4,,,,,,,
,118,,,,0.7800,,,,,,,257.0,,,0.0200,,,21.2,,,,,,,0.4,,,,,,,
,121,,,,0.8000,,,,,,,257.4,,,0.0200,,,21.2,,,,,,,0.4,,,,,,,
,124,,,,0.8200,,,,,,,257.7,,,0.0200,,,21.2,,,,,,,0.3,,,,,,,
,127,,,,0.8400,,,,,,,258.1,,,0.0200,,,21.2,,,,,,,0.4,,,,,,,
,130,,,,0.8600,,,,,,,258.5,,,0.0200,,,21.2,,,,,,,0.4,,,,,,,
,133,,,,0.8800,,,,,,,258.9,,,0.0200,,,21.2,,,,,,,0.4,,,,,,,
