,411,,,,2.7200,,,,,,,281.5,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,414,,,,2.7400,,,,,,,281.7,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,417,,,,2.7600,,,,,,,281.8,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,420,,,,2.7800,,,,,,,281.9,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,423,,,,2.8000,,,,,,,282.1,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,426,,,,2.8200,,,,,,,282.2,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,429,,,,2.8400,,,,,,,282.4,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,432,,,,2.8600,,,,,,,282.5,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,435,,,,2.8800,,,,,,,282.6,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,438,,,,2.9000,,,,,,,282.8,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,441,,,,2.9200,,,,,,,282.9,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,444,,,,2.9400,,,,,,,283.1,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,447,,,,2.9600,,,,,,,283.2,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,450,,,,2.9800,,,,,,,283.3,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,453,,,,3.0000,,,,,,,283.4,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,456,,,,3.0200,,,,,,,283.6,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,459,,,,3.0400,,,,,,,283.7,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,462,,,,3.0600,,,,,,,283.8,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,465,,,,3.0800,,,,,,,284.0,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,468,,,,3.1000,,,,,,,284.1,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,471,,,,3.1200,,,,,,,284.3,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,474,,,,3.1400,,,,,,,284.4,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,477,,,,3.1600,,,,,,,284.5,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,480,,,,3.1800,,,,,,,284.7,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,483,,,,3.2000,,,,,,,284.8,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,486,,,,3.2200,,,,,,,284.9,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,489,,,,3.2400,,,,,,,285.0,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,492,,,,3.2600,,,,,,,285.1,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,495,,,,3.2800,,,,,,,285.2,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
,498,,,,3.3000,,,,,,,285.4,,,0.0200,,,20.5,,,,,,,0.2,,,,,,,
,501,,,,3.3200,,,,,,,285.5,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
,504,,,,3.3400,,,,,,,285.6,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
,507,,,,3.3600,,,,,,,285.7,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
,510,,,,3.3800,,,,,,,285.9,,,0.0200,,,20.5,,,,,,,0.2,,,,,,,
,513,,,,3.4000,,,,,,,286.0,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
,516,,,,3.4200,,,,,,,286.1,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
,519,,,,3.4400,,,,,,,286.3,,,0.0200,,,20.5,,,,,,,0.2,,,,,,,
,522,,,,3.4600,,,,,,,286.3,,,0.0200,,,20.5,,,,,,,0.0,,,,,,,
,525,,,,3.4800,,,,,,,286.4,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
,528,,,,3.5000,,,,,,,286.5,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
,531,,,,3.5200,,,,,,,286.7,,,0.0200,,,20.5,,,,,,,0.2,,,,,,,
,534,,,,3.5400,,,,,,,286.8,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
,537,,,,3.5600,,,,,,,286.9,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
,540,,,,3.5800,,,,,,,287.0,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,,,,"Scope 1/1, Sample 12/13",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 12/13",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,,,,,Meas. value,,,,,,,Temp.,,,,,dE,,,,,,,,,,,
,[s],,,,,,,,[mV],,,,,,,[°C],,,,,[mV],,,,,,,,,,,
,1,,,,,,,,-41.3,,,,,,,20.0,,,,,,,,,,,,,,,,
,2,,,,,,,,-41.3,,,,,,,20.0,,,,,0.0,,,,,,,,,,,
,3,,,,,,,,-41.3,,,,,,,20.0,,,,,0.0,,,,,,,,,,,
,4,,,,,,,,-41.3,,,,,,,20.0,,,,,0.0,,,,,,,,,,,
,5,,,,,,,,-41.3,,,,,,,20.0,,,,,0.0,,,,,,,,,,,
,6,,,,,,,,-41.3,,,,,,,20.0,,,,,0.0,,,,,,,,,,,
,7,,,,,,,,-41.3,,,,,,,20.0,,,,,0.0,,,,,,,,,,,
,8,,,,,,,,-41.4,,,,,,,20.0,,,,,-0.1,,,,,,,,,,,
,9,,,,,,,,-41.4,,,,,,,20.0,,,,,0.0,,,,,,,,,,,
,10,,,,,,,,-41.4,,,,,,,20.0,,,,,0.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,,,,"Scope 1/1, Sample 12/13",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 12/13",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 12/13",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,V,,,,,,Meas. value,,,dV,,,,Temp.,,,dE,,,,,,,EP,,,,,
,[s],,,[mL],,,,,,[mV],,,[mL],,,,[°C],,,[mV],,,,,,,,,,,,
,0,,,0.0000,,,,,,-41.5,,,,,,,20.0,,,,,,,,,,,,,,,
,1,,,0.0010,,,,,,-41.5,,,0.0010,,,,20.0,,,0.0,,,,,,,,,,,,
,2,,,0.0050,,,,,,-41.5,,,0.0040,,,,20.0,,,0.0,,,,,,,,,,,,
,3,,,0.0110,,,,,,-41.3,,,0.0060,,,,20.0,,,0.2,,,,,,,,,,,,
,4,,,0.0200,,,,,,-40.8,,,0.0090,,,,20.0,,,0.5,,,,,,,,,,,,
,5,,,0.0340,,,,,,-39.9,,,0.0140,,,,20.0,,,0.9,,,,,,,,,,,,
,6,,,0.0555,,,,,,-38.1,,,0.0215,,,,20.0,,,1.8,,,,,,,,,,,,
,7,,,0.0800,,,,,,-35.9,,,0.0245,,,,20.0,,,2.2,,,,,,,,,,,,
,8,,,0.1145,,,,,,-31.9,,,0.0345,,,,20.0,,,4.0,,,,,,,,,,,,
,9,,,0.1570,,,,,,-26.8,,,0.0425,,,,20.0,,,5.1,,,,,,,,,,,,
,10,,,0.2080,,,,,,-21.0,,,0.0510,,,,20.0,,,5.8,,,,,,,,,,,,
,11,,,0.2705,,,,,,-15.0,,,0.0625,,,,20.0,,,6.0,,,,,,,,,,,,
,12,,,0.3450,,,,,,-9.1,,,0.0745,,,,20.0,,,5.9,,,,,,,,,,,,
,13,,,0.4215,,,,,,-3.0,,,0.0765,,,,20.0,,,6.1,,,,,,,,,,,,
,14,,,0.5205,,,,,,4.2,,,0.0990,,,,20.0,,,7.2,,,,,,,,,,,,
,15,,,0.6325,,,,,,13.9,,,0.1120,,,,20.0,,,9.7,,,,,,,,,,,,
,16,,,0.7575,,,,,,26.9,,,0.1250,,,,20.0,,,13.0,,,,,,,,,,,,
,17,,,0.8945,,,,,,46.7,,,0.1370,,,,20.0,,,19.8,,,,,,,,,,,,
,18,,,1.0435,,,,,,68.1,,,0.1490,,,,20.0,,,21.4,,,,,,,,,,,,
,19,,,1.1875,,,,,,98.0,,,0.1440,,,,20.0,,,29.9,,,,,,,,,,,,
,20,,,1.3525,,,,,,154.2,,,0.1650,,,,20.0,,,56.2,,,,,,,,,,,,
,21,,,1.3600,,,,,,200.7,,,0.0075,,,,20.0,,,46.5,,,,,,,,,,,,
,22,,,1.3600,,,,,,210.9,,,0.0000,,,,20.1,,,10.2,,,,,,,,,,,,
,23,,,1.3610,,,,,,213.0,,,0.0010,,,,20.1,,,2.1,,,,,,,,,,,,
,24,,,1.3640,,,,,,213.7,,,0.0030,,,,20.1,,,0.7,,,,,,,,,,,,
,25,,,1.3675,,,,,,214.2,,,0.0035,,,,20.1,,,0.5,,,,,,,,,,,,
,26,,,1.3740,,,,,,214.8,,,0.0065,,,,20.1,,,0.6,,,,,,,,,,,,
,27,,,1.3835,,,,,,215.6,,,0.0095,,,,20.1,,,0.8,,,,,,,,,,,,
,28,,,1.3965,,,,,,216.7,,,0.0130,,,,20.1,,,1.1,,,,,,,,,,,,
,29,,,1.4125,,,,,,218.0,,,0.0160,,,,20.1,,,1.3,,,,,,,,,,,,
,30,,,1.4310,,,,,,219.5,,,0.0185,,,,20.1,,,1.5,,,,,,,,,,,,
,31,,,1.4480,,,,,,221.3,,,0.0170,,,,20.1,,,1.8,,,,,,,,,,,,
,32,,,1.4655,,,,,,223.0,,,0.0175,,,,20.1,,,1.7,,,,,,,,,,,,
,33,,,1.4795,,,,,,224.2,,,0.0140,,,,20.1,,,1.2,,,,,,,,,,,,
,34,,,1.4920,,,,,,225.3,,,0.0125,,,,20.1,,,1.1,,,,,,,,,,,,
,35,,,1.5040,,,,,,226.3,,,0.0120,,,,20.1,,,1.0,,,,,,,,,,,,
,36,,,1.5165,,,,,,227.1,,,0.0125,,,,20.1,,,0.8,,,,,,,,,,,,
,37,,,1.5275,,,,,,228.0,,,0.0110,,,,20.1,,,0.9,,,,,,,,,,,,
,38,,,1.5390,,,,,,228.8,,,0.0115,,,,20.1,,,0.8,,,,,,,,,,,,
,39,,,1.5495,,,,,,229.6,,,0.0105,,,,20.1,,,0.8,,,,,,,,,,,,
,40,,,1.5580,,,,,,230.1,,,0.0085,,,,20.1,,,0.5,,,,,,,,,,,,
,41,,,1.5665,,,,,,230.6,,,0.0085,,,,20.1,,,0.5,,,,,,,,,,,,
,42,,,1.5755,,,,,,231.0,,,0.0090,,,,20.1,,,0.4,,,,,,,,,,,,
,43,,,1.5830,,,,,,231.5,,,0.0075,,,,20.1,,,0.5,,,,,,,,,,,,
,44,,,1.5900,,,,,,231.9,,,0.0070,,,,20.1,,,0.4,,,,,,,,,,,,
,45,,,1.5955,,,,,,232.4,,,0.0055,,,,20.1,,,0.5,,,,,,,,,,,,
,46,,,1.5990,,,,,,232.6,,,0.0035,,,,20.1,,,0.2,,,,,,,,,,,,
,47,,,1.6025,,,,,,232.8,,,0.0035,,,,20.1,,,0.2,,,,,,,,,,,,
,48,,,1.6060,,,,,,233.1,,,0.0035,,,,20.1,,,0.3,,,,,,,,,,,,
,49,,,1.6090,,,,,,233.3,,,0.0030,,,,20.1,,,0.2,,,,,,,,,,,,
,50,,,1.6130,,,,,,233.5,,,0.0040,,,,20.1,,,0.2,,,,,,,,,,,,
,51,,,1.6150,,,,,,233.7,,,0.0020,,,,20.1,,,0.2,,,,,,,,,,,,
,52,,,1.6170,,,,,,233.8,,,0.0020,,,,20.1,,,0.1,,,,,,,,,,,,
,53,,,1.6200,,,,,,234.0,,,0.0030,,,,20.1,,,0.2,,,,,,,,,,,,
,54,,,1.6215,,,,,,234.1,,,0.0015,,,,20.1,,,0.1,,,,,,,,,,,,
,55,,,1.6245,,,,,,234.2,,,0.0030,,,,20.1,,,0.1,,,,,,,,,,,,
,56,,,1.6260,,,,,,234.4,,,0.0015,,,,20.1,,,0.2,,,,,,,,,,,,
,57,,,1.6285,,,,,,234.5,,,0.0025,,,,20.1,,,0.1,,,,,,,,,,,,
,58,,,1.6315,,,,,,234.6,,,0.0030,,,,20.1,,,0.1,,,,,,,,,,,,
,59,,,1.6330,,,,,,234.7,,,0.0015,,,,20.1,,,0.1,,,,,,,,,,,,
,60,,,1.6355,,,,,,234.8,,,0.0025,,,,20.1,,,0.1,,,,,,,,,,,,
,61,,,1.6380,,,,,,235.0,,,0.0025,,,,20.1,,,0.2,,,,,,,,,,,,
,,,,1.6380,,,,,,235.0,,,,,,,,,,,,,,,,,EP,,,,,
,62,,,1.6390,,,,,,235.1,,,0.0010,,,,20.1,,,0.1,,,,,,,,,,,,
,63,,,1.6390,,,,,,235.2,,,0.0000,,,,20.1,,,0.1,,,,,,,,,,,,
,64,,,1.6390,,,,,,235.2,,,0.0000,,,,20.1,,,0.0,,,,,,,,,,,,
,64,,,1.6390,,,,,,235.2,,,0.0000,,,,20.1,,,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EQP) [2],,,,,,,,,,,"Scope 1/1, Sample 12/13",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 12/13",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 12/13",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,V,,,,,,,Meas. value,,,dV,,,Temp.,,,,,,,dE,,,,,,,
,[s],,,,[mL],,,,,,,[mV],,,[mL],,,[°C],,,,,,,[mV],,,,,,,
,0,,,,0.0000,,,,,,,235.8,,,,,,20.3,,,,,,,,,,,,,,
,3,,,,0.0200,,,,,,,236.6,,,0.0200,,,20.3,,,,,,,0.8,,,,,,,
,6,,,,0.0400,,,,,,,237.6,,,0.0200,,,20.3,,,,,,,1.0,,,,,,,
,9,,,,0.0600,,,,,,,238.5,,,0.0200,,,20.3,,,,,,,0.9,,,,,,,
,12,,,,0.0800,,,,,,,239.4,,,0.0200,,,20.3,,,,,,,0.9,,,,,,,
,15,,,,0.1000,,,,,,,240.3,,,0.0200,,,20.3,,,,,,,0.9,,,,,,,
,18,,,,0.1200,,,,,,,241.1,,,0.0200,,,20.3,,,,,,,0.8,,,,,,,
,21,,,,0.1400,,,,,,,241.9,,,0.0200,,,20.3,,,,,,,0.8,,,,,,,
,24,,,,0.1600,,,,,,,242.6,,,0.0200,,,20.3,,,,,,,0.7,,,,,,,
,27,,,,0.1800,,,,,,,243.3,,,0.0200,,,20.3,,,,,,,0.7,,,,,,,
,30,,,,0.2000,,,,,,,244.0,,,0.0200,,,20.3,,,,,,,0.7,,,,,,,
,33,,,,0.2200,,,,,,,244.8,,,0.0200,,,20.3,,,,,,,0.8,,,,,,,
,36,,,,0.2400,,,,,,,245.5,,,0.0200,,,20.3,,,,,,,0.7,,,,,,,
,39,,,,0.2600,,,,,,,246.1,,,0.0200,,,20.3,,,,,,,0.6,,,,,,,
,42,,,,0.2800,,,,,,,246.8,,,0.0200,,,20.4,,,,,,,0.7,,,,,,,
,45,,,,0.3000,,,,,,,247.5,,,0.0200,,,20.4,,,,,,,0.7,,,,,,,
,48,,,,0.3200,,,,,,,248.1,,,0.0200,,,20.4,,,,,,,0.6,,,,,,,
,51,,,,0.3400,,,,,,,248.7,,,0.0200,,,20.4,,,,,,,0.6,,,,,,,
,54,,,,0.3600,,,,,,,249.2,,,0.0200,,,20.4,,,,,,,0.5,,,,,,,
,57,,,,0.3800,,,,,,,249.8,,,0.0200,,,20.4,,,,,,,0.6,,,,,,,
,60,,,,0.4000,,,,,,,250.4,,,0.0200,,,20.4,,,,,,,0.6,,,,,,,
,63,,,,0.4200,,,,,,,250.9,,,0.0200,,,20.4,,,,,,,0.5,,,,,,,
,66,,,,0.4400,,,,,,,251.4,,,0.0200,,,20.4,,,,,,,0.5,,,,,,,
,70,,,,0.4600,,,,,,,252.0,,,0.0200,,,20.4,,,,,,,0.6,,,,,,,
,72,,,,0.4800,,,,,,,252.5,,,0.0200,,,20.4,,,,,,,0.5,,,,,,,
,76,,,,0.5000,,,,,,,253.0,,,0.0200,,,20.4,,,,,,,0.5,,,,,,,
,78,,,,0.5200,,,,,,,253.6,,,0.0200,,,20.4,,,,,,,0.6,,,,,,,
,82,,,,0.5400,,,,,,,254.0,,,0.0200,,,20.4,,,,,,,0.4,,,,,,,
,84,,,,0.5600,,,,,,,254.5,,,0.0200,,,20.4,,,,,,,0.5,,,,,,,
,88,,,,0.5800,,,,,,,254.9,,,0.0200,,,20.4,,,,,,,0.4,,,,,,,
,90,,,,0.6000,,,,,,,255.3,,,0.0200,,,20.4,,,,,,,0.4,,,,,,,
,94,,,,0.6200,,,,,,,255.8,,,0.0200,,,20.4,,,,,,,0.5,,,,,,,
,97,,,,0.6400,,,,,,,256.2,,,0.0200,,,20.4,,,,,,,0.4,,,,,,,
,100,,,,0.6600,,,,,,,256.7,,,0.0200,,,20.4,,,,,,,0.5,,,,,,,
,103,,,,0.6800,,,,,,,257.2,,,0.0200,,,20.4,,,,,,,0.5,,,,,,,
,106,,,,0.7000,,,,,,,257.6,,,0.0200,,,20.4,,,,,,,0.4,,,,,,,
,109,,,,0.7200,,,,,,,258.0,,,0.0200,,,20.4,,,,,,,0.4,,,,,,,
,112,,,,0.7400,,,,,,,258.4,,,0.0200,,,20.4,,,,,,,0.4,,,,,,,
,115,,,,0.7600,,,,,,,258.7,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,118,,,,0.7800,,,,,,,259.1,,,0.0200,,,20.4,,,,,,,0.4,,,,,,,
,121,,,,0.8000,,,,,,,259.5,,,0.0200,,,20.4,,,,,,,0.4,,,,,,,
,124,,,,0.8200,,,,,,,259.9,,,0.0200,,,20.4,,,,,,,0.4,,,,,,,
,127,,,,0.8400,,,,,,,260.3,,,0.0200,,,20.4,,,,,,,0.4,,,,,,,
,130,,,,0.8600,,,,,,,260.6,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,133,,,,0.8800,,,,,,,261.0,,,0.0200,,,20.4,,,,,,,0.4,,,,,,,
,136,,,,0.9000,,,,,,,261.4,,,0.0200,,,20.4,,,,,,,0.4,,,,,,,
,139,,,,0.9200,,,,,,,261.8,,,0.0200,,,20.4,,,,,,,0.4,,,,,,,
,142,,,,0.9400,,,,,,,262.1,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,145,,,,0.9600,,,,,,,262.4,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,148,,,,0.9800,,,,,,,262.7,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,151,,,,1.0000,,,,,,,263.1,,,0.0200,,,20.4,,,,,,,0.4,,,,,,,
,154,,,,1.0200,,,,,,,263.4,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,157,,,,1.0400,,,,,,,263.7,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,160,,,,1.0600,,,,,,,264.0,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,163,,,,1.0800,,,,,,,264.4,,,0.0200,,,20.4,,,,,,,0.4,,,,,,,
,166,,,,1.1000,,,,,,,264.7,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,169,,,,1.1200,,,,,,,265.0,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,172,,,,1.1400,,,,,,,265.3,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,175,,,,1.1600,,,,,,,265.6,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,178,,,,1.1800,,,,,,,265.9,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,181,,,,1.2000,,,,,,,266.2,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,184,,,,1.2200,,,,,,,266.5,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,187,,,,1.2400,,,,,,,266.8,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,190,,,,1.2600,,,,,,,267.0,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,193,,,,1.2800,,,,,,,267.3,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,196,,,,1.3000,,,,,,,267.6,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,199,,,,1.3200,,,,,,,267.9,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,202,,,,1.3400,,,,,,,268.1,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,205,,,,1.3600,,,,,,,268.4,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,208,,,,1.3800,,,,,,,268.6,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,211,,,,1.4000,,,,,,,268.9,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,214,,,,1.4200,,,,,,,269.1,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,217,,,,1.4400,,,,,,,269.4,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,220,,,,1.4600,,,,,,,269.6,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,223,,,,1.4800,,,,,,,269.9,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,226,,,,1.5000,,,,,,,270.1,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,229,,,,1.5200,,,,,,,270.4,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,232,,,,1.5400,,,,,,,270.6,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,235,,,,1.5600,,,,,,,270.8,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,238,,,,1.5800,,,,,,,271.1,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,242,,,,1.6000,,,,,,,271.3,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,244,,,,1.6200,,,,,,,271.6,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,248,,,,1.6400,,,,,,,271.8,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,250,,,,1.6600,,,,,,,272.0,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,254,,,,1.6800,,,,,,,272.2,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,256,,,,1.7000,,,,,,,272.5,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,260,,,,1.7200,,,,,,,272.7,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,262,,,,1.7400,,,,,,,272.9,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,266,,,,1.7600,,,,,,,273.1,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,269,,,,1.7800,,,,,,,273.3,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,272,,,,1.8000,,,,,,,273.5,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,275,,,,1.8200,,,,,,,273.7,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,278,,,,1.8400,,,,,,,273.9,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,281,,,,1.8600,,,,,,,274.1,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,284,,,,1.8800,,,,,,,274.4,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,287,,,,1.9000,,,,,,,274.6,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,290,,,,1.9200,,,,,,,274.8,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,293,,,,1.9400,,,,,,,274.9,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,296,,,,1.9600,,,,,,,275.2,,,0.0200,,,20.4,,,,,,,0.3,,,,,,,
,299,,,,1.9800,,,,,,,275.4,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,302,,,,2.0000,,,,,,,275.6,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,305,,,,2.0200,,,,,,,275.7,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,308,,,,2.0400,,,,,,,275.9,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,311,,,,2.0600,,,,,,,276.1,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,314,,,,2.0800,,,,,,,276.3,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,317,,,,2.1000,,,,,,,276.5,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,320,,,,2.1200,,,,,,,276.7,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,323,,,,2.1400,,,,,,,276.9,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,326,,,,2.1600,,,,,,,277.0,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,329,,,,2.1800,,,,,,,277.2,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,332,,,,2.2000,,,,,,,277.4,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,335,,,,2.2200,,,,,,,277.5,,,0.0200,,,20.4,,,,,,,0.1,,,,,,,
,338,,,,2.2400,,,,,,,277.7,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,341,,,,2.2600,,,,,,,277.9,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,344,,,,2.2800,,,,,,,278.1,,,0.0200,,,20.4,,,,,,,0.2,,,,,,,
,347,,,,2.3000,,,,,,,278.3,,,0.0200,,,20.5,,,,,,,0.2,,,,,,,
,350,,,,2.3200,,,,,,,278.4,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
,353,,,,2.3400,,,,,,,278.6,,,0.0200,,,20.5,,,,,,,0.2,,,,,,,
,356,,,,2.3600,,,,,,,278.7,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
,359,,,,2.3800,,,,,,,278.9,,,0.0200,,,20.5,,,,,,,0.2,,,,,,,
,362,,,,2.4000,,,,,,,279.1,,,0.0200,,,20.5,,,,,,,0.2,,,,,,,
,365,,,,2.4200,,,,,,,279.2,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
,368,,,,2.4400,,,,,,,279.4,,,0.0200,,,20.5,,,,,,,0.2,,,,,,,
,371,,,,2.4600,,,,,,,279.6,,,0.0200,,,20.5,,,,,,,0.2,,,,,,,
,374,,,,2.4800,,,,,,,279.7,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
,377,,,,2.5000,,,,,,,279.9,,,0.0200,,,20.5,,,,,,,0.2,,,,,,,
,380,,,,2.5200,,,,,,,280.0,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
,383,,,,2.5400,,,,,,,280.2,,,0.0200,,,20.5,,,,,,,0.2,,,,,,,
,386,,,,2.5600,,,,,,,280.3,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
,389,,,,2.5800,,,,,,,280.5,,,0.0200,,,20.5,,,,,,,0.2,,,,,,,
,392,,,,2.6000,,,,,,,280.7,,,0.0200,,,20.5,,,,,,,0.2,,,,,,,
,395,,,,2.6200,,,,,,,280.8,,,0.0200,,,20.5,,,,,,,0.1,,,,,,,
